"id","catalog_number","description"
"2845842","2353-BOX","CPR-WDK 2353-BOX Conn 20A 125V 2P3W Lkg Vinyl/Armored YL"
"2845841","232W-BOX","CPR-WDK 232W-BOX Scrw Std Wlplt Rep 1/2^100/Bx Plastic WH"
"2845840","232V-BOX","CPR-WDK 232V-BOX Scrw Std Wlplt Rep 1/2^100/Bx Plastic IV"
"2845839","232RD-BOX","CPR-WDK 232RD-BOX Scrw Std Wlplt Rep 1/2^100/Bx Plastic RD"
"2845838","231W-BOX","CPR-WDK 231W-BOX Screw Std Wlplt Repl 1/2^ WH"
"2845837","231V-BOX","CPR-WDK 231V-BOX Screw Std Wlplt Repl 1/2^ IV"
"2845836","231LA-BOX","CPR-WDK 231LA-BOX Screw Std Wlplt Repl 1/2^ LA"
"2845835","231B-BOX","CPR-WDK 231B-BOX Screw Std Wlplt Repl 1/2^ BR"
"2845834","23056N","CPR-WDK 23056N Plug Powerlock 20A125V2P3W Hosp Nylon GY"
"2845833","23054N","CPR-WDK 23054N Conn Powerlock 20A125V2P3W Hosp Nylon GY"
"2845832","23035N","CPR-WDK 23035N Plug Powerlock 20A 125V 2P3W Nylon GY"
"2845831","23032N","CPR-WDK 23032N Conn Powerlock 20A 125V 2P3W Nylon GY"
"2845830","23005UL-BU","CPR-WDK 23005UL-BU Plug Powerlock 20A 125V 3P3W Int BULK"
"2845829","23005UL","CPR-WDK 23005UL Plug Powerlock 20A 125V 3P3W Interior"
"2845828","23005NUL","CPR-WDK 23005NUL Plug Powerlock 20A 125V 3P3W Nylon GY"
"2845827","23005N","CPR-WDK 23005N Plug Powerlock 20A 125V 3P3W Nylon GY"
"2845826","23002NUL","CPR-WDK 23002NUL Conn Powerlock 20A 125V 3P3W Nylon GY"
"2845825","23002N","CPR-WDK 23002N Conn Powerlock 20A 125V 3P3W Nylon GY"
"2845824","23000G","CPR-WDK 23000G Recp Powerlock 20A 125V 3P3W Grd BK"
"2845823","224-BOX","CPR-WDK 224-BOX Conn Thermo Rubber 15A 125V 2P2W Str BK"
"2845822","2231W-BOX","CPR-WDK 2231W-BOX Screw Deco Wlplt Repl 1/4^ WH"
"2845821","2231V-BOX","CPR-WDK 2231V-BOX Screw Deco Wlplt Repl 1/4^ 100/Box IV"
"2845820","2231LA-BOX","CPR-WDK 2231LA-BOX Screw Deco Wlplt Repl 1/4^ 100/Box LA"
"2845819","222-BOX","CPR-WDK 222-BOX Conn Thermo Rubber 15A 125V 2P3W Str BK"
"2845818","2229-BOX","CPR-WDK 2229-BOX Conn 20A 250V 2P3W Str Vinyl/Armored YL"
"2845817","2228-BOX","CPR-WDK 2228-BOX Conn 20A 125V 2P3W Str Vinyl/Armored YL"
"2845816","2227-BOX","CPR-WDK 2227-BOX Conn 15A 250V 2P3W Str Vinyl/Armored YL"
"2845815","2226V","CPR-WDK 2226V Switch Tog DP 3Pos 20A 120/277V Main IV"
"2845814","2226B","CPR-WDK 2226B Switch Tog DP 3Pos 20A 120/277V Main BR"
"2845813","2225V","CPR-WDK 2225V Switch Tog SP 3Pos 20A 120/277V Main IV"
"2845812","2174W-BOX","CPR-WDK 2174W-BOX Wallplate 4G 3Tog/Dup Thermoset Std WH"
"2845811","2174V-BOX","CPR-WDK 2174V-BOX Wallplate 4G 3Tog/Dup Thermoset Std IV"
"2845810","2174LA-BOX","CPR-WDK 2174LA-BOX Wallplate 4G 3Tog/Dup Thermoset Std LA"
"2845809","2174A-BOX","CPR-WDK 2174A-BOX Wallplate 4G 3Tog/Dup Thermoset Std AL"
"2845808","2173W-BOX","CPR-WDK 2173W-BOX Wallplate 3G 2Tog/Deco Thermoset Std WH"
"2845807","2173V-BOX","CPR-WDK 2173V-BOX Wallplate 3G 2Tog/Deco Thermoset Std IV"
"2845806","2173LA","CPR-WDK 2173LA Wallplate 3G 2Tog/Deco Thermoset Std LA"
"2845805","2173A","CPR-WDK 2173A Wallplate 3G 2Tog/Deco Thermoset Std AL"
"2845804","2168W-BOX","CPR-WDK 2168W-BOX Wlplt 2G Sgl Rec W/2.1563^Hole Thrmst WH"
"2845803","2168V-BOX","CPR-WDK 2168V-BOX Wlplt 2G Sgl Rec W/2.1563^Hole Thrmst IV"
"2845802","2168LA-BOX","CPR-WDK 2168LA-BOX Wlplt 2G Sgl Rec W/2.1563^Hole Thrmst LA"
"2845801","2168B-BOX","CPR-WDK 2168B-BOX Wlplt 2G Sgl Rec W/2.1563^Hole Thrmst BR"
"2845800","2168A-BOX","CPR-WDK 2168A-BOX Wlplt 2G Sgl Rec W/2.1563^Hole Thrmst AL"
"2845799","2166W-BOX","CPR-WDK 2166W-BOX Wallplate 6G Decorator Thermoset Std WH"
"2845798","2166V-BOX","CPR-WDK 2166V-BOX Wallplate 6G Decorator Thermoset Std IV"
"2845797","2166LA-BOX","CPR-WDK 2166LA-BOX Wallplate 6G Decorator Thermoset Std LA"
"2845796","2166B-BOX","CPR-WDK 2166B-BOX Wallplate 6G Decorator Thermoset Std BR"
"2845795","2166A-BOX","CPR-WDK 2166A-BOX Wallplate 6G Decorator Thermoset Std AL"
"2845794","2165W-BOX","CPR-WDK 2165W-BOX Wallplate 5G Decorator Thermoset Std WH"
"2845793","2165V-BOX","CPR-WDK 2165V-BOX Wallplate 5G Decorator Thermoset Std IV"
"2845792","2165LA-BOX","CPR-WDK 2165LA-BOX Wallplate 5G Decorator Thermoset Std LA"
"2845791","2165B-BOX","CPR-WDK 2165B-BOX Wallplate 5G Decorator Thermoset Std BR"
"2845790","2165A-BOX","CPR-WDK 2165A-BOX Wallplate 5G Decorator Thermoset Std AL"
"2845789","2164W-BOX","CPR-WDK 2164W-BOX Wallplate 4G Decorator Thermoset Std WH"
"2845788","2164V-BOX","CPR-WDK 2164V-BOX Wallplate 4G Decorator Thermoset Std IV"
"2845787","2164LA-BOX","CPR-WDK 2164LA-BOX Wallplate 4G Decorator Thermoset Std LA"
"2845786","2164B-BOX","CPR-WDK 2164B-BOX Wallplate 4G Decorator Thermoset Std BR"
"2845785","2164A-BOX","CPR-WDK 2164A-BOX Wallplate 4G Decorator Thermoset Std AL"
"2845784","2163W-BOX","CPR-WDK 2163W-BOX Wallplate 3G Decorator Thermoset Std WH"
"2845783","2163V-BOX","CPR-WDK 2163V-BOX Wallplate 3G Decorator Thermoset Std IV"
"2845782","2163LA-BOX","CPR-WDK 2163LA-BOX Wallplate 3G Decorator Thermoset Std LA"
"2845781","2163GY-BOX","CPR-WDK 2163GY-BOX Wallplate 3G Decorator Thermoset Std GY"
"2845780","2163B-BOX","CPR-WDK 2163B-BOX Wallplate 3G Decorator Thermoset Std BR"
"2845779","2163A-BOX","CPR-WDK 2163A-BOX Wallplate 3G Decorator Thermoset Std AL"
"2845778","2162W","CPR-WDK 2162W Adaptor Deco W/Sgl Type F Coax Conn WH"
"2845777","2162V","CPR-WDK 2162V Adaptor Deco W/Sgl Type F Coax Conn IV"
"2845776","2162LA","CPR-WDK 2162LA Adaptor Deco W/Sgl Type F Coax Conn LA"
"2845775","2162BK","CPR-WDK 2162BK Adaptor Deco W/Sgl Type F Coax Conn BK"
"2845774","2162A","CPR-WDK 2162A Adaptor Deco W/Sgl Type F Coax Conn AL"
"2845773","2161W-BOX","CPR-WDK 2161W-BOX Adaptor Decorator to Toggle WH"
"2845772","2161V-BOX","CPR-WDK 2161V-BOX Adaptor Decorator to Toggle IV"
"2845771","2160W-BOX","CPR-WDK 2160W-BOX Adaptor Decorator Blank WH"
"2845770","2160V-BOX","CPR-WDK 2160V-BOX Adaptor Decorator Blank IV"
"2845769","2160LA-BOX","CPR-WDK 2160LA-BOX Adaptor Decorator Blank LA"
"2845768","2160B-BOX","CPR-WDK 2160B-BOX Adaptor Decorator Blank BR"
"2845767","2159W-BOX","CPR-WDK 2159W-BOX Wallplate 1G W/.625^ Hole Thrmst Std WH"
"2845766","2159V-BOX","CPR-WDK 2159V-BOX Wallplate 1G W/.625^ Hole Thrmst Std IV"
"2845765","2159B-BOX","CPR-WDK 2159B-BOX Wallplate 1G W/.625^ Hole Thrmst Std BR"
"2845764","2159A","CPR-WDK 2159A Wallplate 1G W/.625^ Hole Thrmst Std AL"
"2845763","2158W-BOX","CPR-WDK 2158W-BOX Wallplate 3G 2Tog/Dup Thermoset Std WH"
"2845762","2158V-BOX","CPR-WDK 2158V-BOX Wallplate 3G 2Tog/Dup Thermoset Std IV"
"2845761","2158LA","CPR-WDK 2158LA Wallplate 3G 2Tog/Dup Thermoset Std LA"
"2845760","2158B-BOX","CPR-WDK 2158B-BOX Wallplate 3G 2Tog/Dup Thermoset Std BR"
"2845759","2158A","CPR-WDK 2158A Wallplate 3G 2Tog/Dup Thermoset Std AL"
"2845758","2157W-BOX","CPR-WDK 2157W-BOX Wallplate 2G Dup/Deco Thermoset Std WH"
"2845757","2157V-BOX","CPR-WDK 2157V-BOX Wallplate 2G Dup/Deco Thermoset Std IV"
"2845756","2157LA-BOX","CPR-WDK 2157LA-BOX Wallplate 2G Dup/Deco Thermoset Std LA"
"2845755","2157A-BOX","CPR-WDK 2157A-BOX Wallplate 2G Dup/Deco Thermoset Std AL"
"2845754","2156W-BOX","CPR-WDK 2156W-BOX Wallplate 6G Toggle Thermoset Std WH"
"2845753","2156V-BOX","CPR-WDK 2156V-BOX Wallplate 6G Toggle Thermoset Std IV"
"2845752","2156B-BOX","CPR-WDK 2156B-BOX Wallplate 6G Toggle Thermoset Std BR"
"2845751","2156A","CPR-WDK 2156A Wallplate 6G Toggle Thermoset Std AL"
"2845750","2155W-BOX","CPR-WDK 2155W-BOX Wallplate 5G Toggle Thermoset Std WH"
"2845749","2155V-BOX","CPR-WDK 2155V-BOX Wallplate 5G Toggle Thermoset Std IV"
"2845748","2155LA","CPR-WDK 2155LA Wallplate 5G Toggle Thermoset Std LA"
"2845747","2155B-BOX","CPR-WDK 2155B-BOX Wallplate 5G Toggle Thermoset Std BR"
"2845746","2155A","CPR-WDK 2155A Wallplate 5G Toggle Thermoset Std AL"
"2845745","2154W-BOX","CPR-WDK 2154W-BOX Wallplate 4G Toggle Thermoset Std WH"
"2845744","2154V-BOX","CPR-WDK 2154V-BOX Wallplate 4G Toggle Thermoset Std IV"
"2845743","2154LA-BOX","CPR-WDK 2154LA-BOX Wallplate 4G Toggle Thermoset Std LA"
"2845742","2154B-BOX","CPR-WDK 2154B-BOX Wallplate 4G Toggle Thermoset Std BR"
"2845741","2154A-BOX","CPR-WDK 2154A-BOX Wallplate 4G Toggle Thermoset Std AL"
"2845740","2153W-BOX","CPR-WDK 2153W-BOX Wallplate 2G Tog/Deco Thermoset Std WH"
"2845739","2153V-BOX","CPR-WDK 2153V-BOX Wallplate 2G Tog/Deco Thermoset Std IV"
"2845738","2153LA-BOX","CPR-WDK 2153LA-BOX Wallplate 2G Tog/Deco Thermoset Std LA"
"2845737","2153B-BOX","CPR-WDK 2153B-BOX Wallplate 2G Tog/Deco Thermoset Std BR"
"2845736","2153A-BOX","CPR-WDK 2153A-BOX Wallplate 2G Tog/Deco Thermoset Std AL"
"2845735","2152W-BOX","CPR-WDK 2152W-BOX Wallplate 2G Decorator Thermoset Std WH"
"2845734","2152V-BOX","CPR-WDK 2152V-BOX Wallplate 2G Decorator Thermoset Std IV"
"2845733","2152LA-BOX","CPR-WDK 2152LA-BOX Wallplate 2G Decorator Thermoset Std LA"
"2845732","2152GY-BOX","CPR-WDK 2152GY-BOX Wallplate 2G Decorator Thermoset Std GY"
"2845731","2152BK-BOX","CPR-WDK 2152BK-BOX Wallplate 2G Decorator Thermoset Std BK"
"2845730","2152B-BOX","CPR-WDK 2152B-BOX Wallplate 2G Decorator Thermoset Std BR"
"2845729","2152A-BOX","CPR-WDK 2152A-BOX Wallplate 2G Decorator Thermoset Std AL"
"2845728","2151W-BOX","CPR-WDK 2151W-BOX Wallplate 1G Decorator Thermoset Std WH"
"2845727","2151W","CPR-WDK 2151W Wallplate 1G Decorator Thermoset Std WH"
"2845726","2151V-BOX","CPR-WDK 2151V-BOX Wallplate 1G Decorator Thermoset Std IV"
"2845725","2151V","CPR-WDK 2151V Wallplate 1G Decorator Thermoset Std IV"
"2845724","2151LA-BOX","CPR-WDK 2151LA-BOX Wallplate 1G Decorator Thermoset Std LA"
"2845723","2151GY-BOX","CPR-WDK 2151GY-BOX Wallplate 1G Decorator Thermoset Std GY"
"2845722","2151BK-BOX","CPR-WDK 2151BK-BOX Wallplate 1G Decorator Thermoset Std BK"
"2845721","2151B-BOX","CPR-WDK 2151B-BOX Wallplate 1G Decorator Thermoset Std BR"
"2845720","2151A-BOX","CPR-WDK 2151A-BOX Wallplate 1G Decorator Thermoset Std AL"
"2845719","2150W-BOX","CPR-WDK 2150W-BOX Wallplate 2G Dup Recp Thermoset Std WH"
"2845718","2150V-BOX","CPR-WDK 2150V-BOX Wallplate 2G Dup Recp Thermoset Std IV"
"2845717","2150LA-BOX","CPR-WDK 2150LA-BOX Wallplate 2G Dup Recp Thermoset Std LA"
"2845716","2150B-BOX","CPR-WDK 2150B-BOX Wallplate 2G Dup Recp Thermoset Std BR"
"2845715","2150A-BOX","CPR-WDK 2150A-BOX Wallplate 2G Dup Recp Thermoset Std AL"
"2845714","2149W-BOX","CPR-WDK 2149W-BOX Wallplate 2G Tog Thermoset Ovr WH"
"2845713","2149V-BOX","CPR-WDK 2149V-BOX Wallplate 2G Tog Thermoset Ovr IV"
"2845712","2149B-BOX","CPR-WDK 2149B-BOX Wallplate 2G Tog Thermoset Ovr BR"
"2845711","2148W-BOX","CPR-WDK 2148W-BOX Wallplate 2G Tog/Dup Thermoset Ovr WH"
"2845710","2148V-BOX","CPR-WDK 2148V-BOX Wallplate 2G Tog/Dup Thermoset Ovr IV"
"2845709","2148B-BOX","CPR-WDK 2148B-BOX Wallplate 2G Tog/Dup Thermoset Ovr BR"
"2845708","2144W-BOX","CPR-WDK 2144W-BOX Wallplate 1G Toggle Thermoset Ovr WH"
"2845707","2144V-BOX","CPR-WDK 2144V-BOX Wallplate 1G Toggle Thermoset Ovr IV"
"2845706","2144B-BOX","CPR-WDK 2144B-BOX Wallplate 1G Toggle Thermoset Ovr BR"
"2845705","2142W-BOX","CPR-WDK 2142W-BOX Wallplate 1G Dup Recp Thermoset Ovr WH"
"2845704","2142V-BOX","CPR-WDK 2142V-BOX Wallplate 1G Dup Recp Thermoset Ovr IV"
"2845703","2142B-BOX","CPR-WDK 2142B-BOX Wallplate 1G Dup Recp Thermoset Ovr BR"
"2845702","21426S","CPR-WDK 21426S Plug Pwlk 30A/600VAC20A/250VDC 3P4W Stud"
"2845701","2141W-BOX","CPR-WDK 2141W-BOX Wallplate 3G Toggle Thermoset Std WH"
"2845700","2141V-BOX","CPR-WDK 2141V-BOX Wallplate 3G Toggle Thermoset Std IV"
"2845699","2141LA-BOX","CPR-WDK 2141LA-BOX Wallplate 3G Toggle Thermoset Std LA"
"2845698","2141B-BOX","CPR-WDK 2141B-BOX Wallplate 3G Toggle Thermoset Std BR"
"2845697","2141A-BOX","CPR-WDK 2141A-BOX Wallplate 3G Toggle Thermoset Std AL"
"2845696","2139W-BOX","CPR-WDK 2139W-BOX Wallplate 2G Toggle Thermoset Std WH"
"2845695","2139W","CPR-WDK 2139W Wallplate 2G Toggle Thermoset Std WH"
"2845694","2139V-BOX","CPR-WDK 2139V-BOX Wallplate 2G Toggle Thermoset Std IV"
"2845693","2139V","CPR-WDK 2139V Wallplate 2G Toggle Thermoset Std IV"
"2845692","2139LA-BOX","CPR-WDK 2139LA-BOX Wallplate 2G Toggle Thermoset Std LA"
"2845691","2139B-BOX","CPR-WDK 2139B-BOX Wallplate 2G Toggle Thermoset Std BR"
"2845690","2139A-BOX","CPR-WDK 2139A-BOX Wallplate 2G Toggle Thermoset Std AL"
"2845689","2138W-BOX","CPR-WDK 2138W-BOX Wallplate 2G Toggle/Duplex Thrmst Std WH"
"2845688","2138V-BOX","CPR-WDK 2138V-BOX Wallplate 2G Toggle/Duplex Thrmst Std IV"
"2845687","2138LA-BOX","CPR-WDK 2138LA-BOX Wallplate 2G Toggle/Duplex Thrmst Std LA"
"2845686","2138B-BOX","CPR-WDK 2138B-BOX Wallplate 2G Toggle/Duplex Thrmst Std BR"
"2845685","2138A-BOX","CPR-WDK 2138A-BOX Wallplate 2G Toggle/Duplex Thrmst Std AL"
"2845684","2137W-BOX","CPR-WDK 2137W-BOX Wallplate 2G Blank Thrmst Box Mt Std WH"
"2845683","2137V-BOX","CPR-WDK 2137V-BOX Wallplate 2G Blank Thrmst Box Mt Std IV"
"2845682","2137LA-BOX","CPR-WDK 2137LA-BOX Wallplate 2G Blank Thrmst Box Mt Std LA"
"2845681","2137B-BOX","CPR-WDK 2137B-BOX Wallplate 2G Blank Thrmst Box Mt Std BR"
"2845680","2137A-BOX","CPR-WDK 2137A-BOX Wallplate 2G Blank Thrmst Box Mt Std AL"
"2845679","2134W-BOX","CPR-WDK 2134W-BOX Wallplate 1G Toggle Thermoset Std WH"
"2845678","2134W","CPR-WDK 2134W Wallplate 1G Toggle Thermoset Std WH"
"2845677","2134V-BOX","CPR-WDK 2134V-BOX Wallplate 1G Toggle Thermoset Std IV"
"2845676","2134V","CPR-WDK 2134V Wallplate 1G Toggle Thermoset Std IV"
"2845675","2134LA-BOX","CPR-WDK 2134LA-BOX Wallplate 1G Toggle Thermoset Std LA"
"2845674","2134B-BOX","CPR-WDK 2134B-BOX Wallplate 1G Toggle Thermoset Std BR"
"2845673","2134A-BOX","CPR-WDK 2134A-BOX Wallplate 1G Toggle Thermoset Std AL"
"2845672","2132W-SP","CPR-WDK 2132W-SP Wallplate 1G Duplex Recp Thrmst Std WH"
"2845671","2132W-BOX","CPR-WDK 2132W-BOX Wallplate 1G Duplex Recp Thrmst Std WH"
"2845670","2132W","CPR-WDK 2132W Wallplate 1G Duplex Recp Thrmst Std WH"
"2845669","2132V-BOX","CPR-WDK 2132V-BOX Wallplate 1G Duplex Recp Thrmst Std IV"
"2845668","2132V","CPR-WDK 2132V Wallplate 1G Duplex Recp Thrmst Std IV"
"2845667","2132LA-BOX","CPR-WDK 2132LA-BOX Wallplate 1G Duplex Recp Thrmst Std LA"
"2845666","2132B-BOX","CPR-WDK 2132B-BOX Wallplate 1G Duplex Recp Thrmst Std BR"
"2845665","2132A-BOX","CPR-WDK 2132A-BOX Wallplate 1G Duplex Recp Thrmst Std AL"
"2845664","2132A","CPR-WDK 2132A Wallplate 1G Duplex Recp Thrmst Std AL"
"2845663","2131W-BOX","CPR-WDK 2131W-BOX Wallplate 1G Single Recp Thrmst Std WH"
"2845662","2131V-BOX","CPR-WDK 2131V-BOX Wallplate 1G Single Recp Thrmst Std IV"
"2845661","2131LA","CPR-WDK 2131LA Wallplate 1G Single Recp Thrmst Std LA"
"2845660","2131B-BOX","CPR-WDK 2131B-BOX Wallplate 1G Single Recp Thrmst Std BR"
"2845659","2131A","CPR-WDK 2131A Wallplate 1G Single Recp Thrmst Std AL"
"2845658","2129W-BOX","CPR-WDK 2129W-BOX Wallplate 1G Blank Thrmst Box Mt Std WH"
"2845657","2129V-BOX","CPR-WDK 2129V-BOX Wallplate 1G Blank Thrmst Box Mt Std IV"
"2845656","2129LA","CPR-WDK 2129LA Wallplate 1G Blank Thrmst Box Mt Std LA"
"2845655","2129B-BOX","CPR-WDK 2129B-BOX Wallplate 1G Blank Thrmst Box Mt Std BR"
"2845654","2129A","CPR-WDK 2129A Wallplate 1G Blank Thrmst Box Mt Std AL"
"2845653","2128W-BOX","CPR-WDK 2128W-BOX Wallplate 1G W/.375^ Hole Thrmst Std WH"
"2845652","2128V-BOX","CPR-WDK 2128V-BOX Wallplate 1G W/.375^ Hole Thrmst Std IV"
"2845651","2128LA","CPR-WDK 2128LA Wallplate 1G W/.375^ Hole Thrmst Std LA"
"2845650","2128B-BOX","CPR-WDK 2128B-BOX Wallplate 1G W/.375^ Hole Thrmst Std BR"
"2845649","2128A","CPR-WDK 2128A Wallplate 1G W/.375^ Hole Thrmst Std AL"
"2845648","20PWBK","CPR-WDK 20PWBK Closure Cap 20A H/L WP Plugs BK"
"2845647","20PW","CPR-WDK 20PW Closure Cap 20A H/L WP Plugs YL"
"2845641","2078-T6","CPR-WDK 2078-T6 F Connector Twist-On RG6"
"2845640","2076-16","CPR-WDK 2076-16 F Connector Crimp-On RG6"
"2845639","2072W","CPR-WDK 2072W Wlplt W/1 F Type Coax Adap Thermo Mid WH"
"2845638","2072V","CPR-WDK 2072V Wlplt W/1 F Type Coax Adap Thermo Mid IV"
"2845637","2072LA","CPR-WDK 2072LA Wlplt W/1 F Type Coax Adap Thermo Mid LA"
"2845636","2072A","CPR-WDK 2072A Wlplt W/1 F Type Coax Adap Thermo Mid AL"
"2845635","2072-2A","CPR-WDK 2072-2A Wlplt W/2 F Type Coax Adap Thermo Mid AL"
"2845634","2068W-BOX","CPR-WDK 2068W-BOX Wlplt 1G SglRecW/2.156^HoleThrmst Mid WH"
"2845633","2068V-BOX","CPR-WDK 2068V-BOX Wlplt 1G SglRecW/2.156^HoleThrmst Mid IV"
"2845632","2068B-BOX","CPR-WDK 2068B-BOX Wlplt 1G SglRecW/2.156^HoleThrmst Mid BR"
"2845631","2068A-BOX","CPR-WDK 2068A-BOX Wlplt 1G SglRecW/2.156^HoleThrmst Mid AL"
"2845630","2064W-BOX","CPR-WDK 2064W-BOX Wallplate 4G Decorator Thermoset Mid WH"
"2845629","2064V-BOX","CPR-WDK 2064V-BOX Wallplate 4G Decorator Thermoset Mid IV"
"2845628","2064LA-BOX","CPR-WDK 2064LA-BOX Wallplate 4G Decorator Thermoset Mid LA"
"2845627","2064A-BOX","CPR-WDK 2064A-BOX Wallplate 4G Decorator Thermoset Mid AL"
"2845626","2063W-BOX","CPR-WDK 2063W-BOX Wallplate 3G Decorator Thermoset Mid WH"
"2845625","2063V-BOX","CPR-WDK 2063V-BOX Wallplate 3G Decorator Thermoset Mid IV"
"2845624","2063LA-BOX","CPR-WDK 2063LA-BOX Wallplate 3G Decorator Thermoset Mid LA"
"2845623","2063A-BOX","CPR-WDK 2063A-BOX Wallplate 3G Decorator Thermoset Mid AL"
"2845622","2054W-BOX","CPR-WDK 2054W-BOX Wallplate 4G Toggle Thermoset Mid WH"
"2845621","2054V-BOX","CPR-WDK 2054V-BOX Wallplate 4G Toggle Thermoset Mid IV"
"2845620","2054LA","CPR-WDK 2054LA Wallplate 4G Toggle Thermoset Mid LA"
"2845619","2054A","CPR-WDK 2054A Wallplate 4G Toggle Thermoset Mid AL"
"2845618","2053W-BOX","CPR-WDK 2053W-BOX Wallplate 2G Tog/Deco Thermoset Mid WH"
"2845617","2053V-BOX","CPR-WDK 2053V-BOX Wallplate 2G Tog/Deco Thermoset Mid IV"
"2845616","2053LA-SP","CPR-WDK 2053LA-SP Wallplate 2G Tog/Deco Thermoset Mid LA"
"2845615","2053A","CPR-WDK 2053A Wallplate 2G Tog/Deco Thermoset Mid AL"
"2845614","2052W-BOX","CPR-WDK 2052W-BOX Wallplate 2G Decorator Thermoset Mid WH"
"2845613","2052V-BOX","CPR-WDK 2052V-BOX Wallplate 2G Decorator Thermoset Mid IV"
"2845612","2052LA-BOX","CPR-WDK 2052LA-BOX Wallplate 2G Decorator Thermoset Mid LA"
"2845611","2052A-BOX","CPR-WDK 2052A-BOX Wallplate 2G Decorator Thermoset Mid AL"
"2845610","2051W-BOX","CPR-WDK 2051W-BOX Wallplate 1G Decorator Thermoset Mid WH"
"2845609","2051W","CPR-WDK 2051W Wallplate 1G Decorator Thermoset Mid WH"
"2845608","2051V-BOX","CPR-WDK 2051V-BOX Wallplate 1G Decorator Thermoset Mid IV"
"2845607","2051V","CPR-WDK 2051V Wallplate 1G Decorator Thermoset Mid IV"
"2845606","2051LA-BOX","CPR-WDK 2051LA-BOX Wallplate 1G Decorator Thermoset Mid LA"
"2845605","2051B-BOX","CPR-WDK 2051B-BOX Wallplate 1G Decorator Thermoset Mid BR"
"2845604","2051A-BOX","CPR-WDK 2051A-BOX Wallplate 1G Decorator Thermoset Mid AL"
"2845603","2050W-BOX","CPR-WDK 2050W-BOX Wallplate 2G Dup Recp Thermoset Mid WH"
"2845602","2050V-BOX","CPR-WDK 2050V-BOX Wallplate 2G Dup Recp Thermoset Mid IV"
"2845601","2050LA","CPR-WDK 2050LA Wallplate 2G Dup Recp Thermoset Mid LA"
"2845600","2050A","CPR-WDK 2050A Wallplate 2G Dup Recp Thermoset Mid AL"
"2845599","20446N","CPR-WDK 20446N Cover WP Nylon - 30A Powerlock Recp RD"
"2845598","20445N","CPR-WDK 20445N Plug Powerlock 30A 480V 3P4W Nylon RD"
"2845597","20444N","CPR-WDK 20444N Conn Powerlock 30A 480V 3P4W Nylon RD"
"2845596","20443N","CPR-WDK 20443N Recp Powerlock 30A 480V 3P4W BK"
"2845595","2041W-BOX","CPR-WDK 2041W-BOX Wallplate 3G Toggle Thermoset Mid WH"
"2845594","2041V-BOX","CPR-WDK 2041V-BOX Wallplate 3G Toggle Thermoset Mid IV"
"2845593","2041LA","CPR-WDK 2041LA Wallplate 2G Toggle Thermoset Mid LA"
"2845592","2041B-BOX","CPR-WDK 2041B-BOX Wallplate 3G Toggle Thermoset Mid BR"
"2845591","2041A","CPR-WDK 2041A Wallplate 2G Toggle Thermoset Mid AL"
"2845590","20417N","CPR-WDK 20417N Cover Die Cast - 30A Powerlock Recp GY"
"2845589","20416N","CPR-WDK 20416N Cover WP Nylon - 30A Powerlock Recp GY"
"2845588","20416D","CPR-WDK 20416D Cover WP DieCast - 30A Powerlock Recp GY"
"2845587","20415S","CPR-WDK 20415S Plug Pwlk 30A/600VAC 20A/250VDC3P4W Stud"
"2845586","20415N","CPR-WDK 20415N Plug Powerlock 30A/600VAC 20A/250VDC3P4W"
"2845585","20414N","CPR-WDK 20414N Conn Powerlock 30A/600VAC 20A/250VDC3P4W"
"2845584","20403N","CPR-WDK 20403N Recp Powerlock 30A/600VAC 20A/250VDC3P4W"
"2845583","2039W-BOX","CPR-WDK 2039W-BOX Wallplate 2G Toggle Thermoset Mid WH"
"2845582","2039W","CPR-WDK 2039W Wallplate 2G Toggle Thermoset Mid WH"
"2845581","2039V-BOX","CPR-WDK 2039V-BOX Wallplate 2G Toggle Thermoset Mid IV"
"2845580","2039V","CPR-WDK 2039V Wallplate 2G Toggle Thermoset Mid IV"
"2845579","2039LA","CPR-WDK 2039LA Wallplate 2G Toggle Thermoset Mid LA"
"2845578","2039B-BOX","CPR-WDK 2039B-BOX Wallplate 2G Toggle Thermoset Mid BR"
"2845577","2039A","CPR-WDK 2039A Wallplate 2G Toggle Thermoset Mid AL"
"2845576","2038W-BOX","CPR-WDK 2038W-BOX Wallplate 2G Toggle/Duplex Thrmst Mid WH"
"2845575","2038V-BOX","CPR-WDK 2038V-BOX Wallplate 2G Toggle/Duplex Thrmst Mid IV"
"2845574","2038LA-SP","CPR-WDK 2038LA-SP Wallplate 2G Toggle/Duplex Thrmst Mid LA"
"2845573","2038B-BOX","CPR-WDK 2038B-BOX Wallplate 2G Toggle/Duplex Thrmst Mid BR"
"2845572","2038A","CPR-WDK 2038A Wallplate 2G Toggle/Duplex Thrmst Mid AL"
"2845571","2037W-BOX","CPR-WDK 2037W-BOX Wallplate 2G Blank Thrmst Box Mnt Mid WH"
"2845570","2037V-BOX","CPR-WDK 2037V-BOX Wallplate 2G Blank Thrmst Box Mnt Mid IV"
"2845569","2037LA-BOX","CPR-WDK 2037LA-BOX Wallplate 2G Blank Thrmst Box Mnt Mid LA"
"2845568","2037A-BOX","CPR-WDK 2037A-BOX Wallplate 2G Blank Thrmst Box Mnt Mid AL"
"2845567","2034W-BOX","CPR-WDK 2034W-BOX Wallplate 1G Toggle Thermoset Mid WH"
