"id","catalog_number","description"
"2850814","S1961W-SP","CPR-WDK S1961W-SP Cover 1G Sgl Recp Non-Wet Horiz Plas WH"
"2850813","S1961","CPR-WDK S1961 Cover 1G Sgl Recp Non-Wet Horiz Plas GY"
"2850812","S1954","CPR-WDK S1954 Cover 1G Ovr Dup Recp WetLoc Hor Plas GY"
"2850811","S1952W-SP","CPR-WDK S1952W-SP Cover 1G Dup Recp Wet Loc Horiz Plas WH"
"2850810","S1952-SP","CPR-WDK S1952-SP Cover 1G Dup Recp Wet Loc Horiz Plas GY"
"2850809","S1952","CPR-WDK S1952 Cover 1G Dup Recp Wet Loc Horiz Plas GY"
"2850808","S1951W-SP","CPR-WDK S1951W-SP Cover 1G Sgl Recp Wet Loc Horiz Plas WH"
"2850807","S1951","CPR-WDK S1951 Cover 1G Sgl Recp Wet Loc Horiz Plas GY"
"2850804","RKRL-W-BP","CPR-WDK RKRL-W-BP Knob Rotary Dimmer Replacement Lited WH"
"2850803","RKRL-V-BP","CPR-WDK RKRL-V-BP Knob Rotary Dimmer Replacement Lited IV"
"2850802","RKRL-GY-BP","CPR-WDK RKRL-GY-BP Knob Rotary Dimmer Replacement Lited GY"
"2850801","RKRL-BK-BP","CPR-WDK RKRL-BK-BP Knob Rotary Dimmer Replacement Lited BK"
"2850800","RKRL-B-BP","CPR-WDK RKRL-B-BP Knob Rotary Dimmer Replacement Lited BR"
"2850799","RKRL-A-BP","CPR-WDK RKRL-A-BP Knob Rotary Dimmer Replacement Lited AL"
"2850798","RKRD-W-BP","CPR-WDK RKRD-W-BP Knob Rotary Dimmer/Fan Control Repl WH"
"2850797","RKRD-V-BP","CPR-WDK RKRD-V-BP Knob Rotary Dimmer/Fan Control Repl IV"
"2850796","RKRD-LA-BP","CPR-WDK RKRD-LA-BP Knob Rotary Dimmer/Fan Control Repl LA"
"2850795","RKRD-GY-BP","CPR-WDK RKRD-GY-BP Knob Rotary Dimmer/Fan Control Repl GY"
"2850794","RKRD-BK-BP","CPR-WDK RKRD-BK-BP Knob Rotary Dimmer/Fan Control Repl BK"
"2850793","RKRD-B-BP","CPR-WDK RKRD-B-BP Knob Rotary Dimmer/Fan Control Repl BR"
"2850792","RKRD-A-BP","CPR-WDK RKRD-A-BP Knob Rotary Dimmer/Fan Control Repl AL"
"2850791","RKRC-W-BP","CPR-WDK RKRC-W-BP Knob Rotary Combo Fan/Dimmer Repl WH"
"2850790","RKRC-V-BP","CPR-WDK RKRC-V-BP EEob Rotary Combo Fan/Dimmer Repl IV"
"2850789","RKRC-A-BP","CPR-WDK RKRC-A-BP Knob Rotary Combo Fan/Dimmer Repl AL"
"2850788","RI101-W","CPR-WDK RI101-W Dimmer Rotary SP 1000W 120V Non-Pset WH"
"2850787","RI101-V","CPR-WDK RI101-V Dimmer Rotary SP 1000W 120V Non-Pset IV"
"2850786","RI101-LA","CPR-WDK RI101-LA Dimmer Rotary SP 1000W 120V Non-Pset LA"
"2850785","RI101-A","CPR-WDK RI101-A Dimmer Rotary SP 1000W 120V Non-Pset AL"
"2850784","RI06P-W","CPR-WDK RI06P-W Dimmer Rotary SP/3W 600W 120V Pset WH"
"2850783","RI06P-V","CPR-WDK RI06P-V Dimmer Rotary SP/3W 600W 120V Pset IV"
"2850782","RI06PL-W","CPR-WDK RI06PL-W Dimmer Rotary LT SP/3W 600W 120V Pset WH"
"2850781","RI06PL-V","CPR-WDK RI06PL-V Dimmer Rotary LT SP/3W 600W 120V Pset IV"
"2850780","RI06PL-LA","CPR-WDK RI06PL-LA Dimmer Rotary LT SP/3W 600W 120V Pset LA"
"2850779","RI06P-LA","CPR-WDK RI06P-LA Dimmer Rotary SP/3W 600W 120V Pset LA"
"2850778","RI06PL-A","CPR-WDK RI06PL-A Dimmer Rotary LT SP/3W 600W 120V Pset AL"
"2850777","RI06P-A","CPR-WDK RI06P-A Dimmer Rotary SP/3W 600W 120V Pset AL"
"2850776","RI061-W","CPR-WDK RI061-W Dimmer Rotary SP 600W 120V Non-Pset WH"
"2850775","RI061-V","CPR-WDK RI061-V Dimmer Rotary SP 600W 120V Non-Pset IV"
"2850774","RI061-LA","CPR-WDK RI061-LA Dimmer Rotary SP 600W 120V Non-Pset LA"
"2850773","RI061-A","CPR-WDK RI061-A Dimmer Rotary SP 600W 120V Non-Pset AL"
"2850772","RFWDKWS","CPR-WDK RFWDKWS RFWDC Engraved Button Change Kit WS"
"2850771","RFWDKSG","CPR-WDK RFWDKSG RFWDC Engraved Button Change Kit SG"
"2850770","RFWDKDS","CPR-WDK RFWDKDS RFWDC Engraved Button Change Kit DS"
"2850769","RFWDKAW","CPR-WDK RFWDKAW RFWDC Engraved Button Change Kit AW"
"2850768","RFWC5WS","CPR-WDK RFWC5WS Controller 5-Scene Wallmount AspireRF WS"
"2850767","RFWC5SG","CPR-WDK RFWC5SG Controller 5-Scene Wallmount AspireRF SG"
"2850766","RFWC5DW","CPR-WDK RFWC5DW Cntrl 5-Scene Wallmount AspireRF Deco WH"
"2850765","RFWC5DS","CPR-WDK RFWC5DS Controller 5-Scene Wallmount AspireRF DS"
"2850764","RFWC5DLA","CPR-WDK RFWC5DLA Cntrl 5-Scene Wallmount AspireRF Deco LA"
"2850763","RFWC5DBK","CPR-WDK RFWC5DBK Cntrl 5-Scene Wallmount AspireRF Deco BK"
"2850762","RFWC5AW","CPR-WDK RFWC5AW Controller 5-Scene Wallmount AspireRF AW"
"2850761","RFTR9505-TWS","CPR-WDK RFTR9505-TWS Recp AspireRF TR SplitCon 15A125V2P3W WS"
"2850760","RFTR9505-TSG","CPR-WDK RFTR9505-TSG Recp AspireRF TR SplitCon 15A125V2P3W SG"
"2850759","RFTR9505-TDS","CPR-WDK RFTR9505-TDS Recp AspireRF TR SplitCon 15A125V2P3W DS"
"2850758","RFTR9505-TBK","CPR-WDK RFTR9505-TBK Recp AspireRF SplitCont 15A 125V 2P3W BK"
"2850757","RFTR9505-TAW","CPR-WDK RFTR9505-TAW Recp AspireRF TR SplitCon 15A125V2P3W AW"
"2850755","RFS5-W","CPR-WDK RFS5-W Fan Cont Rot Variable 5A 120V W/Trim WH"
"2850754","RFS5-V","CPR-WDK RFS5-V Fan Cont Rot Variable 5A 120V W/Trim IV"
"2850753","RFS5-LA","CPR-WDK RFS5-LA Fan Cont Rot Variable 5A 120V W/Trim LA"
"2850752","RFS5-A","CPR-WDK RFS5-A Fan Cont Rot Variable 5A 120V W/Trim AL"
"2850751","RFS15-W","CPR-WDK RFS15-W Fan Control Rotary 3Spd 1.5A 120V WH"
"2850750","RFS15-V","CPR-WDK RFS15-V Fan Control Rotary 3Spd 1.5A 120V IV"
"2850749","RFS15-LA","CPR-WDK RFS15-LA Fan Control Rotary 3Spd 1.5A 120V LA"
"2850748","RFS15-A","CPR-WDK RFS15-A Fan Control Rotary 3Spd 1.5A 120V AL"
"2850747","RFMK2WS","CPR-WDK RFMK2WS ASPIRE RF MEDIA KIT HH WHITE SATIN"
"2850746","RFMK2SG","CPR-WDK RFMK2SG ASPIRE RF MEDIA KIT HH SILVER GRANITE"
"2850745","RFMK2DS","CPR-WDK RFMK2DS ASPIRE RF MEDIA KIT HH DESERT SAND"
"2850744","RFMK2AW","CPR-WDK RFMK2AW Aspire RF Media Kit HH Alpine White"
"2850743","RFMK1WS","CPR-WDK RFMK1WS RF MEDIA KIT WHITE SATIN"
"2850742","RFMK1SG","CPR-WDK RFMK1SG RFWK1SGRF MEDIA KIT SILVER GRANITE"
"2850741","RFMK1DS","CPR-WDK RFMK1DS RF MEDIA KIT DESERT SAND"
"2850740","RFLDM","CPR-WDK RFLDM RF LAMP DIMMING MODULE 300W"
"2850738","RFHK2WS","CPR-WDK RFHK2WS RF Home Theatre Kit White Satin"
"2850737","RFHK2SG","CPR-WDK RFHK2SG RF Home Theatre Kit Silver Granite"
"2850736","RFHK2DS","CPR-WDK RFHK2DS RF Home Theatre Kit Desert Sand"
"2850735","RFHK2AW","CPR-WDK RFHK2AW RF Home Theatre Kit Alpine White"
"2850734","RFHK1WS","CPR-WDK RFHK1WS RF Home Theatre Kit White Satin"
"2850733","RFHK1SG","CPR-WDK RFHK1SG RF Home Theatre Kit Silver Granite"
"2850732","RFHK1DS","CPR-WDK RFHK1DS RF Home Theatre Kit Desert Sand"
"2850731","RFHK1AW","CPR-WDK RFHK1AW RF Home Theatre Kit Alpine White"
"2850728","RFBGD","CPR-WDK RFBGD Module Plug-In AspireRF Garage Door"
"2850726","RFASLDMDW","CPR-WDK RFASLDMDW AspireRF Add-a-Dimmer w/Plugin Dimmer WH"
"2850725","RFASLDMAW","CPR-WDK RFASLDMAW AspireRF Add-a-Dimmer w/Plugin Dimmer AW"
"2850724","RFASAPMDW","CPR-WDK RFASAPMDW AspireRF Add-a-Switch w/On/Off Plugin WH"
"2850723","RFASAPMAW","CPR-WDK RFASAPMAW AspireRF Add-a-Switch w/On/Off Plugin AW"
"2850722","RFAS40DW","CPR-WDK RFAS40DW AspireRF Add-a-Dimmer w/RF9540-NDeco W"
"2850721","RFAS40AW","CPR-WDK RFAS40AW AspireRF Add-a-Dimmer w/RF9540-N AW"
"2850720","RFAS05DW","CPR-WDK RFAS05DW AspireRF Add-a-Switch w/RFTR9505-T W"
"2850719","RFAS05AW","CPR-WDK RFAS05AW AspireRF Add-a-Switch w/RFTR9505-T AW"
"2850718","RFAS01DW","CPR-WDK RFAS01DW AspireRF Add-a-Switch w/RF9501 Deco W"
"2850717","RFAS01AW","CPR-WDK RFAS01AW AspireRF Add-a-Switch w/RF9501 AW"
"2850715","RF9542-ZWS","CPR-WDK RF9542-ZWS Dim AspireRF AmtAcc for AspireRF Mstr WS"
"2850714","RF9542-ZSG","CPR-WDK RF9542-ZSG Dim AspireRF SmtAcc for AspireRF Mstr SG"
"2850713","RF9542-ZDW","CPR-WDK RF9542-ZDW Dim AspireRF DecoAcc for RF Mstr Neut W"
"2850712","RF9542-ZDS","CPR-WDK RF9542-ZDS Dim AspireRF SmtAcc for AspireRF Mstr DS"
"2850711","RF9542-ZDLA","CPR-WDK RF9542-ZDLA Dim AspireRF DecoAcc for RF Mstr Neut LA"
"2850710","RF9542-ZDBK","CPR-WDK RF9542-ZDBK Dim AspireRF DecoAcc for RF Mstr Neut BK"
"2850709","RF9542-ZAW","CPR-WDK RF9542-ZAW Dim AspireRF SmtAcc for AspireRF Mstr AW"
"2850708","RF9542WS","CPR-WDK RF9542WS Dim AspireRF AmtAcc for AspireRF Mstr WS"
"2850707","RF9542SG","CPR-WDK RF9542SG Dim AspireRF SmtAcc for AspireRF Mstr SG"
"2850706","RF9542DW","CPR-WDK RF9542DW Dim AspireRF Deco Acc for RF Mstr W"
"2850705","RF9542DS","CPR-WDK RF9542DS Dim AspireRF SmtAcc for AspireRF Mstr DS"
"2850704","RF9542DLA","CPR-WDK RF9542DLA Dim AspireRF Deco Acc for RF Mstr LA"
"2850703","RF9542DBK","CPR-WDK RF9542DBK Dim AspireRF Deco Acc for RF Mstr BK"
"2850702","RF9542AW","CPR-WDK RF9542AW Dim AspireRF SmtAcc for AspireRF Mstr AW"
"2850701","RF9540-NWS","CPR-WDK RF9540-NWS Dim AspireRF Mstr600W All Ld ReqNeut WS"
"2850700","RF9540-NSG","CPR-WDK RF9540-NSG Dim AspireRF Mstr600W All Ld ReqNeut SG"
"2850699","RF9540-NDW","CPR-WDK RF9540-NDW Dim AspireRF Deco Mstr All-Load Neut W"
"2850698","RF9540-NDS","CPR-WDK RF9540-NDS Dim AspireRF Mstr600W All Ld ReqNeut DS"
"2850697","RF9540-NDLA","CPR-WDK RF9540-NDLA Dim AspireRF Deco Mstr All-Load Neut LA"
"2850696","RF9540-NDBK","CPR-WDK RF9540-NDBK Dim AspireRF Deco Mstr All-Load Neut BK"
"2850695","RF9540-NAW","CPR-WDK RF9540-NAW Dim AspireRF Mstr600W All Ld ReqNeut AW"
"2850694","RF9537-NWS","CPR-WDK RF9537-NWS Dim AspireRF SmtMstr1000W Elv ReqNeut WS"
"2850693","RF9537-NSG","CPR-WDK RF9537-NSG Dim AspireRF SmtMstr1000W Elv ReqNeut SG"
"2850692","RF9537-NDW","CPR-WDK RF9537-NDW Dim AspireRF Deco Mstr1000W Elv Neut W"
"2850691","RF9537-NDS","CPR-WDK RF9537-NDS Dim AspireRF SmtMstr1000W Elv ReqNeut DG"
"2850690","RF9537-NDLA","CPR-WDK RF9537-NDLA Dim AspireRF Deco Mstr1000W Elv Neut LA"
"2850689","RF9537-NDBK","CPR-WDK RF9537-NDBK Dim AspireRF Deco Mstr1000W Elv Neut BK"
"2850688","RF9537-NAW","CPR-WDK RF9537-NAW Dim AspireRF SmtMstr1000W Elv ReqNeut AW"
"2850687","RF9536WS","CPR-WDK RF9536WS Dim AspireRF SmtMst 1000W120V Inc/Mlv WS"
"2850686","RF9536SG","CPR-WDK RF9536SG Dim AspireRF SmtMst 1000W120V Inc/Mlv SG"
"2850685","RF9536-NWS","CPR-WDK RF9536-NWS Dim AspireRF Mstr1000W IncMlv ReqNeut WS"
"2850684","RF9536-NSG","CPR-WDK RF9536-NSG Dim AspireRF Mstr1000W IncMlv ReqNeut SG"
"2850683","RF9536-NDW","CPR-WDK RF9536-NDW Dim AspireRF DecoMst1000W IncMlv Neut W"
"2850682","RF9536-NDS","CPR-WDK RF9536-NDS Dim AspireRF Mstr1000W IncMlv ReqNeut DS"
"2850681","RF9536-NDLA","CPR-WDK RF9536-NDLA Dim AspireRF DecoMst1000W IncMlv Neut LA"
"2850680","RF9536-NDBK","CPR-WDK RF9536-NDBK Dim AspireRF DecoMst1000W IncMlv Neut BK"
"2850679","RF9536-NAW","CPR-WDK RF9536-NAW Dim AspireRF Mstr1000W IncMlv ReqNeut AW"
"2850678","RF9536DW","CPR-WDK RF9536DW Dim AspireRF Deco SmtMst 1000W IncMlv W"
"2850677","RF9536DS","CPR-WDK RF9536DS Dim AspireRF SmtMst 1000W120V Inc/Mlv DS"
"2850676","RF9536DLA","CPR-WDK RF9536DLA Dim AspireRF Deco SmtMst 1000W IncMlv LA"
"2850675","RF9536DBK","CPR-WDK RF9536DBK Dim AspireRF Deco SmtMst 1000W IncMlv BK"
"2850674","RF9536AW","CPR-WDK RF9536AW Dim AspireRF SmtMst 1000W120V Inc/Mlv AW"
"2850673","RF9535-NWS","CPR-WDK RF9535-NWS Dim AspireRF SmtMstr 600W Elv ReqNeut WS"
"2850672","RF9535-NSG","CPR-WDK RF9535-NSG Dim AspireRF SmtMstr 600W Elv ReqNeut SG"
"2850671","RF9535-NDS","CPR-WDK RF9535-NDS Dim AspireRF SmtMstr 600W Elv ReqNeut DS"
"2850670","RF9535-NAW","CPR-WDK RF9535-NAW Dim AspireRF SmtMstr 600W Elv ReqNeut AW"
"2850669","RF9534WS","CPR-WDK RF9534WS Dim AspireRF SmtMstr 600W120V Inc/Mlv WS"
"2850668","RF9534SG","CPR-WDK RF9534SG Dim AspireRF SmtMstr 600W120V Inc/Mlv SG"
"2850667","RF9534-NWS","CPR-WDK RF9534-NWS Dim AspireRF Mstr600W Inc/Mlv ReqNeut WS"
"2850666","RF9534-NSG","CPR-WDK RF9534-NSG Dim AspireRF Mstr600W Inc/Mlv ReqNeut SG"
"2850665","RF9534-NDS","CPR-WDK RF9534-NDS Dim AspireRF Mstr600W Inc/Mlv ReqNeut DS"
"2850664","RF9534-NAW","CPR-WDK RF9534-NAW Dim AspireRF Mstr600W Inc/Mlv ReqNeut AW"
"2850663","RF9534DW","CPR-WDK RF9534DW Dim AspireRF Deco SmtMstr 600W IncMlv W"
"2850662","RF9534DS","CPR-WDK RF9534DS Dim AspireRF SmtMstr 600W120V Inc/Mlv DS"
"2850661","RF9534DLA","CPR-WDK RF9534DLA Dim AspireRF Deco SmtMstr 600W IncMlv LA"
"2850660","RF9534DBK","CPR-WDK RF9534DBK Dim AspireRF Deco SmtMstr 600W IncMlv BK"
"2850659","RF9534AW","CPR-WDK RF9534AW Dim AspireRF SmtMstr 600W120V Inc/Mlv AW"
"2850658","RF9520WS","CPR-WDK RF9520WS ACCESSORYNON-RF SWITCHWS"
"2850657","RF9520SG","CPR-WDK RF9520SG ACCESSORYNON-RF SWITCHSG"
"2850656","RF9520DW","CPR-WDK RF9520DW ACCESSORYNON-RF DECO SWITCH NO NEUT W"
"2850655","RF9520DS","CPR-WDK RF9520DS ACCESSORYNON-RF SWITCHDS"
"2850654","RF9520DLA","CPR-WDK RF9520DLA ACCESSORYNON-RF DECO SWITCH NO NEUT LA"
"2850653","RF9520DBK","CPR-WDK RF9520DBK ACCESSORYNON-RF DECO SWITCH NO NEUT BK"
"2850652","RF9520AW","CPR-WDK RF9520AW ACCESSORYNON-RF SWITCHAW"
"2850651","RF9518WS","CPR-WDK RF9518WS Switch AspireRF SP 8A 120V No Neutral WS"
"2850650","RF9518SG","CPR-WDK RF9518SG Switch AspireRF SP 8A 120V No Neutral SG"
"2850649","RF9518DW","CPR-WDK RF9518DW SW AspireRF Deco SP 8A 120V No Neut W"
"2850648","RF9518DS","CPR-WDK RF9518DS Switch AspireRF SP 8A 120V No Neutral DS"
"2850647","RF9518DLA","CPR-WDK RF9518DLA SW AspireRF Deco SP 8A 120V No Neut LA"
"2850646","RF9518DBK","CPR-WDK RF9518DBK SW AspireRF Deco SP 8A 120V No Neut BK"
"2850645","RF9518AW","CPR-WDK RF9518AW Switch AspireRF SP 8A 120V No Neutral AW"
"2850644","RF9517WS","CPR-WDK RF9517WS Switch AspireRF Accessory 120V WS"
"2850643","RF9517SG","CPR-WDK RF9517SG Switch AspireRF Accessory 120V SG"
"2850642","RF9517DW","CPR-WDK RF9517DW Switch AspireRF Deco Accessory 120V W"
"2850641","RF9517DS","CPR-WDK RF9517DS Switch AspireRF Accessory 120V DS"
"2850640","RF9517DLA","CPR-WDK RF9517DLA Switch AspireRF Deco Accessory 120V LA"
"2850639","RF9517DBK","CPR-WDK RF9517DBK Switch AspireRF Deco Accessory 120V BK"
"2850638","RF9517AW","CPR-WDK RF9517AW Switch AspireRF Accessory 120V AW"
"2850637","RF9501WS","CPR-WDK RF9501WS Switch AspireRF SP 15A 120V WS"
"2850636","RF9501SG","CPR-WDK RF9501SG Switch AspireRF SP 15A 120V SG"
"2850635","RF9501DW","CPR-WDK RF9501DW Switch AspireRF Deco SP 15A 120V W"
"2850634","RF9501DS","CPR-WDK RF9501DS Switch AspireRF SP 15A 120V DS"
"2850633","RF9501DLA","CPR-WDK RF9501DLA Switch AspireRF Deco SP 15A 120V LA"
"2850632","RF9501DBK","CPR-WDK RF9501DBK Switch AspireRF Deco SP 15A 120V BK"
"2850631","RF9501AW","CPR-WDK RF9501AW Switch AspireRF SP 15A 120V AW"
"2850630","RF9500WS","CPR-WDK RF9500WS Switch/Dim AspireRF Battery Operated WS"
"2850629","RF9500SG","CPR-WDK RF9500SG Switch/Dim AspireRF Battery Operated SG"
"2850628","RF9500DS","CPR-WDK RF9500DS Switch/Dim AspireRF Battery Operated DS"
"2850627","RF9500AW","CPR-WDK RF9500AW Switch/Dim AspireRF Battery Operated AW"
"2850625","RDC25-W","CPR-WDK RDC25-W Comb Dim/FanCntl Rotary Vari 2.5A300W WH"
"2850624","RDC25-V","CPR-WDK RDC25-V Comb Dim/FanCntl Rotary Vari 2.5A300W IV"
"2850623","RDC25-LA","CPR-WDK RDC25-LA Comb Dim/FanCntl Rotary Vari 2.5A300W AL"
"2850622","RDC25-A","CPR-WDK RDC25-A Comb Dim/FanCntl Rotary Vari 2.5A300W AL"
"2850621","RDC15-W","CPR-WDK RDC15-W Comb Dim/FanCntl Rotary 4Spd 1.5A300W WH"
"2850620","RDC15-V","CPR-WDK RDC15-V Comb Dim/FanCntl Rotary 4Spd 1.5A300W IV"
"2850619","RDC15-LA","CPR-WDK RDC15-LA Comb Dim/FanCntl Rotary 4Spd 1.5A300W LA"
"2850618","RDC15-A","CPR-WDK RDC15-A Comb Dim/FanCntl Rotary 4Spd 1.5A300W AL"
"2850617","RB303M","CPR-WDK RB303M RhinoBox 50A125/250V NEMA3R Comb ManRes"
"2850616","RB303A","CPR-WDK RB303A RhinoBox50A125/250V NEMA3R Str-L AutoRes"
"2850615","RB302ME","CPR-WDK RB302ME RhinoBx Econ 50A125/250V NEMA 3R Lkg Man"
"2850614","RB302M","CPR-WDK RB302M RhinoBox 50A 125/250V NEMA 3R Lkg ManRes"
"2850613","RB302AE","CPR-WDK RB302AE RhinoBx Econ 50A125/250V NEMA 3R Lkg Aut"
"2850612","RB302A","CPR-WDK RB302A RhinoBox 50A125/250V NEMA 3R Lkg AutoRes"
"2850611","RB3021M","CPR-WDK RB3021M RhinoBox 50A 125/250V 3R Lkg Spcl ManRes"
"2850610","RB3021A","CPR-WDK RB3021A RhinoBox 50A125/250V 3R Lkg Spcl AutoRes"
"2850609","RB301ME","CPR-WDK RB301ME RhinoBx Econ 50A125/250V NEMA 3R Str Man"
"2850608","RB301M","CPR-WDK RB301M RhinoBox 50A 125/250V NEMA 3R Str ManRes"
"2850607","RB301AE","CPR-WDK RB301AE RhinoBx Econ 50A125/250V NEMA 3R Str Aut"
"2850606","RB301A","CPR-WDK RB301A RhinoBox 50A125/250V NEMA 3R Str AutoRes"
"2850605","RB300ME","CPR-WDK RB300ME RhinoBx Econ 50A125/250V NEMA3R DUPX Man"
"2850604","RB300M","CPR-WDK RB300M RhinoBox 50A125/250V NEMA3R DUPX ManRes"
"2850603","RB300AE","CPR-WDK RB300AE RhinoBx Econ 50A125/250V NEMA3R DUPX Aut"
"2850602","RB300A","CPR-WDK RB300A RhinoBox 50A125/250V NEMA3R DUPX AutoRes"
"2850601","RB3001M","CPR-WDK RB3001M RhinoBox 50A125/250V NEMA3R DPLX ManRes"
"2850600","RB3001A","CPR-WDK RB3001A RhinoBox 50A125/250V NEMA3R DPLX AutoRes"
"2850599","RB203M","CPR-WDK RB203M RhinoBox 50A125/250V NEMA1 Comb ManRes"
"2850598","RB203A","CPR-WDK RB203A RhinoBox50A125/250V NEMA1 Str-L AutoRes"
"2850597","RB202A","CPR-WDK RB202A RhinoBox 50A 125/250V NEMA 1 Lkg AutoRes"
"2850596","RB200A","CPR-WDK RB200A RhinoBox 50A125/250V NEMA1 DUPLX AutoRes"
"2850595","RB2001M","CPR-WDK RB2001M RhinoBox 50A125/250V NEMA1 DUPLX ManRes"
"2850594","RB2001A","CPR-WDK RB2001A RhinoBox 50A125/250V NEMA1 DPLX AutoRes"
"2850593","RAI20-W","CPR-WDK RAI20-W DIMMERARCH ROTN-PRESET2K WATTWHITE"
"2850592","RAI15-W","CPR-WDK RAI15-W DIMMERARCH ROTN-PRESET1.5K WATTWHITE"
"2850591","RAI10-W","CPR-WDK RAI10-W DIMMER ARCH ROTN-PRESET1K WATTWHITE"
"2850590","RAC2-W","CPR-WDK RAC2-W KITCOLOR CHANGE1.5K/2.0K WATT WHITE"
"2850589","RAC2-V","CPR-WDK RAC2-V KITCOLOR CHANGE1.5K/2.0K WATT IVORY"
"2850588","RAC1-W","CPR-WDK RAC1-W KITCOLOR CHANGE1K WATT VERSION WHITE"
"2850587","RAC1-V","CPR-WDK RAC1-V KITCOLOR CHANGE1K WATT VERSION IVORY"
"2850586","PT5MK-W-P","CPR-WDK PT5MK-W-P ACCELL Timer(110152030)ChangeKit5_W"
"2850585","PT5MK-V-P","CPR-WDK PT5MK-V-P ACCELL Timer(110152030)ChangeKit5_V"
"2850584","PT5MK-LA-P","CPR-WDK PT5MK-LA-P ACCELL Timer(110152030)ChangeKit5_LA"
"2850583","PT5MK-GY-P","CPR-WDK PT5MK-GY-P ACCELL Timer(110152030)ChangeKit5_GY"
"2850582","PT5MK-BK-P","CPR-WDK PT5MK-BK-P ACCELL Timer(110152030)ChangeKit5_BK"
"2850581","PT5MK-A-P","CPR-WDK PT5MK-A-P ACCELL Timer(110152030)ChangeKit5_A"
"2850580","PT5HK-W-P","CPR-WDK PT5HK-W-P ACCELL Timer(1530124)ChangeKit5_W"
"2850579","PT5HK-V-P","CPR-WDK PT5HK-V-P ACCELL Timer(1530124)ChangeKit5_V"
"2850578","PT5HK-LA-P","CPR-WDK PT5HK-LA-P ACCELL Timer(1530124)ChangeKit5_LA"
"2850577","PT5HK-GY-P","CPR-WDK PT5HK-GY-P ACCELL Timer(1530124)ChangeKit5_GY"
"2850576","PT5HK-BK-P","CPR-WDK PT5HK-BK-P ACCELL Timer(1530124)ChangeKit5_BK"
"2850575","PT5HK-A-P","CPR-WDK PT5HK-A-P ACCELL Timer(1530124)ChangeKit5_A"
"2850574","PT4MK-W-P","CPR-WDK PT4MK-W-P ACCELL Timer(15101530)ChangeKit4_W"
"2850573","PT4MK-V-P","CPR-WDK PT4MK-V-P ACCELL Timer(15101530)ChangeKit4_V"
"2850572","PT4MK-LA-P","CPR-WDK PT4MK-LA-P ACCELL Timer(15101530)ChangeKit4_LA"
"2850571","PT4MK-GY-P","CPR-WDK PT4MK-GY-P ACCELL Timer(15101530)ChangeKit4_GY"
"2850570","PT4MK-BK-P","CPR-WDK PT4MK-BK-P ACCELL Timer(15101530)ChangeKit4_BK"
"2850569","PT4MK-A-P","CPR-WDK PT4MK-A-P ACCELL Timer(15101530)ChangeKit4_A"
"2850568","PT4HK-W-P","CPR-WDK PT4HK-W-P ACCELL Timer(301248)ChangeKit4_W"
"2850567","PT4HK-V-P","CPR-WDK PT4HK-V-P ACCELL Timer(301248)ChangeKit4_V"
"2850566","PT4HK-LA-P","CPR-WDK PT4HK-LA-P ACCELL Timer(301248)ChangeKit4_LA"
"2850565","PT4HK-GY-P","CPR-WDK PT4HK-GY-P ACCELL Timer(301248)ChangeKit4_GY"
"2850564","PT4HK-BK-P","CPR-WDK PT4HK-BK-P ACCELL Timer(301248)ChangeKit4_BK"
"2850563","PT4HK-A-P","CPR-WDK PT4HK-A-P ACCELL Timer(301248)ChangeKit4_A"
"2850562","PT3MK-W-P","CPR-WDK PT3MK-W-P ACCELL Timer(515304560)ChangeKit3_W"
"2850561","PT3MK-V-P","CPR-WDK PT3MK-V-P ACCELL Timer(515304560)ChangeKit3_V"
"2850560","PT3MK-LA-P","CPR-WDK PT3MK-LA-P ACCELL Timer(515304560)ChangeKit3_LA"
"2850559","PT3MK-GY-P","CPR-WDK PT3MK-GY-P ACCELL Timer(515304560)ChangeKit3_GY"
"2850558","PT3MK-BK-P","CPR-WDK PT3MK-BK-P ACCELL Timer(515304560)ChangeKit3_BK"
"2850557","PT3MK-A-P","CPR-WDK PT3MK-A-P ACCELL Timer(515304560)ChangeKit3_A"
"2850556","PT3HK-W-P","CPR-WDK PT3HK-W-P ACCELL Timer(2481224)ChangeKit3_W"
"2850555","PT3HK-V-P","CPR-WDK PT3HK-V-P ACCELL Timer(2481224)ChangeKit3_V"
"2850554","PT3HK-LA-P","CPR-WDK PT3HK-LA-P ACCELL Timer(2481224)ChangeKit3_LA"
"2850553","PT3HK-GY-P","CPR-WDK PT3HK-GY-P ACCELL Timer(2481224)ChangeKit3_GY"
"2850552","PT3HK-BK-P","CPR-WDK PT3HK-BK-P ACCELL Timer(2481224)ChangeKit3_BK"
"2850551","PT3HK-A-P","CPR-WDK PT3HK-A-P ACCELL Timer(2481224)ChangeKit3_A"
"2850550","PT2MK-W-P","CPR-WDK PT2MK-W-P ACCELL Timer(510203060)ChangeKit2_W"
"2850549","PT2MK-V-P","CPR-WDK PT2MK-V-P ACCELL Timer(510203060)ChangeKit2_V"
"2850548","PT2MK-LA-P","CPR-WDK PT2MK-LA-P ACCELL Timer(510203060)ChangeKit2_LA"
"2850547","PT2MK-GY-P","CPR-WDK PT2MK-GY-P ACCELL Timer(510203060)ChangeKit2_GY"
"2850546","PT2MK-BK-P","CPR-WDK PT2MK-BK-P ACCELL Timer(510203060)ChangeKit2_BK"
