id,catalog_number,description
123635,54342,DODGE 054342 F4B-SCM-107-HT 4-BOLT FLANGE MEDIUM DUTY SETSCREW
123634,126187,Dodge 126187 F4B-SCM-107 BORE DIAMETER: 1-7/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123633,56907,Dodge 056907 F4B-SCM-103-NL BORE DIAMETER: 1-3/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123632,126227,Dodge 126227 F4B-SCM-103 BORE DIAMETER: 1-3/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123631,126226,Dodge 126226 F4B-SCM-100 BORE DIAMETER: 1 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123630,64249,DODGE 064249 P2B-SCMU-100 1^ BORE
123629,126844,DODGE 126844 P2B-SCMAH-307 3 7/16^ BORE
123628,126842,DODGE 126842 P2B-SCMAH-211 2 11/16^ BORE
123627,64122,DODGE 064122 P2B-SCMAH-207-FF 2 7/16^ BORE
123626,126847,DODGE 126847 P2B-SCMAH-200 2^ BORE
123625,126544,Dodge 126544 NSTU-SCM-204-NL BORE DIAMETER: 2-1/4 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123624,135172,Dodge 135172 NSTU-SCM-204 BORE DIAMETER: 2-1/4 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123623,135171,Dodge 135171 NSTU-SCM-200 BORE DIAMETER: 2 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123622,135110,Dodge 135110 NSTU-SCM-115-NL BORE DIAMETER: 1-15/16 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123621,135109,Dodge 135109 NSTU-SCM-115 BORE DIAMETER: 1-15/16 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123620,135107,Dodge 135107 NSTU-SCM-111 BORE DIAMETER: 1-11/16 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123619,62898,Dodge 062898 NSTU-SCM-108-NL BORE DIAMETER: 1-1/2 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123618,126543,Dodge 126543 NSTU-SCM-107-NL BORE DIAMETER: 1-7/16 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123617,135102,Dodge 135102 NSTU-SCM-100 BORE DIAMETER: 1 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123616,126271,DODGE 126271 F4B-SCM-307-FF 4-BOLT FLANGE MEDIUM DUTY
123615,126198,Dodge 126198 F4B-SCM-307 BORE DIAMETER: 3-7/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123614,59696,DODGE 059696 F4B-SCM-300-HT 4-BOLT FLANGE MEDIUM DUTY SETSCREW
123613,126197,Dodge 126197 F4B-SCM-300 BORE DIAMETER: 3 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123612,126538,Dodge 126538 F4B-SCM-215-NL BORE DIAMETER: 2-15/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123611,51599,DODGE 051599 F4B-SCM-215-FF 4-BOLT FLANGE MEDIUM DUTY
123610,126196,Dodge 126196 F4B-SCM-215 BORE DIAMETER: 2-15/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123609,126326,DODGE 126326 F4B-SCM-208-FF 4-BOLT FLANGE MEDIUM DUTY
123608,126195,Dodge 126195 F4B-SCM-208 BORE DIAMETER: 2-1/2 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123607,52002,Dodge 052002 F4B-SCM-207-NL BORE DIAMETER: 2-7/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123606,54917,DODGE 054917 F4B-SCM-207-HT 4-BOLT FLANGE MEDIUM DUTY SETSCREW
123605,126194,Dodge 126194 F4B-SCM-207 BORE DIAMETER: 2-7/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123604,126537,Dodge 126537 F4B-SCM-204-NL BORE DIAMETER: 2-1/4 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123603,67830,DODGE 067830 F4B-SCM-204-HT 4-BOLT FLANGE MEDIUM DUTY SETSCREW
123602,126283,Dodge 126283 F4B-SCM-204 BORE DIAMETER: 2-1/4 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123601,52003,Dodge 052003 F4B-SCM-203-NL BORE DIAMETER: 2-3/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123600,64198,DODGE 064198 F2B-SCMAH-115 1 15/16^ BORE
123599,123758,DODGE 123758 F2B-SCMAH-112 1 3/4^ BORE
123598,123757,DODGE 123757 F2B-SCMAH-111 1 11/16^ BORE
123597,123755,DODGE 123755 F2B-SCMAH-107 1 7/16^ BORE
123596,50146,DODGE 050146 F2B-SCMAH-103 1 3/16^ BORE
123595,50498,DODGE 050498 F2B-SCMAH-100 1^ BORE
123594,58986,DODGE 058986 F2B-SCM-200-FF 2-BOLT FLANGE MEDIUM DUTY
123593,126293,Dodge 126293 F2B-SCM-200 BORE DIAMETER: 2 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123592,126292,Dodge 126292 F2B-SCM-115 BORE DIAMETER: 1-15/16 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123591,126289,Dodge 126289 F2B-SCM-111 BORE DIAMETER: 1-11/16 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123590,126288,Dodge 126288 F2B-SCM-108 BORE DIAMETER: 1-1/2 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123589,56645,DODGE 056645 F2B-SCM-107-FF 2-BOLT FLANGE MEDIUM DUTY
123588,52616,DODGE 052616 F2B-SCM-100-FF 2-BOLT FLANGE MEDIUM DUTY
123587,68621,Dodge 068621 FC-SCM-207-NL BORE DIAMETER: 2-7/16 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123586,124209,Dodge 124209 F4B-SC-108 BORE DIAMETER: 1-1/2 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123585,52540,DODGE 052540 F4B-SC-107-HT 4-BOLT FLANGE STANDARD DUTY SETSCREW
123584,57696,DODGE 057696 F4B-SC-107-FF 4-BOLT FLANGE STANDARD DUTY
123583,124208,Dodge 124208 F4B-SC-107 BORE DIAMETER: 1-7/16 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123582,68185,DODGE 068185 F4B-SC-106-HT 4-BOLT FLANGE STANDARD DUTY SETSCREW
123581,56757,DODGE 056757 F4B-SC-106-FF 4-BOLT FLANGE STANDARD DUTY
123580,51987,Dodge 051987 F4B-SC-104S-NL BORE DIAMETER: 1-1/4 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123579,123173,Dodge 123173 F4B-SC-104S BORE DIAMETER: 1-1/4 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123578,126528,Dodge 126528 F4B-SC-104-NL BORE DIAMETER: 1-1/4 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123577,52508,DODGE 052508 F4B-SC-104-FF 4-BOLT FLANGE STANDARD DUTY
123576,124206,Dodge 124206 F4B-SC-104 BORE DIAMETER: 1-1/4 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123575,59844,DODGE 059844 WSTU-SC-215-HT WIDE SLOT TAKEUP STANDARD DUTY
123574,64704,Dodge 064704 WSTU-SC-211 BORE DIAMETER: 2-11/16 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123573,125364,Dodge 125364 WSTU-SC-204 BORE DIAMETER: 2-1/4 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123572,123183,DODGE 123183 P2B-SCUAH-104S 1 1/4^ BORE
123571,123916,DODGE 123916 P2B-SCUAH-103 1 3/16^ BORE
123570,67742,DODGE 067742 P2B-SCUAH-010 5/8^ BORE1
123569,54264,DODGE 054264 P2B-SCU-215-FF 2 15/16^ BORE
123568,123728,DODGE 123728 P2B-SCU-215 2 15/16^ BORE
123567,57847,DODGE 057847 P2B-SCU-104S-HT 1 1/4^ BORE
123566,123894,DODGE 123894 P2B-SCU-104S 1 1/4^ BORE
123565,50837,DODGE 050837 P2B-SCU-103-NL 1 3/16^ BORE
123564,123878,DODGE 123878 P2B-SCU-102 1 1/8^ BORE
123563,123877,DODGE 123877 P2B-SCU-101 1 1/16^ BORE
123562,123754,DODGE 123754 P2B-SCU-010 5/8^ BORE
123561,125117,Dodge 125117 WSTU-SC-203 BORE DIAMETER: 2-3/16 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123560,62308,DODGE 062308 WSTU-SC-200-HT WIDE SLOT TAKEUP STANDARD DUTY
123559,125363,Dodge 125363 WSTU-SC-200 BORE DIAMETER: 2 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123558,125116,Dodge 125116 WSTU-SC-115 BORE DIAMETER: 1-15/16 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123557,125121,Dodge 125121 WSTU-SC-113 BORE DIAMETER: 1-13/16 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123556,125151,Dodge 125151 WSTU-SC-110L BORE DIAMETER: 1-5/8 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123555,125120,Dodge 125120 WSTU-SC-108 BORE DIAMETER: 1-1/2 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123554,125361,Dodge 125361 WSTU-SC-106 BORE DIAMETER: 1-3/8 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123553,125359,Dodge 125359 WSTU-SC-105 BORE DIAMETER: 1-5/16 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123552,123175,DODGE 123175 WSTU-SC-104S WIDE SLOT TAKEUP STANDARD DUTY
123551,125113,Dodge 125113 WSTU-SC-103 BORE DIAMETER: 1-3/16 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123550,125358,Dodge 125358 WSTU-SC-102 BORE DIAMETER: 1-1/8 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123549,125357,Dodge 125357 WSTU-SC-101 BORE DIAMETER: 1-1/16 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123548,125011,Dodge 125011 WSTU-SC-015 BORE DIAMETER: 15/16 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123547,125344,Dodge 125344 WSTU-SC-010 BORE DIAMETER: 5/8 INCH HOUSING: TAKE UP UNIT WIDE SLOT LOCKING: SET SCREW
123546,49437,DODGE 049437 F2B-SC-207-NL 2-BOLT FLANGE STANDARD DUTY
123545,124373,Dodge 124373 F2B-SC-204 BORE DIAMETER: 2-1/4 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123544,67959,DODGE 067959 F2B-SC-203-NL 2-BOLT FLANGE STANDARD DUTY
123543,124034,Dodge 124034 F2B-SC-203 BORE DIAMETER: 2-3/16 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123542,62309,DODGE 062309 F2B-SC-200-HT 2-BOLT FLANGE STANDARD DUTY SETSCREW
123541,124542,DODGE 124542 F2B-SC-200-FF 2-BOLT FLANGE STANDARD DUTY
123540,68659,Dodge 068659 NSTU-SC-200-NL BORE DIAMETER: 2 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123539,123965,DODGE 123965 P2B-SCBAH-203 2 3/16^ BORE
123538,123938,DODGE 123938 P2B-SCBAH-115 1 15/16^ BORE
123537,123964,DODGE 123964 P2B-SCBAH-111 1 11/16^ BORE
123536,64113,DODGE 064113 P2B-SCBAH-108-FF 1 1/2^ BORE
123535,123904,DODGE 123904 P2B-SCAH-012 3/4^ BORE
123534,123790,DODGE 123790 P2B-SCAH-010L 5/8^ BORE
123533,123725,DODGE 123725 P2B-SCAH-008 1/2^ BORE
123532,123636,Dodge 123636 P2B-SC-215-NL BORE DIAMETER: 2-15/16 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123531,56588,DODGE 056588 P2B-SC-215-HT PILLOW BLOCK STANDARD DUTY SETSCREW
123530,64112,DODGE 064112 P2B-SCAH-106-FF 1 5/8^ BORE
123529,50792,DODGE 050792 P2B-SCAH-106 1 5/8^ BORE
123528,123907,DODGE 123907 P2B-SCAH-104 1 1/4^ BORE
123527,123903,DODGE 123903 P2B-SCAH-015 15/16^ BORE
123526,57798,DODGE 057798 P2B-SCAH-012-HT 3/4^ BORE
123525,64110,DODGE 064110 P2B-SCAH-012-FF 3/4^ BORE
123524,123170,DODGE 123170 P2B-SC-104S PILLOW BLOCK STANDARD DUTY SETSCREW
123523,123933,Dodge 123933 P2B-SC-104-NL BORE DIAMETER: 1-1/4 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123522,58262,DODGE 058262 P2B-SC-104-HT PILLOW BLOCK STANDARD DUTY SETSCREW
123521,123097,DODGE 123097 P2B-SC-104-FF PILLOW BLOCK STANDARD DUTY
123520,123828,Dodge 123828 P2B-SC-103-NL BORE DIAMETER: 1-3/16 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123519,53169,DODGE 053169 P2B-SC-103-HT PILLOW BLOCK STANDARD DUTY SETSCREW
123518,126505,Dodge 126505 P2B-SC-102-NL BORE DIAMETER: 1-1/8 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123517,125383,DODGE 125383 P2B-SC-102-FF PILLOW BLOCK STANDARD DUTY
123516,123808,Dodge 123808 P2B-SC-102 BORE DIAMETER: 1-1/8 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123515,123807,Dodge 123807 P2B-SC-101 BORE DIAMETER: 1-1/16 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123514,123817,Dodge 123817 P2B-SC-112 BORE DIAMETER: 1-3/4 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123513,123784,Dodge 123784 P2B-SC-111-NL BORE DIAMETER: 1-11/16 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123512,53563,DODGE 053563 P2B-SC-111-HT PILLOW BLOCK STANDARD DUTY SETSCREW
123511,125169,Dodge 125169 P2B-SC-110L BORE DIAMETER: 1-5/8 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123510,126510,Dodge 126510 P2B-SC-110-NL BORE DIAMETER: 1-5/8 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123509,123815,Dodge 123815 P2B-SC-110 BORE DIAMETER: 1-5/8 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123508,123829,Dodge 123829 P2B-SC-108-NL BORE DIAMETER: 1-1/2 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123507,125172,DODGE 125172 P2B-SC-108-FF PILLOW BLOCK STANDARD DUTY
123506,125365,Dodge 125365 NSTU-SC-014 BORE DIAMETER: 7/8 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123505,125328,Dodge 125328 NSTU-SC-008 BORE DIAMETER: 1/2 INCH HOUSING: TAKE UP UNIT NARROW SLOT LOCKING: SET SCREW
123504,123751,DODGE 123751 F4B-SCAH-215 2 15/16^ BORE
123503,124395,DODGE 124395 F4B-SCAH-211 2 11/16^ BORE
123502,123749,DODGE 123749 F4B-SCAH-203 2 3/16^ BORE
123501,64853,DODGE 064853 F4B-SCAH-200 2^ BORE
123500,123747,DODGE 123747 F4B-SCAH-112 1 3/4^ BORE
123499,123745,DODGE 123745 F4B-SCAH-108 1 1/2^ BORE
123498,123743,DODGE 123743 F4B-SCAH-104 1 1/4^ BORE
123497,64335,DODGE 064335 F4B-SCAH-102 1 1/8^ BORE
123496,123741,DODGE 123741 F4B-SCAH-100 1^ BORE
123495,124170,Dodge 124170 F2B-SC-012 BORE DIAMETER: 3/4 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123494,57474,DODGE 057474 F2B-SC-010L-HT 2-BOLT FLANGE STANDARD DUTY SETSCREW
123493,124167,DODGE 124167 F2B-SC-010L 2-BOLT FLANGE STANDARD DUTY
123492,124256,DODGE 124256 F2B-SC-010-NL 2-BOLT FLANGE STANDARD DUTY
123491,124199,Dodge 124199 F2B-SC-010 BORE DIAMETER: 5/8 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123490,52220,DODGE 052220 F2B-SC-008L-NL 2-BOLT FLANGE STANDARD DUTY
123489,54843,DODGE 054843 F2B-SC-008L-HT 2-BOLT FLANGE STANDARD DUTY SETSCREW
123488,124166,DODGE 124166 F2B-SC-008L 2-BOLT FLANGE STANDARD DUTY
123487,57361,Dodge 057361 SCHB-SC-308 BORE DIAMETER: 3-1/2 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123486,53320,Dodge 053320 SCHB-SC-307 BORE DIAMETER: 3-7/16 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123485,124293,Dodge 124293 SCHB-SC-300 BORE DIAMETER: 3 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123484,124292,Dodge 124292 SCHB-SC-207 BORE DIAMETER: 2-7/16 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123483,124419,Dodge 124419 SCHB-SC-204 BORE DIAMETER: 2-1/4 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123482,124409,Dodge 124409 SCHB-SC-203 BORE DIAMETER: 2-3/16 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123481,124408,Dodge 124408 SCHB-SC-111 BORE DIAMETER: 1-11/16 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123480,124404,Dodge 124404 SCHB-SC-110 BORE DIAMETER: 1-5/8 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123479,58630,Dodge 058630 SCHB-SC-106 BORE DIAMETER: 1-3/8 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123478,124996,Dodge 124996 SCHB-SC-104 BORE DIAMETER: 1-1/4 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123477,57220,Dodge 057220 SCHB-SC-103 BORE DIAMETER: 1-3/16 INCH HOUSING: SCREW CONVEYOR HANGER LOCKING: SET SCREW
123476,124393,DODGE 124393 HNG-SC-200  2 INCH BORE
123475,124245,DODGE 124245 HNG-SC-115  1-15/16 INCH BORE
123474,124242,DODGE 124242 HNG-SC-107  1-7/16 INCH BORE
123473,123176,DODGE 123176 HNG-SC-104S
123472,124422,DODGE 124422 HNG-SC-104  1-1/4 INCH BORE
123471,124420,DODGE 124420 HNG-SC-101  1-1/16 INCH BORE
123470,58386,DODGE 058386 FC-SC-211-FF
123469,124729,Dodge 124729 FC-SC-211 BORE DIAMETER: 2-11/16 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123468,124232,Dodge 124232 FC-SC-204 BORE DIAMETER: 2-1/4 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123467,124231,Dodge 124231 FC-SC-203 BORE DIAMETER: 2-3/16 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123466,124230,Dodge 124230 FC-SC-200 BORE DIAMETER: 2 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123465,124229,Dodge 124229 FC-SC-115 BORE DIAMETER: 1-15/16 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123464,124226,Dodge 124226 FC-SC-110 BORE DIAMETER: 1-5/8 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123463,124521,DODGE 124521 FC-SC-108-FF
123462,124225,Dodge 124225 FC-SC-108 BORE DIAMETER: 1-1/2 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123461,124235,Dodge 124235 FC-SC-106 BORE DIAMETER: 1-3/8 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123460,124237,Dodge 124237 FC-SC-105 BORE DIAMETER: 1-5/16 INCH HOUSING: PILOTED FLANGE LOCKING: SET SCREW
123459,124587,DODGE 124587 FC-SC-104S
123458,58263,DODGE 058263 F4B-SC-012-HT 4-BOLT FLANGE STANDARD DUTY SETSCREW
123457,124100,Dodge 124100 F4B-SC-012 BORE DIAMETER: 3/4 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123456,67710,DODGE 067710 F4B-SC-010L-HT 4-BOLT FLANGE STANDARD DUTY SETSCREW
123455,67642,Dodge 067642 F4B-SC-010-NL BORE DIAMETER: 5/8 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123454,124049,Dodge 124049 F4B-SC-010 BORE DIAMETER: 5/8 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123453,124048,Dodge 124048 F4B-SC-008 BORE DIAMETER: 1/2 INCH HOUSING: 4-BOLT FLANGE LOCKING: SET SCREW
123452,124268,Dodge 124268 F2B-SC-108 BORE DIAMETER: 1-1/2 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123451,124456,DODGE 124456 F2B-SC-107-FF 2-BOLT FLANGE STANDARD DUTY
123450,124278,Dodge 124278 F2B-SC-107 BORE DIAMETER: 1-7/16 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123449,126519,DODGE 126519 F2B-SC-106-NL 2-BOLT FLANGE STANDARD DUTY
123448,65765,DODGE 065765 F2B-SC-105-HT 2-BOLT FLANGE STANDARD DUTY SETSCREW
123447,124411,Dodge 124411 F2B-SC-105 BORE DIAMETER: 1-5/16 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123446,64656,DODGE 064656 F2B-SC-104S-NL 2-BOLT FLANGE STANDARD DUTY
123445,51968,DODGE 051968 F2B-SC-104S-FF 2-BOLT FLANGE STANDARD DUTY
123444,126518,DODGE 126518 F2B-SC-104-NL 2-BOLT FLANGE STANDARD DUTY
123443,52664,DODGE 052664 F2B-SC-104-FF 2-BOLT FLANGE STANDARD DUTY
123442,124276,Dodge 124276 F2B-SC-104 BORE DIAMETER: 1-1/4 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123441,124614,DODGE 124614 F2B-SC-103-NL 2-BOLT FLANGE STANDARD DUTY
123440,124275,Dodge 124275 F2B-SC-103 BORE DIAMETER: 1-3/16 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123439,65766,DODGE 065766 F2B-SC-102-NL 2-BOLT FLANGE STANDARD DUTY
123438,62877,DODGE 062877 F2B-SC-102-HT 2-BOLT FLANGE STANDARD DUTY SETSCREW
123437,124410,Dodge 124410 F2B-SC-101 BORE DIAMETER: 1-1/16 INCH HOUSING: 2-BOLT FLANGE LOCKING: SET SCREW
123436,68606,DODGE 068606 F4B-SC-215-FF 4-BOLT FLANGE STANDARD DUTY
123435,68603,Dodge 068603 P2B-SC-211-NL BORE DIAMETER: 2-11/16 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123434,123962,DODGE 123962 P2B-SCBAH-104S 1 1/4^ BORE
123433,123963,DODGE 123963 P2B-SCBAH-104 1 1/4^ BORE
123432,123961,DODGE 123961 P2B-SCBAH-103 1 3/16^ BORE
123431,68307,DODGE 068307 P2B-SCBAH-010L 5/8^ BORE
123430,58623,Dodge 058623 P2B-SCB-215-NL BORE DIAMETER: 2-15/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123429,123727,Dodge 123727 P2B-SCB-215 BORE DIAMETER: 2-15/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123428,50832,Dodge 050832 P2B-SCB-207-NL BORE DIAMETER: 2-7/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123427,123875,Dodge 123875 P2B-SCB-207 BORE DIAMETER: 2-7/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123426,123873,Dodge 123873 P2B-SCB-200 BORE DIAMETER: 2 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123425,50871,Dodge 050871 P2B-SCB-115-NL BORE DIAMETER: 1-15/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123424,52532,DODGE 052532 P2B-SCB-115-HT 1 15/16^ BORE
123423,123871,Dodge 123871 P2B-SCB-112 BORE DIAMETER: 1-3/4 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123422,58619,DODGE 058619 P2B-SCB-111-HT 1 11/16^ BORE
123421,123870,Dodge 123870 P2B-SCB-111 BORE DIAMETER: 1-11/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123420,58622,Dodge 058622 P2B-SCB-108-NL BORE DIAMETER: 1-1/2 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123419,123869,Dodge 123869 P2B-SCB-108 BORE DIAMETER: 1-1/2 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123418,52531,DODGE 052531 P2B-SCB-107-HT 1 7/16^ BORE
123417,123867,Dodge 123867 P2B-SCB-106 BORE DIAMETER: 1-3/8 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123416,123857,Dodge 123857 P2B-SCB-105 BORE DIAMETER: 1-5/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123415,123866,Dodge 123866 P2B-SCB-104 BORE DIAMETER: 1-1/4 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123414,123864,Dodge 123864 P2B-SCB-102 BORE DIAMETER: 1-1/8 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123413,123856,Dodge 123856 P2B-SCB-101 BORE DIAMETER: 1-1/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123412,123863,Dodge 123863 P2B-SCB-100 BORE DIAMETER: 1 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123411,123862,Dodge 123862 P2B-SCB-015 BORE DIAMETER: 15/16 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123410,123823,Dodge 123823 P2B-SC-215 BORE DIAMETER: 2-15/16 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123409,123839,Dodge 123839 P2B-SC-211 BORE DIAMETER: 2-11/16 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123408,126513,Dodge 126513 P2B-SC-204-NL BORE DIAMETER: 2-1/4 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123407,57335,DODGE 057335 P2B-SC-204-FF PILLOW BLOCK STANDARD DUTY
123406,123821,Dodge 123821 P2B-SC-204 BORE DIAMETER: 2-1/4 INCH HOUSING: PILLOW BLOCK LOCKING: SET SCREW
123405,53955,DODGE 053955 P2B-SC-203-HT PILLOW BLOCK STANDARD DUTY SETSCREW
123404,56759,DODGE 056759 P2B-SC-203-FF PILLOW BLOCK STANDARD DUTY
123403,123861,Dodge 123861 P2B-SCB-014 BORE DIAMETER: 7/8 INCH HOUSING: PILLOW BLOCK LOW BACKING LOCKING: SET SCREW
123402,123855,DODGE 123855 P2B-SCB-010L 5/8^ BORE
