id,catalog_number,sprocket_diameters
396555,60B54F-2G,Outside Diameter:13.330 in|Pitch Diameter:12.889 in|Caliper Diameter:12.430 in
396625,40B21FL,Outside Diameter:3.620 in|Pitch Diameter:3.355 in|Caliper Diameter:3.033 in
394896,50B17F-1H,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
394892,50B17FL,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
394908,60B38F-1F,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
394945,50B12F-1D,Outside Diameter:2.710 in|Pitch Sprocket Diameter:2.415 in|Caliper Diameter:2.015 in
394953,41B24FJ,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.525 in
394916,60B40F-2G,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
394941,50B48F-1B,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
394975,50B22FL,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in
394957,41B11FH,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.451 in
394924,40B25FP,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in
394995,60B48F-1G,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
394983,2082B10,Outside Diameter:7.360 in|Pitch Diameter:6.472 in|Caliper Diameter:5.347 in
395008,160A23,Outside Diameter:15.750 in|Pitch Diameter:14.688 in|Caliper Diameter:13.529 in
394979,50B23F-1B,Outside Diameter:4.920 in|Pitch Sprocket Diameter:4.590 in|Caliper Diameter:4.179 in
394987,50B25F-1H,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in
395012,50B19F-1F,Outside Diameter:4.120 in|Pitch Sprocket Diameter:3.798 in|Caliper Diameter:3.384 in
395024,50B18F-1C,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in
395041,50B22F-1B,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in
395033,60B32F-1R,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in
395004,50B25F-1C,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in
395020,240B12,Outside Diameter:13.000 in|Pitch Diameter:11.591 in|Caliper Diameter:9.716 in
395049,80B11F-1G,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in
395037,50B21FL,Outside Diameter:4.520 in|Pitch Sprocket Diameter:4.194 in|Caliper Diameter:3.782 in
395045,200A40,Outside Diameter:33.270 in|Pitch Diameter:31.865 in|Caliper Diameter:30.303 in
395071,40B36FJ,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in
395028,60B28F-1H,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in
395079,80B12F-1B,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
395091,60B25F-1F,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in
395058,200B12,Outside Diameter:10.830 in|Pitch Diameter:9.660 in|Caliper Diameter:8.098 in
395100,40B38F-1G,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in
395083,40B32F-1D,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in
395095,60B38F-2C,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
395067,40B36FP,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in
396718,50B21F-1G,Outside Diameter:4.520 in|Pitch Sprocket Diameter:4.194 in|Caliper Diameter:3.782 in
396723,2080A18,Outside Diameter:6.270 in|Pitch Diameter:5.848 in|Caliper Diameter:5.223 in
396816,40B38FL,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in
396837,100C54,Outside Diameter:22.210 in|Pitch Diameter:21.498 in|Caliper Diameter:20.748 in
396846,60B22F-1F,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
396727,2040B24,Outside Diameter:4.100 in|Pitch Diameter:3.864 in|Caliper Diameter:3.552 in
396903,35B25F-1,Outside Diameter:3.190 in|Pitch Diameter:2.992 in|Caliper Diameter:2.786 in
396911,2060B16,Outside Diameter:4.220 in|Pitch Diameter:3.920 in|Caliper Diameter:3.451 in
396891,200A19,Outside Diameter:16.480 in|Pitch Diameter:15.190 in|Caliper Diameter:13.576 in
396928,2060B20,Outside Diameter:5.190 in|Pitch Diameter:4.854 in|Caliper Diameter:4.385 in
395112,40B30FP,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in
395132,50B18FJ,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in
395116,40B30FJ,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in
395149,40B32FL,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in
395141,40B34FP,Outside Diameter:5.700 in|Pitch Diameter:5.419 in|Caliper Diameter:5.107 in
395128,40B21FJ,Outside Diameter:3.620 in|Pitch Diameter:3.355 in|Caliper Diameter:3.033 in
395174,40B54F-1C,Outside Diameter:8.880 in|Pitch Diameter:8.599 in|Caliper Diameter:8.286 in
395166,40B60F-1C,Outside Diameter:9.840 in|Pitch Diameter:9.554 in|Caliper Diameter:9.241 in
395201,50B17F-1F,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
395206,40B36F-1D,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in
395241,50B29F-1F,Outside Diameter:6.120 in|Pitch Sprocket Diameter:5.781 in|Caliper Diameter:5.371 in
395246,40B28F-1G,Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.153 in
395178,2052A12,Outside Diameter:5.420 in|Pitch Diameter:4.830 in|Caliper DIameter:4.080 in
395223,40B40F-1G,Outside Diameter:6.650 in|Pitch Diameter:6.373 in|Caliper Diameter:6.061 in
395237,240A10,Outside Diameter:11.030 in|Pitch Diameter:9.708 in|Caliper Diameter:7.833 in
395254,40B45FP,Outside Diameter:7.450 in|Pitch Diameter:7.168 in|Caliper Diameter:6.851 in
395153,40B32F-1H,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in
395193,41B14F-1,Outside Diameter:2.490 in|Pitch Diameter:2.247 in|Caliper Diameter:1.941 in
395270,100A72,Outside Diameter:29.380 in|Pitch Diameter:28.657 in|Caliper Diameter:27.908 in
395197,50B50F-1L,Outside Diameter:10.310 in|Pitch Sprocket Diameter:9.954 in|Caliper Diameter:9.554 in
395162,40B60F-1G,Outside Diameter:9.840 in|Pitch Diameter:9.554 in|Caliper Diameter:9.241 in
395274,35B54F-1C,Outside Diameter:6.660 in|Pitch Diameter:6.449 in|Caliper Diameter:6.249 in
395282,40B50F-1C,Outside Diameter:8.250 in|Pitch Diameter:7.963 in|Caliper Diameter:7.650 in
395294,60B24F-1D,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
395231,40B42F-1D,Outside Diameter:6.970 in|Pitch Diameter:6.691 in|Caliper Diameter:6.379 in
395336,180B22,Outside Diameter:17.000 in|Pitch Diameter:15.810 in|Caliper Diameter:14.404 in
395360,2042A25,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
395258,40B28F-1H,Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.153 in
395385,200A60,Outside Diameter:49.200 in|Pitch Diameter:47.767 in|Caliper Diameter:46.205 in
395405,2050B28,No. Teeth:28 |Outside Diameter:5.920 in|Pitch Diameter:5.617 in|Caliper Diameter:5.217 in
395417,2062A24,Outside Diameter:12.290 in|Pitch Diameter:11.492 in|Caliper Diameter:10.617 in
395425,40B38FJ,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in
395487,160A26,Outside Diameter:17.670 in|Pitch Diameter:16.592 in|Caliper Diameter:15.467 in
395475,160A70,Outside Diameter:45.730 in|Pitch Diameter:44.578 in|Caliper Diameter:43.453 in
395503,180A19,Outside Diameter:14.830 in|Pitch Diameter:13.670 in|Caliper Diameter:12.217 in
395516,35B22FH,Outside Diameter:2.830 in|Pitch Diameter:2.635 in|Caliper Diameter:2.435 in
395491,160A25,Outside Diameter:17.030 in|Pitch Diameter:15.958 in|Caliper Diameter:14.801 in
395499,180A20,Outside Diameter:15.560 in|Pitch Diameter:14.383 in|Caliper Diameter:12.977 in
395507,50B24F-1D,Outside Diameter:5.120 in|Pitch Sprocket Diameter:4.788 in|Caliper Diameter:4.388 in
395471,160A30,Outside Diameter:20.230 in|Pitch Diameter:19.134 in|Caliper Diameter:18.009 in
395520,140A21,Outside Diameter:12.660 in|Pitch Diameter:11.743 in|Caliper Diameter:10.709 in
395524,2062B22,Outside Diameter:11.330 in|Pitch Diameter:10.540 in|Caliper Diameter:9.665 in
395528,140A22,Outside Diameter:13.220 in|Pitch Diameter:12.297 in|Caliper Diameter:11.297 in
395548,160A13,Outside Diameter:9.310 in|Pitch Diameter:8.358 in|Caliper Diameter:7.171 in
395568,140A70,Outside Diameter:40.020 in|Pitch Diameter:39.006 in|Caliper Diameter:38.006 in
395540,140A13,Outside Diameter:8.150 in|Pitch Diameter:7.313 in|Caliper Diameter:6.259 in
395572,100A15,Outside Diameter:6.630 in|Pitch Diameter:6.013 in|Caliper Diameter:5.229 in
395556,140A26,Outside Diameter:15.460 in|Pitch Diameter:14.518 in|Caliper Diameter:13.518 in
395581,240A30,Outside Diameter:30.340 in|Pitch Diameter:28.700 in|Caliper Diameter:26.825 in
395585,100A22,Outside Diameter:9.440 in|Pitch Diameter:8.784 in|Caliper Diameter:8.034 in
395589,100A20,Outside Diameter:8.640 in|Pitch Diameter:7.990 in|Caliper Diameter:7.240 in
395552,2060B30,Outside Diameter:7.590 in|Pitch Diameter:7.215 in|Caliper Diameter:6.746 in
395593,240A13,Outside Diameter:13.970 in|Pitch Diameter:12.536 in|Caliper Diameter:10.569 in
397034,160B25,Outside Diameter:17.030 in|Pitch Diameter:15.958 in|Caliper Diameter:14.801 in
397095,60B22F-1G,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
397091,100B48,Outside Diameter:19.820 in|Pitch Diameter:19.113 in|Caliper Diameter:18.363 in
397111,60B20F-1G,Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in
397115,50B29F-1C,Outside Diameter:6.120 in|Pitch Sprocket Diameter:5.781 in|Caliper Diameter:5.371 in
397107,200C30,Outside Diameter:25.290 in|Pitch Diameter:23.917 in|Caliper Diameter:22.355 in
397123,60B25F-1L,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in
397103,80B30F-2C,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
397127,60B25F-1B,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in
397119,60B21F-1G,Outside Diameter:5.430 in|Pitch Diameter:5.033 in|Caliper Diameter:4.549 in
397144,60B24F-1C,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
397131,60B26F-1G,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
397148,80B60F-1C,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
397160,2052A22,Outside Diameter:9.440 in|Pitch Diameter:8.783 in|Caliper DIameter:8.033 in
397164,60B16F-1L,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
397168,60B15F-1H,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397200,160B17,Outside Diameter:11.900 in|Pitch Diameter:10.844 in|Caliper Diameter:9.713 in
397180,60B15FL,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397229,60B36F-1F,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
397237,60B33F-1F,Outside Diameter:8.300 in|Pitch Diameter:7.890 in|Caliper Diameter:7.412 in
397250,60B40F-1G,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
397208,60B18F-1R,Outside Diameter:4.700 in|Pitch Diameter:4.319 in|Caliper Diameter:3.850 in
397176,60B16F-1C,Outside Diameter:4.220 in|Pitch Diameter:3.845 in|Caliper Diameter:3.375 in
397263,60B38F-1H,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
397172,60B22F-1L,Outside Diameter:5.670 in|Pitch Diameter:5.270 in|Caliper Diameter:4.801 in
397196,60B19F-1L,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397246,60B40F-1R,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
397258,41B19F-1,Outside Diameter:3.300 in|Pitch Diameter:3.038 in|Caliper Diameter:2.722 in
397297,60B26F-1J,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
397233,60B15F-1L,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397268,60B38F-1C,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
397241,60B35F-1G,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
397293,60B27F-1B,Outside Diameter:6.870 in|Pitch Diameter:6.461 in|Caliper Diameter:5.980 in
397320,60B32F-1H,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in
397311,60B31F-1G,Outside Diameter:7.830 in|Pitch Diameter:7.413 in|Caliper Diameter:6.935 in
397277,60B48F-1H,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
397306,60B27F-1J,Outside Diameter:6.870 in|Pitch Diameter:6.461 in|Caliper Diameter:5.980 in
397337,60B30F-1J,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
397332,60B26F-1F,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
397324,40B45F-1H,Outside Diameter:7.450 in|Pitch Diameter:7.168 in|Caliper Diameter:6.851 in
397341,50B34FL,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
397285,60B29F-1L,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
397328,60B30F-1B,Outside Diameter:7.590 in|Pitch Diameter:7.175 in|Caliper Diameter:6.706 in
397345,50B34F-1G,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
397289,60B29F-1F,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
397349,50B35F-1R,Outside Diameter:7.320 in|Pitch Sprocket Diameter:6.973 in|Caliper Diameter:6.565 in
397372,80B18F-1D,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
397362,50B33F-1D,Outside Diameter:6.920 in|Pitch Sprocket Diameter:6.575 in|Caliper Diameter:6.168 in
397377,50B18F-1G,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in
397410,50B28F-1C,Outside Diameter:5.920 in|Pitch Sprocket Diameter:5.582 in|Caliper Diameter:5.182 in
397396,140B28,Outside Diameter:16.580 in|Pitch Diameter:15.629 in|Caliper Diameter:14.629 in
395642,180A54,Outside Diameter:39.980 in|Pitch Diameter:38.696 in|Caliper Diameter:37.290 in
395650,60B45F-1D,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
395625,200A10,Outside Diameter:9.200 in|Pitch Diameter:8.090 in|Caliper Diameter:6.528 in
397406,50B28F-1B,Outside Diameter:5.920 in|Pitch Sprocket Diameter:5.582 in|Caliper Diameter:5.182 in
395667,200A25,Outside Diameter:21.290 in|Pitch Diameter:19.947 in|Caliper Diameter:18.346 in
397368,50B33F-1R,Outside Diameter:6.920 in|Pitch Sprocket Diameter:6.575 in|Caliper Diameter:6.168 in
395638,180A24,Outside Diameter:18.440 in|Pitch Diameter:17.238 in|Caliper Diameter:15.832 in
397391,50B35FP,Outside Diameter:7.320 in|Pitch Sprocket Diameter:6.973 in|Caliper Diameter:6.565 in
395662,200A22,Outside Diameter:18.890 in|Pitch Diameter:17.567 in|Caliper Diameter:16.005 in
395725,100C90,Outside Diameter:36.550 in|Pitch Diameter:35.817 in|Caliper Diameter:35.068 in
395684,50B15F-1F,Outside Diameter:3.320 in|Pitch Sprocket Diameter:3.006 in|Caliper Diameter:2.590 in
395654,200A54,Outside Diameter:44.420 in|Pitch Diameter:42.995 in|Caliper Diameter:41.433 in
395738,100B42,Outside Diameter:17.430 in|Pitch Diameter:16.728 in|Caliper Diameter:15.978 in
397402,240A45,Outside Diameter:44.700 in|Pitch Diameter:43.007 in|Caliper Diameter:41.106 in
395709,40B18FP,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in
395742,2050B15,No. Teeth:15 |Outside Diameter:3.310 in|Pitch Diameter:3.073 in|Caliper Diameter:2.656 in
395794,200B20,Outside Diameter:17.290 in|Pitch Diameter:15.982 in|Caliper Diameter:14.420 in
395786,240B13,Outside Diameter:13.970 in|Pitch Diameter:12.536 in|Caliper Diameter:10.569 in
395814,240B15,Outside Diameter:15.910 in|Pitch Diameter:14.429 in|Caliper Diameter:12.475 in
395828,180B13,Outside Diameter:10.480 in|Pitch Diameter:9.402 in|Caliper Diameter:7.927 in
395851,35B23FH,Outside Diameter:2.950 in|Pitch Diameter:2.754 in|Caliper Diameter:2.548 in
395863,200B16,Outside Diameter:14.070 in|Pitch Diameter:12.815 in|Caliper Diameter:11.253 in
395867,60B42F-1J,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
395876,180B28,Outside Diameter:21.320 in|Pitch Diameter:20.096 in|Caliper Diameter:18.690 in
395688,140B14,Outside Diameter:8.720 in|Pitch Diameter:7.865 in|Caliper Diameter:6.865 in
395843,160B26,Outside Diameter:17.670 in|Pitch Diameter:16.592 in|Caliper Diameter:15.467 in
395798,2082B18,Outside Diameter:12.540 in|Pitch Diameter:11.518 in|Caliper Diameter:10.393 in
395855,50B55F-1F,Outside Diameter:11.310 in|Pitch Sprocket Diameter:10.948 in|Caliper Diameter:10.543 in
397418,180B11,Outside Diameter:9.010 in|Pitch Diameter:7.986 in|Caliper Diameter:6.499 in
397461,50B30F-1H,Outside Diameter:6.320 in|Pitch Sprocket Diameter:5.979 in|Caliper Diameter:5.579 in
397453,50B29FP,Outside Diameter:6.120 in|Pitch Sprocket Diameter:5.781 in|Caliper Diameter:5.371 in
397426,35B30F-1D,Outside Diameter:3.790 in|Pitch Diameter:3.588 in|Caliper Diameter:3.388 in
397478,60B11FL,Outside Diameter:3.000 in|Pitch Diameter:2.663 in|Caliper Diameter:2.166 in
397431,35B35F-1D,Outside Diameter:4.390 in|Pitch Diameter:4.184 in|Caliper Diameter:3.979 in
397492,2082B26,Outside Diameter:17.670 in|Pitch Diameter:16.593 in|Caliper Diameter:15.468 in
397445,50B32F-1B,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in
397484,50B42F-1C,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
397508,60B28F-1L,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in
397528,40B34FL,Outside Diameter:5.700 in|Pitch Diameter:5.419 in|Caliper Diameter:5.107 in
397500,60B14F-1D,Outside Diameter:3.740 in|Pitch Diameter:3.371 in|Caliper Diameter:2.902 in
397441,50B32F-1H,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in
397457,50B31F-1C,Outside Diameter:6.520 in|Pitch Sprocket Diameter:6.178 in|Caliper Diameter:5.770 in
397504,60B15F-1D,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397538,50B42F-1H,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
397520,60B33F-1R,Outside Diameter:8.300 in|Pitch Diameter:7.890 in|Caliper Diameter:7.412 in
397554,50B40F-1C,Outside Diameter:8.320 in|Pitch Sprocket Diameter:7.966 in|Caliper Diameter:7.566 in
397546,50B38F-1L,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
397512,60B13F-1B,Outside Diameter:3.490 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in
397558,50B48FL,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
397533,50B42F-1B,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
397562,50B48F-1G,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
397437,50B31F-1G,Outside Diameter:6.520 in|Pitch Sprocket Diameter:6.178 in|Caliper Diameter:5.770 in
397422,50B26F-1D,Outside Diameter:5.520 in|Pitch Sprocket Diameter:5.185 in|Caliper Diameter:4.785 in
397542,41B24FL,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.525 in
397577,60B29F-1C,Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in
397465,60B10FJ,Outside Diameter:2.760 in|Pitch Diameter:2.427 in|Caliper Diameter:1.958 in
395925,35B18FL,Outside Diameter:2.350 in|Pitch Diameter:2.160 in|Caliper Diameter:1.960 in
397597,80B27F-2R,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
397593,80B27F-1F,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
397585,200A11,Outside Diameter:10.020 in|Pitch Diameter:8.872 in|Caliper Diameter:7.219 in
395929,40B34F-1H,Outside Diameter:5.700 in|Pitch Diameter:5.419 in|Caliper Diameter:5.107 in
397614,80B26F-2R,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
397606,80B26F-1G,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
397589,50B25F-1G,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in
395961,40B36FL,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in
396007,40B27F-1B,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in
396080,80B60F-1H,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
396056,50B60F-1R,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
396088,2050B17,No. Teeth:17 |Outside Diameter:3.710 in|Pitch Diameter:3.460 in|Caliper Diameter:3.046 in
397618,80B26F-1L,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
396084,80B26F-1R,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
396093,2052B13,Outside Diameter:5.820 in|Pitch Diameter:5.223 in|Caliper DIameter:4.435 in
396134,2052B21,Outside Diameter:9.040 in|Pitch Diameter:8.387 in|Caliper DIameter:7.614 in
396150,50B31F-1L,Outside Diameter:6.520 in|Pitch Sprocket Diameter:6.178 in|Caliper Diameter:5.770 in
396118,2052B26,Outside Diameter:11.050 in|Pitch Diameter:10.370 in|Caliper DIameter:9.620 in
396106,2042B20,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.768 in
396138,50B48F-1H,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in
396146,50B11FJ,Outside Diameter:2.500 in|Pitch Sprocket Diameter:2.219 in|Caliper Diameter:1.796 in
396154,2080A19,Outside Diameter:6.580 in|Pitch Diameter:6.160 in|Caliper Diameter:5.513 in
396114,2040A24,Outside Diameter:4.100 in|Pitch Diameter:3.864 in|Caliper Diameter:3.552 in
396170,2062A17,Outside Diameter:8.920 in|Pitch Diameter:8.163 in|Caliper Diameter:7.253 in
396199,2082A14,Outside Diameter:9.960 in|Pitch Diameter:8.988 in|Caliper Diameter:7.863 in
396166,80B19F-1G,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in
396102,2042B25,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
396191,2040B28,Outside Diameter:4.740 in|Pitch Diameter:4.494 in|Caliper Diameter:4.182 in
397622,80B36F-1G,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
396179,2040B23,Outside Diameter:3.930 in|Pitch Diameter:3.706 in|Caliper Diameter:3.386 in
397634,80B36F-1R,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
397626,80B30F-2G,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
396158,2040B21,Outside Diameter:3.610 in|Pitch Diameter:3.392 in|Caliper Diameter:3.070 in
397630,80B60F-1D,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
396162,2080A25,Outside Diameter:8.510 in|Pitch Diameter:8.042 in|Caliper Diameter:7.401 in
397638,80B28F-2C,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
397664,60B60F-2C,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
397652,80B20F-1R,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
397676,80B19F-1L,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in
397656,80B20F-1G,Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in
397684,2062A22,Outside Diameter:11.330 in|Pitch Diameter:10.540 in|Caliper Diameter:9.665 in
397701,80B21F-2G,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
397693,2050A23,No. Teeth:23 |Outside Diameter:4.920 in|Pitch Diameter:4.633 in|Caliper Diameter:4.222 in
397697,80B24F-1H,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
396175,40B50F-1B,Outside Diameter:8.250 in|Pitch Diameter:7.963 in|Caliper Diameter:7.650 in
397688,80B22F-2C,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397668,2080A22,Outside Diameter:7.560 in|Pitch Diameter:7.099 in|Caliper Diameter:6.474 in
397705,80B21F-1R,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
397765,140A20,Outside Diameter:12.100 in|Pitch Diameter:11.186 in|Caliper Diameter:10.186 in
