id,catalog_number,sprocket_diameters
397509,60B15F-1B,Outside Diameter:3.980 in|Pitch Diameter:3.608 in|Caliper Diameter:3.119 in
397475,60B14F-1H,Outside Diameter:3.740 in|Pitch Diameter:3.371 in|Caliper Diameter:2.902 in
397489,50B60F-1D,Outside Diameter:12.300 in|Pitch Sprocket Diameter:11.942 in|Caliper Diameter:11.542 in
397539,40B45F-1D,Outside Diameter:7.450 in|Pitch Diameter:7.168 in|Caliper Diameter:6.851 in
397547,50B38F-1R,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
397543,60B19F-1H,Outside Diameter:4.950 in|Pitch Diameter:4.557 in|Caliper Diameter:4.072 in
397551,80B28F-1C,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
397563,2052B17,Outside Diameter:7.440 in|Pitch Diameter:6.803 in|Caliper DIameter:6.024 in
397578,60B31F-1J,Outside Diameter:7.830 in|Pitch Diameter:7.413 in|Caliper Diameter:6.935 in
397529,50B42F-1G,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
397594,80B27F-1G,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
397586,50B45F-1R,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
397619,240A14,Outside Diameter:14.940 in|Pitch Diameter:13.482 in|Caliper Diameter:11.607 in
397574,35B35FJ,Outside Diameter:4.390 in|Pitch Diameter:4.184 in|Caliper Diameter:3.979 in
397501,60B14F-1F,Outside Diameter:3.740 in|Pitch Diameter:3.371 in|Caliper Diameter:2.902 in
397627,80B30F-2R,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
397497,60B14FL,Outside Diameter:3.740 in|Pitch Diameter:3.371 in|Caliper Diameter:2.902 in
397602,50B36F-1G,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
397631,80B60F-1F,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
397590,80B27F-1L,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
397635,80B36F-2C,Outside Diameter:12.030 in|Pitch Diameter:11.474 in|Caliper Diameter:10.849 in
397643,80B28F-1J,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
397669,80B18F-1R,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
397639,80B28F-2G,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
397648,80B28F-2R,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
397681,80B21F-1H,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
397673,60B24F-1L,Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in
397710,80B22F-1L,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397689,80B22F-2G,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
397685,80B24F-1C,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
397698,80B24F-1J,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
397702,80B21F-2R,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
397750,80B26F-1H,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
397774,240A35,Outside Diameter:35.130 in|Pitch Diameter:33.467 in|Caliper Diameter:31.559 in
397790,140B25,Outside Diameter:14.900 in|Pitch Diameter:13.963 in|Caliper Diameter:12.935 in
397794,80B60F-2C,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
397766,80B19F-1R,Outside Diameter:6.590 in|Pitch Diameter:6.076 in|Caliper Diameter:5.430 in
397799,80B60F-1L,Outside Diameter:19.680 in|Pitch Diameter:19.107 in|Caliper Diameter:18.482 in
397855,80B17F-1R,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
397913,2052B30,Outside Diameter:12.640 in|Pitch Diameter:11.958 in|Caliper DIameter:11.208 in
397882,50B16FL,Outside Diameter:3.520 in|Pitch Sprocket Diameter:3.204 in|Caliper Diameter:2.804 in
397917,60B48F-2G,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
397922,60B48F-1F,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
397934,60B45F-1G,Outside Diameter:11.180 in|Pitch Diameter:10.752 in|Caliper Diameter:10.276 in
397956,60B54F-1R,Outside Diameter:13.330 in|Pitch Diameter:12.889 in|Caliper Diameter:12.430 in
397960,60B54F-1D,Outside Diameter:13.330 in|Pitch Diameter:12.889 in|Caliper Diameter:12.430 in
397965,160B16,Outside Diameter:11.260 in|Pitch Diameter:10.252 in|Caliper Diameter:9.127 in
397909,60B48F-1C,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in
397990,80B12F-1H,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in
397978,80B13F-1R,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
397944,60B60F-1L,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
397998,80B13F-1H,Outside Diameter:4.660 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in
398010,160A24,Outside Diameter:16.390 in|Pitch Diameter:15.322 in|Caliper Diameter:14.197 in
397930,60B42F-1G,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
398006,80B17F-1L,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
397994,80B11F-1H,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in
398026,200A32,Outside Diameter:26.880 in|Pitch Diameter:25.505 in|Caliper Diameter:23.943 in
398038,41B20FJ,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.890 in
397970,60B60F-1B,Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in
398030,80B17F-1C,Outside Diameter:5.950 in|Pitch Diameter:5.442 in|Caliper Diameter:4.794 in
398022,80B16F-1G,Outside Diameter:5.630 in|Pitch Diameter:5.126 in|Caliper Diameter:4.501 in
398066,200A12,Outside Diameter:10.830 in|Pitch Diameter:9.660 in|Caliper Diameter:8.098 in
398057,60B12F-1C,Outside Diameter:3.250 in|Pitch Diameter:2.898 in|Caliper Diameter:2.429 in
1752432,35B27F-1C,Outside Diameter:3.430 in|Pitch Diameter:3.230 in|Caliper Diameter:3.025 in
1752456,80B23F-1R,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
398072,80B11F-1C,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in
1752440,40B29F-1H,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in
1752436,40B29F-1B,Outside Diameter:4.900 in|Pitch Diameter:4.625 in|Caliper Diameter:4.305 in
1752468,80B25F-2C,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
1752464,80B25F-1H,Outside Diameter:8.520 in|Pitch Diameter:7.979 in|Caliper Diameter:7.338 in
1752484,80B9F-1C,Outside Diameter:3.350 in|Pitch Diameter:2.924 in|Caliper Diameter:2.254 in
1752452,80B23F-1G,Outside Diameter:7.880 in|Pitch Diameter:7.344 in|Caliper Diameter:6.702 in
394475,40B12FJ,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.620 in
394495,40B19FP,Outside Diameter:3.300 in|Pitch Diameter:3.038 in|Caliper Diameter:2.715 in
394499,140C35,Outside Diameter:20.490 in|Pitch Diameter:19.523 in|Caliper Diameter:18.503 in
394471,40B13FL,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.761 in
394521,40B15FP,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in
394525,40B13FP,Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.761 in
394542,40B17FJ,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.397 in
394571,40B24F-1D,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in
394513,40B15F-1C,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.079 in
394588,40B27F-1G,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in
394485,40B17FP,Outside Diameter:2.970 in|Pitch Diameter:2.721 in|Caliper Diameter:2.397 in
394538,40B16FP,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.250 in
394600,40B26F-1G,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in
394567,40B27F-1C,Outside Diameter:4.580 in|Pitch Diameter:4.307 in|Caliper Diameter:3.987 in
394592,2052A23,Outside Diameter:9.840 in|Pitch Diameter:9.180 in|Caliper DIameter:8.409 in
394559,40B25F-1H,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in
394596,40B26F-1D,Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in
394616,40B48F-1C,Outside Diameter:7.930 in|Pitch Diameter:7.645 in|Caliper Diameter:7.332 in
394645,40B23FP,Outside Diameter:3.940 in|Pitch Diameter:3.672 in|Caliper Diameter:3.351 in
394669,35B25FJ,Outside Diameter:3.190 in|Pitch Diameter:2.992 in|Caliper Diameter:2.786 in
394686,35B28F-1D,Outside Diameter:3.550 in|Pitch Diameter:3.349 in|Caliper Diameter:3.149 in
394624,40B20F-1H,Outside Diameter:3.460 in|Pitch Diameter:3.196 in|Caliper Diameter:2.883 in
394657,40B22F-1H,Outside Diameter:3.780 in|Pitch Diameter:3.513 in|Caliper Diameter:3.201 in
394661,35B24F-1,Outside Diameter:3.070 in|Pitch Diameter:2.873 in|Caliper Diameter:2.673 in
394698,50B32F-1F,Outside Diameter:6.720 in|Pitch Sprocket Diameter:6.376 in|Caliper Diameter:5.976 in
394665,35B23FJ,Outside Diameter:2.950 in|Pitch Diameter:2.754 in|Caliper Diameter:2.548 in
394738,35B19FJ,Outside Diameter:2.470 in|Pitch Diameter:2.279 in|Caliper Diameter:2.071 in
394640,35B48F-1D,Outside Diameter:5.950 in|Pitch Diameter:5.734 in|Caliper Diameter:5.534 in
394743,35B20FJ,Outside Diameter:2.590 in|Pitch Diameter:2.397 in|Caliper Diameter:2.197 in
394681,35B23F-1,Outside Diameter:2.950 in|Pitch Diameter:2.754 in|Caliper Diameter:2.548 in
394779,35B45F-1D,Outside Diameter:5.590 in|Pitch Diameter:5.376 in|Caliper Diameter:5.173 in
394653,40B22F-1D,Outside Diameter:3.780 in|Pitch Diameter:3.513 in|Caliper Diameter:3.201 in
394766,80B26F-1F,Outside Diameter:8.840 in|Pitch Diameter:8.296 in|Caliper Diameter:7.671 in
394756,35B19F-1,Outside Diameter:2.470 in|Pitch Diameter:2.279 in|Caliper Diameter:2.071 in
394795,40B10FH,Outside Diameter:1.840 in|Pitch Diameter:1.618 in|Caliper Diameter:1.305 in
394791,35B60FL,Outside Diameter:7.380 in|Pitch Diameter:7.165 in|Caliper Diameter:6.965 in
394787,50B36F-1R,Outside Diameter:7.520 in|Pitch Sprocket Diameter:7.171 in|Caliper Diameter:6.771 in
394813,40B30F-1B,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in
394822,160B24,Outside Diameter:16.390 in|Pitch Diameter:15.322 in|Caliper Diameter:14.197 in
394866,50B15FJ,Outside Diameter:3.320 in|Pitch Sprocket Diameter:3.006 in|Caliper Diameter:2.590 in
394718,35B16FL,Outside Diameter:2.110 in|Pitch Diameter:1.922 in|Caliper Diameter:1.722 in
394826,60B35F-1L,Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in
394858,80B15F-1F,Outside Diameter:5.300 in|Pitch Diameter:4.810 in|Caliper Diameter:4.158 in
394862,50B15F-1C,Outside Diameter:3.320 in|Pitch Sprocket Diameter:3.006 in|Caliper Diameter:2.590 in
394835,35B35FL,Outside Diameter:4.390 in|Pitch Diameter:4.184 in|Caliper Diameter:3.979 in
394907,2082A12,Outside Diameter:8.660 in|Pitch Diameter:7.727 in|Caliper Diameter:6.602 in
394849,35B36F-1D,Outside Diameter:4.510 in|Pitch Diameter:4.303 in|Caliper Diameter:4.103 in
394919,41B18F-1,Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.573 in
394948,50B38FP,Outside Diameter:7.920 in|Pitch Sprocket Diameter:7.569 in|Caliper Diameter:7.169 in
394944,50B12F-1C,Outside Diameter:2.710 in|Pitch Sprocket Diameter:2.415 in|Caliper Diameter:2.015 in
394891,50B17FJ,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
394870,50B15F-1G,Outside Diameter:3.320 in|Pitch Sprocket Diameter:3.006 in|Caliper Diameter:2.590 in
394899,100A36,Outside Diameter:15.040 in|Pitch Diameter:14.343 in|Caliper Diameter:13.593 in
394931,40B24F-1H,Outside Diameter:4.100 in|Pitch Diameter:3.831 in|Caliper Diameter:3.518 in
394968,50B25F-1D,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in
394973,50B22F-1H,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in
394978,40B38F-1C,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in
394986,80B27F-1J,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
394964,50B23F-1G,Outside Diameter:4.920 in|Pitch Sprocket Diameter:4.590 in|Caliper Diameter:4.179 in
394998,50B24FL,Outside Diameter:5.120 in|Pitch Sprocket Diameter:4.788 in|Caliper Diameter:4.388 in
395019,240A18,Outside Diameter:18.810 in|Pitch Diameter:17.276 in|Caliper Diameter:15.401 in
395027,50B18F-1B,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in
394923,41B15FH,Outside Diameter:2.650 in|Pitch Diameter:2.405 in|Caliper Diameter:2.086 in
395040,40B25F-1C,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in
394994,41B16FL,Outside Diameter:2.810 in|Pitch Diameter:2.563 in|Caliper Diameter:2.257 in
395044,50B21FP,Outside Diameter:4.520 in|Pitch Sprocket Diameter:4.194 in|Caliper Diameter:3.782 in
394982,50B55FP,Outside Diameter:11.310 in|Pitch Sprocket Diameter:10.948 in|Caliper Diameter:10.543 in
395086,40B38FP,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in
395062,41B12FH,Outside Diameter:2.170 in|Pitch Diameter:1.932 in|Caliper Diameter:1.626 in
395082,50B45F-1G,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
395066,80B27F-1C,Outside Diameter:9.160 in|Pitch Diameter:8.614 in|Caliper Diameter:7.974 in
395099,40B38F-1D,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in
395107,40B54F-1G,Outside Diameter:8.880 in|Pitch Diameter:8.599 in|Caliper Diameter:8.286 in
395127,40B50F-1G,Outside Diameter:8.250 in|Pitch Diameter:7.963 in|Caliper Diameter:7.650 in
395131,50B17F-1B,Outside Diameter:3.720 in|Pitch Sprocket Diameter:3.401 in|Caliper Diameter:2.987 in
395165,40B60F-1B,Outside Diameter:9.840 in|Pitch Diameter:9.554 in|Caliper Diameter:9.241 in
395074,40B35F-1H,Outside Diameter:5.860 in|Pitch Diameter:5.578 in|Caliper Diameter:5.260 in
395140,50B42F-1F,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
395156,2080B18,Outside Diameter:6.270 in|Pitch Diameter:5.848 in|Caliper Diameter:5.223 in
395214,40B42FJ,Outside Diameter:6.970 in|Pitch Diameter:6.691 in|Caliper Diameter:6.379 in
395210,40B60F-1D,Outside Diameter:9.840 in|Pitch Diameter:9.554 in|Caliper Diameter:9.241 in
395205,41B11FL,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.451 in
395177,40B50FP,Outside Diameter:8.250 in|Pitch Diameter:7.963 in|Caliper Diameter:7.650 in
395196,80B24F-1L,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
395222,50B42F-1L,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
395236,40B21F-1C,Outside Diameter:3.620 in|Pitch Diameter:3.355 in|Caliper Diameter:3.033 in
395181,50B34F-1D,Outside Diameter:7.120 in|Pitch Sprocket Diameter:6.774 in|Caliper Diameter:6.374 in
395135,40B30F-1C,Outside Diameter:5.060 in|Pitch Diameter:4.783 in|Caliper Diameter:4.471 in
395240,2052B12,Outside Diameter:5.420 in|Pitch Diameter:4.830 in|Caliper DIameter:4.080 in
395226,40B40FL,Outside Diameter:6.650 in|Pitch Diameter:6.373 in|Caliper Diameter:6.061 in
395257,60B40F-1H,Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in
395245,40B50F-1D,Outside Diameter:8.250 in|Pitch Diameter:7.963 in|Caliper Diameter:7.650 in
395277,50B23F-1D,Outside Diameter:4.920 in|Pitch Sprocket Diameter:4.590 in|Caliper Diameter:4.179 in
395253,60B42F-1D,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
395103,160A36,Outside Diameter:24.060 in|Pitch Diameter:22.948 in|Caliper Diameter:21.823 in
395249,240B18,Outside Diameter:18.810 in|Pitch Diameter:17.276 in|Caliper Diameter:15.401 in
395289,160A20,Outside Diameter:13.830 in|Pitch Diameter:12.784 in|Caliper Diameter:11.659 in
395265,180A45,Outside Diameter:33.530 in|Pitch Diameter:32.255 in|Caliper Diameter:30.829 in
395281,50B26F-1F,Outside Diameter:5.520 in|Pitch Sprocket Diameter:5.185 in|Caliper Diameter:4.785 in
395322,60B26F-1L,Outside Diameter:6.630 in|Pitch Diameter:6.222 in|Caliper Diameter:5.753 in
395371,60B25F-1C,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in
395404,50B40F-1L,Outside Diameter:8.320 in|Pitch Sprocket Diameter:7.966 in|Caliper Diameter:7.566 in
395448,2080B12,Outside Diameter:4.330 in|Pitch Diameter:4.000 in|Caliper Diameter:3.375 in
395470,160A28,Outside Diameter:18.950 in|Pitch Diameter:17.862 in|Caliper Diameter:16.737 in
395408,50B50F-1D,Outside Diameter:10.310 in|Pitch Sprocket Diameter:9.954 in|Caliper Diameter:9.554 in
395347,100A30,Outside Diameter:12.640 in|Pitch Diameter:11.959 in|Caliper Diameter:11.209 in
395486,200B21,Outside Diameter:18.090 in|Pitch Diameter:16.775 in|Caliper Diameter:15.166 in
395498,100A96,Outside Diameter:38.930 in|Pitch Diameter:38.204 in|Caliper Diameter:37.454 in
395511,2042B30,Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in
395482,160A22,Outside Diameter:15.110 in|Pitch Diameter:14.054 in|Caliper Diameter:12.929 in
395527,60B36F-1G,Outside Diameter:9.020 in|Pitch Diameter:8.606 in|Caliper Diameter:8.137 in
395523,140A18,Outside Diameter:10.980 in|Pitch Diameter:10.078 in|Caliper Diameter:9.078 in
395502,2082A20,Outside Diameter:13.830 in|Pitch Diameter:12.785 in|Caliper Diameter:11.660 in
395506,180A11,Outside Diameter:9.010 in|Pitch Diameter:7.986 in|Caliper Diameter:6.499 in
395515,200A15,Outside Diameter:13.260 in|Pitch Diameter:12.025 in|Caliper Diameter:10.397 in
395567,140A54,Outside Diameter:31.100 in|Pitch Diameter:30.097 in|Caliper Diameter:29.097 in
395547,160A12,Outside Diameter:8.660 in|Pitch Diameter:7.728 in|Caliper Diameter:6.603 in
395571,240A21,Outside Diameter:21.710 in|Pitch Diameter:20.129 in|Caliper Diameter:18.197 in
395563,140A80,Outside Diameter:45.590 in|Pitch Diameter:44.574 in|Caliper Diameter:43.574 in
395535,35B19FL,Outside Diameter:2.470 in|Pitch Diameter:2.279 in|Caliper Diameter:2.071 in
395592,2052B20,Outside Diameter:8.640 in|Pitch Diameter:7.991 in|Caliper DIameter:7.241 in
395588,240A11,Outside Diameter:12.020 in|Pitch Diameter:10.648 in|Caliper Diameter:8.665 in
395543,60B42F-2G,Outside Diameter:10.460 in|Pitch Diameter:10.037 in|Caliper Diameter:9.568 in
395612,240A54,Outside Diameter:53.310 in|Pitch Diameter:51.595 in|Caliper Diameter:49.720 in
395584,50B42F-1R,Outside Diameter:8.720 in|Pitch Sprocket Diameter:8.364 in|Caliper Diameter:7.964 in
395628,200A16,Outside Diameter:14.070 in|Pitch Diameter:12.815 in|Caliper Diameter:11.253 in
395637,180A23,Outside Diameter:17.720 in|Pitch Diameter:16.524 in|Caliper Diameter:15.079 in
395633,100A80,Outside Diameter:32.570 in|Pitch Diameter:31.839 in|Caliper Diameter:31.089 in
395657,100A27,Outside Diameter:11.440 in|Pitch Diameter:10.768 in|Caliper Diameter:9.999 in
395653,200A45,Outside Diameter:37.250 in|Pitch Diameter:35.840 in|Caliper Diameter:34.256 in
395670,100A35,Outside Diameter:14.640 in|Pitch Diameter:13.945 in|Caliper Diameter:13.181 in
395661,200A21,Outside Diameter:18.090 in|Pitch Diameter:16.775 in|Caliper Diameter:15.166 in
395600,100A11,Outside Diameter:5.010 in|Pitch Diameter:4.438 in|Caliper Diameter:3.642 in
395712,160B10,Outside Diameter:7.360 in|Pitch Diameter:6.472 in|Caliper Diameter:5.347 in
395616,60B38F-1G,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in
395674,140B22,Outside Diameter:13.220 in|Pitch Diameter:12.297 in|Caliper Diameter:11.297 in
395687,140B13,Outside Diameter:8.150 in|Pitch Diameter:7.313 in|Caliper Diameter:6.259 in
395724,100C84,Outside Diameter:34.160 in|Pitch Diameter:33.430 in|Caliper Diameter:32.680 in
395733,50B27F-1D,Outside Diameter:5.720 in|Pitch Sprocket Diameter:5.384 in|Caliper Diameter:4.975 in
395741,80B28F-1F,Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in
395679,140B26,Outside Diameter:15.460 in|Pitch Diameter:14.518 in|Caliper Diameter:13.518 in
395745,180A18,Outside Diameter:14.110 in|Pitch Diameter:12.957 in|Caliper Diameter:11.551 in
395797,40B28FP,Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.153 in
395813,2062A23,Outside Diameter:11.810 in|Pitch Diameter:11.016 in|Caliper Diameter:10.115 in
395854,200B13,Outside Diameter:11.640 in|Pitch Diameter:10.447 in|Caliper Diameter:8.808 in
395862,200B15,Outside Diameter:13.260 in|Pitch Diameter:12.025 in|Caliper Diameter:10.397 in
395846,160B9,Outside Diameter:6.700 in|Pitch Diameter:5.848 in|Caliper Diameter:4.635 in
395823,240B25,Outside Diameter:25.550 in|Pitch Diameter:23.936 in|Caliper Diameter:22.014 in
395875,180B25,Outside Diameter:19.160 in|Pitch Diameter:17.952 in|Caliper Diameter:16.511 in
395895,80B21F-1D,Outside Diameter:7.240 in|Pitch Diameter:6.710 in|Caliper Diameter:6.066 in
395850,160B30,Outside Diameter:20.230 in|Pitch Diameter:19.134 in|Caliper Diameter:18.009 in
395842,60B17F-1B,Outside Diameter:4.460 in|Pitch Diameter:4.082 in|Caliper Diameter:3.595 in
395994,2062B25,Outside Diameter:12.770 in|Pitch Diameter:11.968 in|Caliper Diameter:11.070 in
396018,100B28,Outside Diameter:11.840 in|Pitch Diameter:11.164 in|Caliper Diameter:10.414 in
396006,50B45F-1B,Outside Diameter:9.310 in|Pitch Sprocket Diameter:8.960 in|Caliper Diameter:8.554 in
396039,35B25FH,Outside Diameter:3.190 in|Pitch Diameter:2.992 in|Caliper Diameter:2.786 in
396096,2050B26,No. Teeth:26 |Outside Diameter:5.520 in|Pitch Diameter:5.223 in|Caliper Diameter:4.823 in
396100,2042B22,Outside Diameter:7.560 in|Pitch Diameter:7.027 in|Caliper Diameter:6.402 in
396105,2042B18,Outside Diameter:6.270 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in
396109,2050B13,No. Teeth:13 |Outside Diameter:2.900 in|Pitch Diameter:2.690 in|Caliper Diameter:2.270 in
396157,2082A11,Outside Diameter:8.010 in|Pitch Diameter:7.099 in|Caliper Diameter:5.902 in
396169,2062A16,Outside Diameter:8.440 in|Pitch Diameter:7.689 in|Caliper Diameter:6.814 in
396129,240B10,Outside Diameter:11.030 in|Pitch Diameter:9.708 in|Caliper Diameter:7.833 in
396165,2062A21,Outside Diameter:10.850 in|Pitch Diameter:10.064 in|Caliper Diameter:9.161 in
396145,2052B23,Outside Diameter:9.840 in|Pitch Diameter:9.180 in|Caliper DIameter:8.409 in
396178,2062A25,Outside Diameter:12.770 in|Pitch Diameter:11.968 in|Caliper Diameter:11.070 in
396182,2040B16,Outside Diameter:2.810 in|Pitch Diameter:2.613 in|Caliper Diameter:2.301 in
396186,50B29F-1H,Outside Diameter:6.120 in|Pitch Sprocket Diameter:5.781 in|Caliper Diameter:5.371 in
396194,2082A21,Outside Diameter:14.470 in|Pitch Diameter:13.419 in|Caliper Diameter:12.256 in
396174,2062A30,Outside Diameter:15.170 in|Pitch Diameter:14.350 in|Caliper Diameter:13.475 in
396219,2042A24,Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in
396198,2082A13,Outside Diameter:9.320 in|Pitch Diameter:8.357 in|Caliper Diameter:7.171 in
396214,2082B28,Outside Diameter:18.950 in|Pitch Diameter:17.863 in|Caliper Diameter:16.738 in
396227,2082B17,Outside Diameter:11.900 in|Pitch Diameter:10.885 in|Caliper Diameter:9.713 in
396235,2082B25,Outside Diameter:17.030 in|Pitch Diameter:15.958 in|Caliper Diameter:14.801 in
396252,2082A16,Outside Diameter:11.260 in|Pitch Diameter:10.252 in|Caliper Diameter:9.127 in
396289,2060B19,Outside Diameter:4.940 in|Pitch Diameter:4.620 in|Caliper Diameter:4.135 in
396244,40B54F-1B,Outside Diameter:8.880 in|Pitch Diameter:8.599 in|Caliper Diameter:8.286 in
396210,2082B8,Outside Diameter:6.030 in|Pitch Diameter:5.226 in|Caliper Diameter:4.101 in
396313,2080B28,Outside Diameter:9.480 in|Pitch Diameter:8.988 in|Caliper Diameter:8.363 in
396293,50B10FJ,Outside Diameter:2.300 in|Pitch Sprocket Diameter:2.023 in|Caliper Diameter:1.623 in
396301,2060B21,Outside Diameter:5.420 in|Pitch Diameter:5.089 in|Caliper Diameter:4.606 in
396329,2062B9,Outside Diameter:5.020 in|Pitch Diameter:4.386 in|Caliper Diameter:3.444 in
396206,2082A28,Outside Diameter:18.950 in|Pitch Diameter:17.863 in|Caliper Diameter:16.738 in
396321,2062B19,Outside Diameter:9.890 in|Pitch Diameter:9.113 in|Caliper Diameter:8.207 in
