id,catalog_number,specifications
395667,200A25,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:25 |Weight:113.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes 
397368,50B33F-1R,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:33 |Finished Bore Diameter:1.938 in|Max. Bore:2.250 in|Weight:4.920 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
395638,180A24,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:24 |Weight:77.000 lb|Tooth Nominal Width:1.301 in|Hardened Teeth:Yes 
395700,T50B30,Stock Bore Diameter:1.000 in|Hub Diameter:3.750 in|LTB:2.625 in|Style:B |No. Teeth:30 |Outside Diameter:6.320 in|Pitch Diameter:5.979 in|Caliper Diameter:5.579 in|Max. Bore:2.500 in|Weight:14.240 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes 
395713,40A72,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:72 |Outside Diameter:11.750 in|Pitch Diameter:11.463 in|Caliper Diameter:11.151 in|Weight:7.740 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
395675,41A28,Stock Bore Diameter:0.625 in|Style:A |No. Teeth:28 |Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.159 in|Weight:1.080 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes 
397391,50B35FP,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:35 |Finished Bore Diameter:0.875 in|Max. Bore:2.250 in|Weight:5.300 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
395662,200A22,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:22 |Weight:88.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes 
395725,100C90,Stock Bore Diameter:1.500 in|Hub Diameter:7.000 in|LTB:3.750 in|Style:C |No. Teeth:90 |Max. Bore:5.250 in|Weight:184.000 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes 
395684,50B15F-1F,Hub Diameter:2.375 in|LTB:1.000 in|Style:B |No. Teeth:15 |Finished Bore Diameter:1.375 in|Max. Bore:1.500 in|Weight:1.200 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
395654,200A54,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:54 |Weight:555.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes 
395738,100B42,Stock Bore Diameter:1.250 in|Hub Diameter:5.000 in|LTB:2.500 in|Style:B |No. Teeth:42 |Max. Bore:3.313 in|Weight:50.400 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes 
397402,240A45,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:45 |Weight:702.000 lb|Tooth Nominal Width:1.738 in|Hardened Teeth:Yes 
395734,120B11,Stock Bore Diameter:1.375 in|Hub Diameter:3.563 in|LTB:2.125 in|Style:B |No. Teeth:11 |Outside Diameter:6.010 in|Pitch Diameter:5.325 in|Caliper Diameter:4.395 in|Max. Bore:2.375 in|Weight:7.600 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes 
397385,T60B35,Stock Bore Diameter:1.250 in|Hub Diameter:4.500 in|LTB:3.250 in|Style:B |No. Teeth:35 |Outside Diameter:8.780 in|Pitch Diameter:8.367 in|Caliper Diameter:7.889 in|Max. Bore:3.000 in|Weight:34.500 lb|Tooth Nominal Width:0.444 in|Hardened Teeth :Yes 
395709,40B18FP,Hub Diameter:2.313 in|LTB:1.000 in|Style:B |No. Teeth:18 |Finished Bore Diameter:0.875 in|Max. Bore:1.500 in|Weight:1.030 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
395742,2050B15,Plain Bore:0.625 in|Max. Bore:1.438 in|Hub Diameter:2.125 in|LTB:1.000 in|Weight:1.220 lb|Type:B |Tooth Nominal Width:0.343 in|Hardened Teeth:Yes 
395750,120B30,Stock Bore Diameter:1.375 in|Hub Diameter:6.000 in|LTB:2.500 in|Style:B |No. Teeth:30 |Outside Diameter:15.171 in|Pitch Diameter:14.351 in|Caliper Diameter:13.476 in|Max. Bore:4.000 in|Weight:51.500 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes 
395770,120B24,Stock Bore Diameter:1.250 in|Hub Diameter:5.250 in|LTB:2.375 in|Style:B |No. Teeth:24 |Outside Diameter:12.290 in|Pitch Diameter:11.492 in|Caliper Diameter:10.617 in|Max. Bore:3.500 in|Weight:32.100 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes 
395790,40JA18,Hub Diameter:2.063 in|LTB:0.625 in|Style:B |No. Teeth:18 |Outside Diameter:3.140 in|Pitch Diameter:2.879 in|Caliper Diameter:2.567 in|Max. Bore:1.250 in|Weight:0.540 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
395794,200B20,Stock Bore Diameter:1.500 in|Hub Diameter:7.500 in|LTB:3.500 in|Style:B |No. Teeth:20 |Max. Bore:5.375 in|Weight:98.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes 
395758,T50B11,Stock Bore Diameter:0.625 in|Hub Diameter:1.469 in|LTB:2.500 in|Style:B |No. Teeth:11 |Outside Diameter:2.500 in|Pitch Diameter:2.219 in|Caliper Diameter:1.796 in|Max. Bore:0.938 in|Weight:1.420 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes 
395786,240B13,Stock Bore Diameter:1.500 in|Hub Diameter:7.500 in|LTB:3.875 in|Style:B |No. Teeth:13 |Max. Bore:5.375 in|Weight:81.000 lb|Tooth Nominal Width:1.738 in|Hardened Teeth:Yes 
395782,60B44,Stock Bore Diameter:0.938 in|Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:44 |Outside Diameter:10.940 in|Pitch Diameter:10.514 in|Caliper Diameter:10.045 in|Max. Bore:2.750 in|Weight:13.880 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
395814,240B15,Stock Bore Diameter:1.500 in|Hub Diameter:7.500 in|LTB:3.875 in|Style:B |No. Teeth:15 |Max. Bore:5.375 in|Weight:98.000 lb|Tooth Nominal Width:1.738 in|Hardened Teeth:Yes 
395820,40A13,Stock Bore Diameter:0.500 in|Style:A |No. Teeth:13 |Outside Diameter:2.330 in|Pitch Diameter:2.089 in|Caliper Diameter:1.761 in|Weight:0.220 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
395828,180B13,Stock Bore Diameter:1.500 in|Hub Diameter:6.750 in|LTB:3.125 in|Style:B |No. Teeth:13 |Max. Bore:4.625 in|Weight:40.000 lb|Tooth Nominal Width:1.301 in|Hardened Teeth:Yes 
395851,35B23FH,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:23 |Finished Bore Diameter:0.500 in|Max. Bore:1.375 in|Weight:0.820 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y 
395863,200B16,Stock Bore Diameter:1.500 in|Hub Diameter:7.500 in|LTB:3.500 in|Style:B |No. Teeth:16 |Max. Bore:5.375 in|Weight:72.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes 
395859,D50ATL18,LTB:1.000 in|Style:A |No. Teeth:18 |Outside Diameter:3.920 in|Pitch Diameter:3.599 in|Caliper Diameter:3.199 in|Max. Bore:1.625 in|Weight:1.300 lb|Tooth Nominal Width:0.332 in|Hardened Teeth :Yes 
395867,60B42F-1J,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:42 |Finished Bore Diameter:1.625 in|Max. Bore:2.750 in|Weight:12.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
395876,180B28,Stock Bore Diameter:1.500 in|Hub Diameter:8.000 in|LTB:3.500 in|Style:B |No. Teeth:28 |Max. Bore:5.500 in|Weight:135.000 lb|Tooth Nominal Width:1.301 in|Hardened Teeth:Yes 
395688,140B14,Stock Bore Diameter:1.500 in|Hub Diameter:5.500 in|LTB:2.375 in|Style:B |No. Teeth:14 |Max. Bore:3.750 in|Weight:20.400 lb|Tooth Nominal Width:0.924 in
395872,40A25,Stock Bore Diameter:0.625 in|Style:A |No. Teeth:25 |Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in|Weight:0.880 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
395843,160B26,Stock Bore Diameter:1.500 in|Hub Diameter:7.000 in|LTB:3.000 in|Style:B |No. Teeth:26 |Max. Bore:5.250 in|Weight:86.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes 
395896,60A24,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:24 |Outside Diameter:6.150 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in|Weight:3.000 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
395806,35A84,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:84 |Outside Diameter:10.250 in|Pitch Diameter:10.029 in|Caliper Diameter:9.829 in|Weight:3.500 lb|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Y 
395908,D60B32,Stock Bore Diameter:1.250 in|Hub Diameter:4.500 in|LTB:2.375 in|Style:B |No. Teeth:32 |Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in|Max. Bore:3.000 in|Weight:19.520 lb|Tooth Nominal Width:0.444 in|Hardened Teeth :Yes 
395904,60A29,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:29 |Outside Diameter:7.350 in|Pitch Diameter:6.937 in|Caliper Diameter:6.458 in|Weight:4.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
395798,2082B18,No. Teeth:18 |Plain Bore:1.375 in|Max. Bore:3.250 in|Hub Diameter:4.750 in|LTB:1.875 in|Weight:22.900 lb|Type:B |Tooth Nominal Width:0.575 in|Hardened Teeth:Yes 
395920,60B41,Stock Bore Diameter:1.000 in|Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:41 |Outside Diameter:10.220 in|Pitch Diameter:9.798 in|Caliper Diameter:9.321 in|Max. Bore:2.750 in|Weight:12.140 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
395855,50B55F-1F,Hub Diameter:3.750 in|LTB:1.250 in|Style:B |No. Teeth:55 |Finished Bore Diameter:1.375 in|Max. Bore:2.500 in|Weight:11.080 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
395900,60A20,Stock Bore Diameter:0.750 in|Style:A |No. Teeth:20 |Outside Diameter:5.190 in|Pitch Diameter:4.794 in|Caliper Diameter:4.325 in|Weight:2.120 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
824757,BL1444,Lacing:4x4 |P - Pitch:1.750 in|Min. Tensile Strength:105800 lb|ASME/ANSI Min. Tensile Strength:86000 lb|S - Hole Diameter:0.564 in|Approx. Weight:8.710 lb/ft
824813,RS10BSSKUTMCL,ISO Ref.:10B-1 |Connecting Link:RS10BSSKUTMCL |Pitch:0.625 in 15.875 mm|Roller Diameter:0.400 in 10.16 mm|Inside Width:0.380 in 9.65 mm|Clamp Type:Type M |Clamping Force:55 N|Base Chain Material:AS |Clamp Material:SS |Spring Material:SS 
824809,RS10BNPKUTMCL,ISO Ref.:10B-1 |Connecting Link:RS10BNPKUTMCL |Pitch:0.625 in 15.875 mm|Roller Diameter:0.400 in 10.16 mm|Inside Width:0.380 in 9.65 mm|Clamp Type:Type M |Clamping Force:55 N|Base Chain Material:NP |Clamp Material:SS |Spring Material:SA 
397418,180B11,Stock Bore Diameter:1.500 in|Hub Diameter:5.500 in|LTB:3.000 in|Style:B |No. Teeth:11 |Max. Bore:3.625 in|Weight:29.000 lb|Tooth Nominal Width:1.301 in|Hardened Teeth:Yes 
397461,50B30F-1H,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:30 |Finished Bore Diameter:1.500 in|Max. Bore:2.250 in|Weight:3.900 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397453,50B29FP,Hub Diameter:3.000 in|LTB:1.250 in|Style:B |No. Teeth:29 |Finished Bore Diameter:0.875 in|Max. Bore:2.000 in|Weight:3.780 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397426,35B30F-1D,Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:30 |Finished Bore Diameter:1.250 in|Max. Bore:1.375 in|Weight:1.020 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y 
397449,DS40A15,Pitch:0.500 in|No. Teeth:15 |Outside Diameter:2.650 in|Plain Bore:0.500 in|Max. Bore:1.250 in|LTB:1.406 in|C:1.125 in|D:1.812 in|Weight:1.200 lb|Tooth Nominal Width:0.284 in|Hardened Teeth:Yes 
397478,60B11FL,Hub Diameter:2.063 in|LTB:1.250 in|Style:B |No. Teeth:11 |Finished Bore Diameter:0.750 in|Max. Bore:1.313 in|Weight:0.900 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
397431,35B35F-1D,Hub Diameter:2.250 in|LTB:0.875 in|Style:B |No. Teeth:35 |Finished Bore Diameter:1.250 in|Max. Bore:1.500 in|Weight:1.500 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y 
397492,2082B26,No. Teeth:26 |Plain Bore:1.375 in|Max. Bore:3.500 in|Hub Diameter:5.250 in|LTB:2.000 in|Weight:41.500 lb|Type:B |Tooth Nominal Width:0.575 in|Hardened Teeth:Yes 
397445,50B32F-1B,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:32 |Finished Bore Diameter:1.125 in|Max. Bore:2.250 in|Weight:4.700 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397484,50B42F-1C,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:42 |Finished Bore Diameter:1.188 in|Max. Bore:2.250 in|Weight:6.680 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397508,60B28F-1L,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:28 |Finished Bore Diameter:1.750 in|Max. Bore:2.750 in|Weight:6.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
397528,40B34FL,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:34 |Finished Bore Diameter:0.750 in|Max. Bore:2.250 in|Weight:3.110 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
397500,60B14F-1D,Hub Diameter:2.563 in|LTB:1.250 in|Style:B |No. Teeth:14 |Finished Bore Diameter:1.250 in|Max. Bore:1.750 in|Weight:1.600 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
397516,D80ATL18,Hub Diameter:3.125 in|LTB:1.750 in|Style:A |No. Teeth:18 |Outside Diameter:6.271 in|Pitch Diameter:5.759 in|Caliper Diameter:5.134 in|Max. Bore:2.500 in|Weight:6.400 lb|Tooth Nom. Width:0.557 in|Hardened Teeth:Yes 
397441,50B32F-1H,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:32 |Finished Bore Diameter:1.500 in|Max. Bore:2.250 in|Weight:4.700 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397457,50B31F-1C,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:31 |Finished Bore Diameter:1.188 in|Max. Bore:2.250 in|Weight:4.460 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397504,60B15F-1D,Hub Diameter:2.875 in|LTB:1.250 in|Style:B |No. Teeth:15 |Finished Bore Diameter:1.250 in|Max. Bore:1.875 in|Weight:1.700 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
397538,50B42F-1H,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:42 |Finished Bore Diameter:1.500 in|Max. Bore:2.250 in|Weight:6.680 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397520,60B33F-1R,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:33 |Finished Bore Diameter:1.938 in|Max. Bore:2.750 in|Weight:8.200 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
397554,50B40F-1C,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:40 |Finished Bore Diameter:1.188 in|Max. Bore:2.250 in|Weight:6.200 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397546,50B38F-1L,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:38 |Finished Bore Diameter:1.750 in|Max. Bore:2.250 in|Weight:5.800 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397512,60B13F-1B,Hub Diameter:2.344 in|LTB:1.250 in|Style:B |No. Teeth:13 |Finished Bore Diameter:1.125 in|Max. Bore:1.500 in|Weight:1.300 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
397558,50B48FL,Hub Diameter:3.750 in|LTB:1.250 in|Style:B |No. Teeth:48 |Finished Bore Diameter:0.750 in|Max. Bore:2.500 in|Weight:9.030 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397533,50B42F-1B,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:42 |Finished Bore Diameter:1.125 in|Max. Bore:2.250 in|Weight:6.680 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397562,50B48F-1G,Hub Diameter:3.750 in|LTB:1.250 in|Style:B |No. Teeth:48 |Finished Bore Diameter:1.438 in|Max. Bore:2.500 in|Weight:9.030 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397488,40SH26,Hub Diameter:2.688 in|LTB:0.813 in|Style:B |No. Teeth:26 |Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in|Max. Bore:1.625 in|Weight:1.440 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
397437,50B31F-1G,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:31 |Finished Bore Diameter:1.438 in|Max. Bore:2.250 in|Weight:4.460 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397422,50B26F-1D,Hub Diameter:3.000 in|LTB:1.250 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.250 in|Max. Bore:2.000 in|Weight:3.300 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
397542,41B24FL,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:24 |Finished Bore Diameter:0.750 in|Max. Bore:0.750 in|Weight:2.240 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes 
397577,60B29F-1C,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:29 |Finished Bore Diameter:1.188 in|Max. Bore:2.750 in|Weight:6.900 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
397465,60B10FJ,Hub Diameter:1.938 in|LTB:1.250 in|Style:B |No. Teeth:10 |Finished Bore Diameter:0.625 in|Max. Bore:1.125 in|Weight:0.700 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
397581,35B21SS,Stock Bore Diameter:0.500 in|Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:21 |Outside Diameter:2.710 in|Pitch Diameter :2.516 in|Caliper Diameter:2.309 in|Max. Bore:1.375 in|Weight:0.800 lb|Plate Nom. Width:0.168 in|Hardened Teeth:No 
395925,35B18FL,Hub Diameter:1.719 in|LTB:0.750 in|Style:B |No. Teeth:18 |Finished Bore Diameter:0.750 in|Max. Bore:1.188 in|Weight:0.480 lb|Tooth Nominal Width:0.168 in|Hardened Teeth:Y 
397597,80B27F-2R,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:27 |Finished Bore Diameter:2.938 in|Max. Bore:3.250 in|Weight:14.700 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes 
397593,80B27F-1F,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:27 |Finished Bore Diameter:1.375 in|Max. Bore:3.250 in|Weight:14.700 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes 
397585,200A11,Stock Bore Diameter:1.375 in|Style:A |No. Teeth:11 |Weight:20.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes 
395929,40B34F-1H,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:34 |Finished Bore Diameter:1.500 in|Max. Bore:2.250 in|Weight:3.110 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
397614,80B26F-2R,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:2.938 in|Max. Bore:3.250 in|Weight:14.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes 
397606,80B26F-1G,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.438 in|Max. Bore:3.250 in|Weight:14.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes 
397589,50B25F-1G,Hub Diameter:3.000 in|LTB:1.250 in|Style:B |No. Teeth:25 |Finished Bore Diameter:1.438 in|Max. Bore:2.000 in|Weight:3.100 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
395961,40B36FL,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:36 |Finished Bore Diameter:0.750 in|Max. Bore:2.250 in|Weight:3.390 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
395987,80SF30,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:30 |Outside Diameter:10.110 in|Pitch Diameter:9.567 in|Caliper Diameter:8.942 in|Max. Bore:2.938 in|Weight:11.300 lb|Tooth Nom. Width:0.575 in|Hardened Teeth :Yes 
395978,60A32,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:32 |Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in|Weight:5.520 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
396007,40B27F-1B,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:27 |Finished Bore Diameter:1.125 in|Max. Bore:2.250 in|Weight:2.420 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
396019,60B60SS,Stock Bore Diameter:0.750 in|Hub Diameter:4.250 in|LTB:1.750 in|Style:B |No. Teeth:60 |Outside Diameter:14.760 in|Pitch Diameter:14.330 in|Caliper Diameter:13.861 in|Max. Bore:2.750 in|Weight:25.000 lb|Tooth Nominal Width:0.459 in
396011,120B10,Stock Bore Diameter:1.375 in|Hub Diameter:3.750 in|LTB:2.250 in|Style:B |No. Teeth:10 |Outside Diameter:5.520 in|Pitch Diameter:4.854 in|Caliper Diameter:3.979 in|Max. Bore:2.250 in|Weight:7.100 lb|Tooth Nominal Width:0.924 in|Hardened Teeth:Yes 
396040,40A80,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:80 |Outside Diameter:13.030 in|Pitch Diameter:12.736 in|Caliper Diameter:12.423 in|Weight:10.200 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes 
395953,60A40,Stock Bore Diameter:0.938 in|Style:A |No. Teeth:40 |Outside Diameter:9.980 in|Pitch Diameter:9.560 in|Caliper Diameter:9.091 in|Weight:8.560 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes 
395999,T40B26,Stock Bore :0.625 in|Hub Diameter:3.250 in|LTB:2.250 in|Style:B |No. Teeth:26 |Outside Diameter:4.420 in|Pitch Diameter:4.148 in|Caliper Diameter:3.835 in|Max. Bore:2.250 in|Weight:6.360 lb|Tooth Nominal Width:0.275 in|Hardened Teeth :Yes 
395991,80B54,Stock Bore Diameter:1.250 in|Hub Diameter:5.250 in|LTB:2.000 in|Style:B |No. Teeth:54 |Outside Diameter:17.770 in|Pitch Diameter:17.198 in|Caliper Diameter:16.573 in|Max. Bore:3.500 in|Weight:44.700 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes 
396031,50A39,Stock Bore Diameter:0.719 in|Style:A |No. Teeth:39 |Outside Diameter:8.120 in|Pitch Diameter:7.768 in|Caliper Diameter:7.361 in|Weight:4.420 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
396080,80B60F-1H,Hub Diameter:5.250 in|LTB:2.000 in|Style:B |No. Teeth:60 |Finished Bore Diameter:1.500 in|Max. Bore:3.500 in|Weight:58.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes 
396056,50B60F-1R,Hub Diameter:3.750 in|LTB:1.250 in|Style:B |No. Teeth:60 |Finished Bore Diameter:1.938 in|Max. Bore:2.500 in|Weight:13.500 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
396088,2050B17,Plain Bore:0.625 in|Max. Bore:1.750 in|Hub Diameter:2.562 in|LTB:1.000 in|Weight:1.680 lb|Type:B |Tooth Nominal Width:0.343 in|Hardened Teeth:Yes 
397618,80B26F-1L,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.750 in|Max. Bore:3.250 in|Weight:14.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes 
396064,40BTL21,Hub Diameter:2.781 in|LTB:1.000 in|Style:B |No. Teeth:21 |Outside Diameter:3.617 in|Pitch Diameter:3.355 in|Caliper Diameter:3.033 in|Max. Bore:1.625 in|Weight:0.800 lb|Tooth Nom. Thickness:0.284 in|Hardened Teeth :Yes 
396084,80B26F-1R,Hub Diameter:4.750 in|LTB:2.000 in|Style:B |No. Teeth:26 |Finished Bore Diameter:1.938 in|Max. Bore:3.250 in|Weight:14.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes 
396093,2052B13,No. Teeth:13 |Plain Bore:0.750 in|Max. Bore:2.000 in|Hub Diameter:3.000 in|LTB:1.250 in|Weight:3.480 lb|Type:B |Tooth Nominal Width:0.343 in|Hardened Teeth:Yes 
396134,2052B21,No. Teeth:21 |Plain Bore:0.750 in|Max. Bore:2.250 in|Hub Diameter:3.250 in|LTB:1.250 in|Weight:7.000 lb|Type:B |Tooth Nominal Width:0.343 in|Hardened Teeth:Yes 
396150,50B31F-1L,Hub Diameter:3.250 in|LTB:1.250 in|Style:B |No. Teeth:31 |Finished Bore Diameter:1.750 in|Max. Bore:2.250 in|Weight:4.460 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
396118,2052B26,No. Teeth:26 |Plain Bore:1.000 in|Max. Bore:2.750 in|Hub Diameter:3.750 in|LTB:1.250 in|Weight:11.000 lb|Type:B |Tooth Nominal Width:0.343 in|Hardened Teeth:Yes 
396106,2042B20,Plain Bore:0.750 in|No. Teeth:20 |Max. Bore:2.375 in|Hub Diameter:3.500 in|LTB:1.125 in|Weight:4.720 lb|Type:B |Tooth nominal Width:0.284 in|Hardened Teeth:Yes 
396138,50B48F-1H,Hub Diameter:3.750 in|LTB:1.250 in|Style:B |No. Teeth:48 |Finished Bore Diameter:1.500 in|Max. Bore:2.500 in|Weight:9.030 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
396146,50B11FJ,Hub Diameter:1.750 in|LTB:1.000 in|Style:B |No. Teeth:11 |Finished Bore Diameter:0.625 in|Max. Bore:1.000 in|Weight:0.600 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes 
396154,2080A19,No. Teeth:19 |Plain Bore:1.000 in|Weight:4.400 lb|Type:A |Tooth Nominal Width:0.575 in|Hardened Teeth:Yes 
396114,2040A24,No. Teeth:24 |Plain Bore:0.625 in|Weight:0.840 lb|Type:A |Tooth nominal Width:0.284 in|Hardened Teeth:Yes 
