main_image,catalog_number,specifications,chain_technical_data,sprocket_diameters,locking_bolts,id
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50SDS26,Hub Diameter:3.188 in|LTB:0.750 in|Style:B |No. Teeth:26 |Outside Diameter:5.520 in|Pitch Diameter:5.185 in|Caliper Diameter:4.785 in|Max. Bore:2.000 in|Weight:2.000 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,394920
,50B48F-1B,Hub Diameter:3.750 in|LTB:1.250 in|Style:B |No. Teeth:48 |Finished Bore Diameter:1.125 in|Max. Bore:2.500 in|Weight:9.030 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:9.910 in|Pitch Sprocket Diameter:9.556 in|Caliper Diameter:9.156 in,,394941
,50B22FL,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:22 |Finished Bore Diameter:0.750 in|Max. Bore:2.000 in|Weight:2.400 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in,,394975
,41B11FH,Hub Diameter:1.438 in|LTB:0.875 in|Style:B |No. Teeth:11 |Finished Bore Diameter:0.500 in|Max. Bore:0.500 in|Weight:0.320 lb|Tooth Nominal Width:0.227 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:41 ,Outside Diameter:2.000 in|Pitch Diameter:1.775 in|Caliper Diameter:1.451 in,,394957
,40B25FP,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:25 |Finished Bore Diameter:0.875 in|Max. Bore:2.250 in|Weight:2.220 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:4.260 in|Pitch Diameter:3.989 in|Caliper Diameter:3.669 in,,394924
,35B24SS,Stock Bore Diameter:0.500 in|Hub Diameter:2.000 in|LTB:0.875 in|Style:B |No. Teeth:24 |Outside Diameter:3.070 in|Pitch Diameter :2.873 in|Caliper Diameter:2.673 in|Max. Bore:1.375 in|Weight:0.890 lb|Plate Nom. Width:0.168 in|Hardened Teeth:No ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,394965
,60B48F-1G,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:48 |Finished Bore Diameter:1.438 in|Max. Bore:2.750 in|Weight:15.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:11.890 in|Pitch Diameter:11.468 in|Caliper Diameter:10.999 in,,394995
,2082B10,No. Teeth:10 |Plain Bore:1.000 in|Max. Bore:2.750 in|Hub Diameter:4.250 in|LTB:1.750 in|Weight:9.200 lb|Type:B |Tooth Nominal Width:0.575 in|Hardened Teeth:Yes ,Size:C2082 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :1.125 in,Outside Diameter:7.360 in|Pitch Diameter:6.472 in|Caliper Diameter:5.347 in,,394983
,160A23,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:23 |Weight:50.000 lb|Tooth Nominal Width:1.156 in|Hardened Teeth:Yes ,Pitch:2.000 in|Chain Size:160 ,Outside Diameter:15.750 in|Pitch Diameter:14.688 in|Caliper Diameter:13.529 in,,395008
,50B23F-1B,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:23 |Finished Bore Diameter:1.125 in|Max. Bore:2.000 in|Weight:2.500 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:4.920 in|Pitch Sprocket Diameter:4.590 in|Caliper Diameter:4.179 in,,394979
,50B25F-1H,Hub Diameter:3.000 in|LTB:1.250 in|Style:B |No. Teeth:25 |Finished Bore Diameter:1.500 in|Max. Bore:2.000 in|Weight:3.100 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in,,394987
,50B19F-1F,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:19 |Finished Bore Diameter:1.375 in|Max. Bore:2.000 in|Weight:2.000 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:4.120 in|Pitch Sprocket Diameter:3.798 in|Caliper Diameter:3.384 in,,395012
,35B13SS,Stock Bore Diameter:0.500 in|Hub Diameter:1.250 in|LTB:0.750 in|Style:B |No. Teeth:13 |Outside Diameter:1.750 in|Pitch Diameter :1.567 in|Caliper Diameter:1.356 in|Max. Bore:0.750 in|Weight:0.250 lb|Plate Nom. Width:0.168 in|Hardened Teeth:No ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,394991
,50B18F-1C,Hub Diameter:2.875 in|LTB:1.000 in|Style:B |No. Teeth:18 |Finished Bore Diameter:1.188 in|Max. Bore:1.875 in|Weight:1.900 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:3.920 in|Pitch Sprocket Diameter:3.599 in|Caliper Diameter:3.199 in,,395024
,40A38,Stock Bore Diameter:0.594 in|Style:A |No. Teeth:38 |Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in|Weight:2.000 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,,,394999
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS60ATL19,Pitch:0.750 in|No. Teeth:19 |Outside Diameter:4.950 in|Bushing:2012 |Max. Bore:2.000 in|LTB:1.938 in|C:1.484 in|D:3.703 in|Weight:5.800 lb|Tooth Nominal Width:0.459 in|Hardened Teeth:Yes ,,,,396608
,50B22F-1B,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:22 |Finished Bore Diameter:1.125 in|Max. Bore:2.000 in|Weight:2.400 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:4.720 in|Pitch Sprocket Diameter:4.392 in|Caliper Diameter:3.992 in,,395041
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,1.00E+24,Hub Diameter:6.000 in|LTB:1.625 in|Style:B |No. Teeth:24 |Outside Diameter:10.250 in|Pitch Diameter:9.577 in|Caliper Diameter:8.826 in|Max. Bore:3.500 in|Weight:15.700 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes ,Pitch:1.250 in|Chain Size:100 ,,,396612
,60B32F-1R,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:32 |Finished Bore Diameter:1.938 in|Max. Bore:2.750 in|Weight:7.800 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:8.070 in|Pitch Diameter:7.652 in|Caliper Diameter:7.183 in,,395033
,50B25F-1C,Hub Diameter:3.000 in|LTB:1.250 in|Style:B |No. Teeth:25 |Finished Bore Diameter:1.188 in|Max. Bore:2.000 in|Weight:3.100 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:5.320 in|Pitch Sprocket Diameter:4.987 in|Caliper Diameter:4.577 in,,395004
,240B12,Stock Bore Diameter:1.500 in|Hub Diameter:7.500 in|LTB:3.875 in|Style:B |No. Teeth:12 |Max. Bore:5.375 in|Weight:72.000 lb|Tooth Nominal Width:1.738 in|Hardened Teeth:Yes ,Pitch:3.000 in|Chain Size:240 ,Outside Diameter:13.000 in|Pitch Diameter:11.591 in|Caliper Diameter:9.716 in,,395020
,80B11F-1G,Hub Diameter:2.813 in|LTB:1.625 in|Style:B |No. Teeth:11 |Finished Bore Diameter:1.438 in|Max. Bore:1.625 in|Weight:1.800 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:4.010 in|Pitch Diameter:3.550 in|Caliper Diameter:2.888 in,,395049
,50B21FL,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:21 |Finished Bore Diameter:0.750 in|Max. Bore:2.000 in|Weight:2.250 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:4.520 in|Pitch Sprocket Diameter:4.194 in|Caliper Diameter:3.782 in,,395037
,200A40,Stock Bore Diameter:1.500 in|Style:A |No. Teeth:40 |Weight:301.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes ,Pitch:2.500 in|Chain Size:200 ,Outside Diameter:33.270 in|Pitch Diameter:31.865 in|Caliper Diameter:30.303 in,,395045
,40B36FJ,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:36 |Finished Bore Diameter:0.625 in|Max. Bore:2.250 in|Weight:3.390 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in,,395071
,60B28F-1H,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:28 |Finished Bore Diameter:1.500 in|Max. Bore:2.750 in|Weight:6.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:7.110 in|Pitch Diameter:6.698 in|Caliper Diameter:6.229 in,,395028
,80B12F-1B,Hub Diameter:3.125 in|LTB:1.625 in|Style:B |No. Teeth:12 |Finished Bore Diameter:1.125 in|Max. Bore:1.875 in|Weight:3.000 lb|Tooth Nominal Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,Outside Diameter:4.330 in|Pitch Diameter:3.864 in|Caliper Diameter:3.239 in,,395079
,60B25F-1F,Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:25 |Finished Bore Diameter:1.375 in|Max. Bore:2.750 in|Weight:5.400 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:6.390 in|Pitch Diameter:5.984 in|Caliper Diameter:5.503 in,,395091
,200B12,Stock Bore Diameter:1.500 in|Hub Diameter:6.500 in|LTB:3.000 in|Style:B |No. Teeth:12 |Max. Bore:4.500 in|Weight:37.000 lb|Tooth Nominal Width:1.389 in|Hardened Teeth:Yes ,Pitch:2.500 in|Chain Size:200 ,Outside Diameter:10.830 in|Pitch Diameter:9.660 in|Caliper Diameter:8.098 in,,395058
,40B38F-1G,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:38 |Finished Bore Diameter:1.438 in|Max. Bore:2.250 in|Weight:3.500 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in,,395100
,40B32F-1D,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:32 |Finished Bore Diameter:1.250 in|Max. Bore:2.250 in|Weight:3.000 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:5.380 in|Pitch Diameter:5.101 in|Caliper Diameter:4.788 in,,395083
,PL017X021EF,d - Shaft O.D.:0.669 in|t1 - Shaft Dia. Tolerance:-0.0011 in +0 |D - Hub Counter I.D.:0.827 in|t2 - Hub Counter ID Tolerance:+0.0013 in -0 |l:0.630 in|L2:0.787 in|L3:0.276 in|L4:0.079 in|Lt:1.220 in|D1:0.984 in|D2:1.181 in|D3:1.496 in|Transmissible Torque:97 ft·lb|Transmissible Thrust:3507 lb|P - Contact Pressure - Shaft:37420 psi|P' - Contact Pressure - Hub Bore:30313 psi|Weight:0.180 lb,,,Quantity:6 |Size:M4x18 |Tightening Torque:3.000 ft·lb,822885
,PL090X130AE,d - Shaft O.D.:3.543 in|t1 - Shaft Dia. Tolerance:-0.0021 in +0 |D - Hub Counter I.D.:5.118 in|t2 - Hub Counter ID Tolerance:+0.0021 in -0 |l:1.102 in|L:1.693 in|Lt:2.087 in|T1:0.217 in|T2:0.157 in|D1:5.512 in|Transmissible Torque:5495 ft·lb|Transmissible Thrust:36960 lb|P - Contact Pressure - Shaft:34955 psi|P' - Contact Pressure - Hub Bore:19435 psi|Weight:4.700 lb,,,Quantity:12 |Size:M10x25 |Tightening Torque:60.000 ft·lb,822909
,60B38F-2C,Hub Diameter:4.250 in|LTB:1.250 in|Style:B |No. Teeth:38 |Finished Bore Diameter:2.188 in|Max. Bore:2.750 in|Weight:10.500 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,Outside Diameter:9.500 in|Pitch Diameter:9.083 in|Caliper Diameter:8.614 in,,395095
,40B36FP,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:36 |Finished Bore Diameter:0.875 in|Max. Bore:2.250 in|Weight:3.390 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:6.020 in|Pitch Diameter:5.737 in|Caliper Diameter:5.425 in,,395067
,PL048X080AE,d - Shaft O.D.:1.890 in|t1 - Shaft Dia. Tolerance:-0.0015 in +0 |D - Hub Counter I.D.:3.150 in|t2 - Hub Counter ID Tolerance:+0.0015 in -0 |l:0.925 in|L:1.378 in|Lt:1.693 in|T1:0.157 in|T2:0.118 in|D1:3.465 in|Transmissible Torque:1519 ft·lb|Transmissible Thrust:19492 lb|P - Contact Pressure - Shaft:40611 psi|P' - Contact Pressure - Hub Bore:19725 psi|Weight:1.800 lb,,,Quantity:10 |Size:M8x22 |Tightening Torque:30.000 ft·lb,822905
,PL075X084EF,d - Shaft O.D.:2.953 in|t1 - Shaft Dia. Tolerance:-0.0018 in +0 |D - Hub Counter I.D.:3.307 in|t2 - Hub Counter ID Tolerance:+0.0021 in -0 |l:1.220 in|L2:1.516 in|L3:0.630 in|L4:0.138 in|Lt:2.461 in|D1:3.583 in|D2:4.117 in|D3:4.606 in|Transmissible Torque:3061 ft·lb|Transmissible Thrust:24953 lb|P - Contact Pressure - Shaft:30023 psi|P' - Contact Pressure - Hub Bore:26832 psi|Weight:2.900 lb,,,Quantity:10 |Size:M8x40 |Tightening Torque:25.500 ft·lb,822897
,PL032X060AD,d - Shaft O.D.:1.260 in|t1 - Shaft Dia. Tolerance:-0.0015 in +0 |D - Hub Counter I.D.:2.362 in|t2 - Hub Counter ID Tolerance:+0.0018 in -0 |l:1.772 in|L:1.969 in|Lt:2.205 in|Transmissible Torque:937 ft·lb|Transmissible Thrust:18209 lb|P - Contact Pressure - Shaft:27413 psi|P' - Contact Pressure - Hub Bore:14649 psi|Weight:1.600 lb,,,Quantity:10 |Size:M6x35 |Tightening Torque:12.500 ft·lb,822921
,PL130X180AE,d - Shaft O.D.:5.118 in|t1 - Shaft Dia. Tolerance:-0.0025 in +0 |D - Hub Counter I.D.:7.087 in|t2 - Hub Counter ID Tolerance:+0.0021 in -0 |l:1.496 in|L:2.244 in|Lt:2.717 in|T1:0.276 in|T2:0.236 in|D1:7.677 in|Transmissible Torque:14456 ft·lb|Transmissible Thrust:67540 lb|P - Contact Pressure - Shaft:31039 psi|P' - Contact Pressure - Hub Bore:18710 psi|Weight:11.100 lb,,,Quantity:15 |Size:M12x35 |Tightening Torque:105.000 ft·lb,822913
,80B14SS,Stock Bore Diameter:1.000 in|Hub Diameter:3.250 in|LTB:1.500 in|Style:B |No. Teeth:14 |Outside Diameter:4.980 in|Pitch Diameter:4.494 in|Caliper Diameter:2.250 in|Max. Bore:4.100 in|Weight:4.100 lb|Tooth Nominal Width:0.575 in,Pitch:1.000 in|Chain Size:80.000 ,,,396670
,50B21F-1G,Hub Diameter:3.000 in|LTB:1.000 in|Style:B |No. Teeth:21 |Finished Bore Diameter:1.438 in|Max. Bore:2.000 in|Weight:2.250 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,Outside Diameter:4.520 in|Pitch Sprocket Diameter:4.194 in|Caliper Diameter:3.782 in,,396718
,50BTL25,Hub Diameter:3.625 in|LTB:1.250 in|Style:B |No. Teeth:25 |Outside Diameter:5.322 in|Pitch Diameter:4.987 in|Caliper Diameter:4.577 in|Max. Bore:2.000 in|Weight:2.400 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396678
,80BTL13,Hub Diameter:3.000 in|LTB:1.500 in|Style:B |No. Teeth:13 |Outside Diameter:4.657 in|Pitch Diameter:4.179 in|Caliper Diameter:3.523 in|Max. Bore:1.625 in|Weight:2.300 lb|Tooth Nom. Width:0.575 in|Hardened Teeth:Yes ,Pitch:1.000 in|Chain Size:80 ,,,396702
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,60SK36,Hub Diameter:3.875 in|LTB:1.250 in|Style:B |No. Teeth:36 |Outside Diameter:9.020 in|Pitch Diameter:8.605 in|Caliper Diameter:8.137 in|Max. Bore:2.625 in|Weight:7.700 lb|Tooth Nominal Width:0.459 in,Pitch:0.750 in|Chain Size:60 ,,,396751
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50SK70,Hub Diameter:3.875 in|LTB:1.250 in|Style:B |No. Teeth:70 |Outside Diameter:14.290 in|Pitch Diameter:13.931 in|Caliper Diameter:13.531 in|Max. Bore:2.625 in|Weight:15.520 lb|Tooth Nominal Width:0.343 in,Pitch:0.625 in|Chain Size:50 ,,,396743
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,80SF34,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:34 |Outside Diameter:11.390 in|Pitch Diameter:10.838 in|Caliper Diameter:10.213 in|Max. Bore:2.938 in|Weight:14.100 lb|Tooth Nom. Width:0.575 in,Pitch:1.000 in|Chain Size:80 ,,,396767
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,80SF28,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:28 |Outside Diameter:9.480 in|Pitch Diameter:8.931 in|Caliper Diameter:8.306 in|Max. Bore:2.938 in|Weight:10.200 lb|Tooth Nom. Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,396763
,2080A18,No. Teeth:18 |Plain Bore:1.000 in|Weight:4.000 lb|Type:A |Tooth Nominal Width:0.575 in|Hardened Teeth:Yes ,Size:C2080/A2080 |Pitch:2.000 in|Inside Width :0.625 in|Roller Diameter :0.625 in,Outside Diameter:6.270 in|Pitch Diameter:5.848 in|Caliper Diameter:5.223 in,,396723
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,60JA12,Hub Diameter:2.063 in|LTB:0.625 in|Style:B |No. Teeth:12 |Outside Diameter:3.250 in|Pitch Diameter:2.898 in|Caliper Diameter:2.429 in|Max. Bore:1.250 in|Weight:0.600 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,,,396739
,60BTL21,Hub Diameter :3.625 in|LTB:1.250 in|Style:B |No. Teeth:21 |Outside Diameter:5.426 in|Pitch Diameter:5.033 in|Caliper Diameter:4.549 in|Max. Bore:2.000 in|Weight :2.200 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60 ,,,396657
,40A28,Stock Bore Diameter:0.625 in|Style:A |No. Teeth:28 |Outside Diameter:4.740 in|Pitch Diameter:4.465 in|Caliper Diameter:4.153 in|Weight:1.100 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,,,396787
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50SF80,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:80 |Outside Diameter:16.280 in|Pitch Diameter:15.920 in|Caliper Diameter:15.519 in|Max. Bore:2.938 in|Weight:19.900 lb|Tooth Nominal Width:0.343 in,Pitch:0.625 in|Chain Size:50 ,,,396735
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,80SF20,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:20 |Outside Diameter:6.910 in|Pitch Diameter:6.392 in|Caliper Diameter:5.767 in|Max. Bore:2.938 in|Weight:5.300 lb|Tooth Nom. Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,396771
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,60SK28,Hub Diameter:3.875 in|LTB:1.250 in|Style:B |No. Teeth:28 |Outside Diameter:7.110 in|Pitch Diameter:6.699 in|Caliper Diameter:6.229 in|Max. Bore:2.625 in|Weight:4.720 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,,,396747
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,80SF24,Hub Diameter:4.625 in|LTB:1.250 in|Style:B |No. Teeth:24 |Outside Diameter:8.200 in|Pitch Diameter:7.661 in|Caliper Diameter:7.036 in|Max. Bore:2.938 in|Weight:7.500 lb|Tooth Nom. Width:0.575 in|Hardened Teeth :Yes ,Pitch:1.000 in|Chain Size:80 ,,,396775
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,35SH48,Hub Diameter:2.688 in|LTB:0.813 in|Style:B |No. Teeth:48 |Outside Diameter:5.950 in|Pitch Diameter:5.734 in|Caliper Diameter:5.534 in|Max. Bore:1.625 in|Weight:1.580 lb|Tooth Nominal Width:0.168 in,Pitch:0.375 in|Chain Size:35 ,,,396783
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50SH18,Hub Diameter:2.688 in|LTB:0.813 in|Style:B |No. Teeth:18 |Outside Diameter:3.920 in|Pitch Diameter:3.599 in|Caliper Diameter:3.199 in|Max. Bore:1.625 in|Weight:1.040 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396731
,60BTL24,Hub Diameter :3.625 in|LTB:1.250 in|Style:B |No. Teeth:24 |Outside Diameter:6.147 in|Pitch Diameter:5.746 in|Caliper Diameter:5.277 in|Max. Bore:2.000 in|Weight :2.800 lb|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60 ,,,396653
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,60SH15,Hub Diameter:2.688 in|LTB:0.813 in|Style:B |No. Teeth:15 |Outside Diameter:3.980 in|Pitch Diameter:3.607 in|Caliper Diameter:3.119 in|Max. Bore:1.625 in|Weight:1.080 lb|Tooth Nominal Width:0.459 in|Hardened Teeth :Yes ,Pitch:0.750 in|Chain Size:60 ,,,396759
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,35JA20,Hub Diameter:2.063 in|LTB:0.625 in|Style:B |No. Teeth:20 |Outside Diameter:2.590 in|Pitch Diameter:2.397 in|Caliper Diameter:2.197 in|Max. Bore:1.250 in|Weight:0.320 lb|Tooth Nominal Width:0.168 in|Hardened Teeth :Yes ,Pitch:0.375 in|Chain Size:35 ,,,396804
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,40SH28,Hub Diameter:2.688 in|LTB:0.813 in|Style:B |No. Teeth:28 |Outside Diameter:4.740 in|Pitch Diameter:4.466 in|Caliper Diameter:4.153 in|Max. Bore:1.625 in|Weight:1.54 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,,,396829
,40B38FL,Hub Diameter:3.250 in|LTB:1.000 in|Style:B |No. Teeth:38 |Finished Bore Diameter:0.750 in|Max. Bore:2.250 in|Weight:3.500 lb|Tooth Nominal Width:0.284 in|Hardened Teeth :Yes ,Pitch:0.500 in|Chain Size:40 ,Outside Diameter:6.330 in|Pitch Diameter:6.055 in|Caliper Diameter:5.742 in,,396816
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,40SH35,Hub Diameter:3.000 in|LTB:0.813 in|Style:B |No. Teeth:35 |Outside Diameter:5.860 in|Pitch Diameter:5.578 in|Caliper Diameter:5.260 in|Max. Bore:1.625 in|Weight:2.220 lb|Tooth Nominal Width:0.284 in,Pitch:0.500 in|Chain Size:40 ,,,396824
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50SDS28,Hub Diameter:3.188 in|LTB:0.750 in|Style:B |No. Teeth:28 |Outside Diameter:5.920 in|Pitch Diameter:5.582 in|Caliper Diameter:5.185 in|Max. Bore:2.000 in|Weight:2.320 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396820
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50SDS23,Hub Diameter:3.188 in|LTB:0.750 in|Style:B |No. Teeth:23 |Outside Diameter:4.920 in|Pitch Diameter:4.590 in|Caliper Diameter:4.179 in|Max. Bore:2.000 in|Weight:1.580 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396808
http://chains.ustsubaki.com/ImgMedium/Double-Single-Spkt.jpg,DS40ATL23,Pitch:0.500 in|No. Teeth:23 |Outside Diameter:3.940 in|Bushing:1615 |Max. Bore:1.625 in|LTB:1.406 in|C:1.125 in|D:3.094 in|Weight:1.500 lb|Tooth Nominal Width:0.284 in|Hardened Teeth:Yes ,,,,396694
,100C54,Stock Bore Diameter:1.500 in|Hub Diameter:6.000 in|LTB:3.250 in|Style:C |No. Teeth:54 |Max. Bore:4.000 in|Weight:78.000 lb|Tooth Nominal Width:0.692 in|Hardened Teeth:Yes ,Pitch:1.250 in|Chain Size:100 ,Outside Diameter:22.210 in|Pitch Diameter:21.498 in|Caliper Diameter:20.748 in,,396837
,60BTL13,Hub Diameter :2.469 in|LTB:1.000 in|Style:B |No. Teeth:13 |Outside Diameter:3.493 in|Pitch Diameter:3.134 in|Caliper Diameter:2.642 in|Max. Bore:1.000 in|Hardened Teeth:Yes ,Pitch:0.750 in|Chain Size:60 ,,,396674
http://chains.ustsubaki.com/ImgMedium/QD Sprocket.jpg,50JA14,Hub Diameter:2.063 in|LTB:0.625 in|Style:B |No. Teeth:14 |Outside Diameter:3.110 in|Pitch Diameter:2.803 in|Caliper Diameter:2.409 in|Max. Bore:1.250 in|Weight:0.520 lb|Tooth Nominal Width:0.343 in|Hardened Teeth :Yes ,Pitch:0.625 in|Chain Size:50 ,,,396833
,35A25,Stock Bore Diameter:0.500 in|Style:A |No. Teeth:25 |Outside Diameter:3.190 in|Pitch Diameter:2.992 in|Caliper Diameter:2.786 in|Weight:0.310 lb|Tooth Nom. Thickness:0.168 in|Hardened Teeth:Y ,Pitch:0.375 in|Chain Size:35 |Inside Width :0.188 in|Roller Diameter :0.200 in,,,396859
,60B23SS,Stock Bore Diameter:0.750 in|Hub Diameter:4.000 in|LTB:1.250 in|Style:B |No. Teeth:23 |Outside Diameter:5.910 in|Pitch Diameter:5.508 in|Caliper Diameter:5.026 in|Max. Bore:2.750 in|Weight:5.700 lb|Tooth Nominal Width:0.459 in,Pitch:0.750 in|Chain Size:60 ,,,396854
