id,catalog_number,factors
5119956,241/500KYMBW507C08C3,e - ISO Factor:0.37 |Y0 - ISO Factor:1.81 |Y1 - ISO Factor:2.69 |Y2 - ISO Factor:1.77 |Reference Thermal Speed Rating (Grease):200 |Reference Thermal Speed Rating (Oil):200 |Cg - Geometry Factor:0.1067 
5119943,22336KEMBW33W59C7,e - ISO Factor:0.32 |Y0 - ISO Factor:2.13 |Y1 - ISO Factor:3.17 |Y2 - ISO Factor:2.08 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1300 |Cg - Geometry Factor:0.0988 
5119967,23068KEJW507C08C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5119948,23068EJW507C08C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5119973,23172KEJW507C08C3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5119968,23068KEJW507C08C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5119974,23172KEJW33W45A,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5119976,22240KEJW33C2,e - ISO Factor:0.27 |Y0 - ISO Factor:2.5 |Y1 - ISO Factor:3.72 |Y2 - ISO Factor:2.44 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0992 
5119982,22238KEJW33C4,e - ISO Factor:0.25 |Y0 - ISO Factor:2.67 |Y1 - ISO Factor:3.98 |Y2 - ISO Factor:2.62 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0967 
5119969,23068KEJW507C08C6,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5119984,23068EJW25W507C08C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5119986,23172EJW509C08C3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5119950,23064EMBW525C08,e - ISO Factor:0.23 |Y0 - ISO Factor:2.93 |Y1 - ISO Factor:4.36 |Y2 - ISO Factor:2.86 |Reference Thermal Speed Rating (Grease):880 |Reference Thermal Speed Rating (Oil):1000 |Cg - Geometry Factor:0.1278 
5119987,23172EJW509C08C2,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5119998,23964KEMBW33C3,e - ISO Factor:0.18 |Y0 - ISO Factor:3.79 |Y1 - ISO Factor:5.65 |Y2 - ISO Factor:3.71 |Reference Thermal Speed Rating (Grease):900 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.1258 
5119977,22240KEJW33C3,e - ISO Factor:0.27 |Y0 - ISO Factor:2.5 |Y1 - ISO Factor:3.72 |Y2 - ISO Factor:2.44 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0992 
5119972,23172KEJW507C08C2,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5119989,23172KEJW906AC3,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5119980,22238KEJW33C2,e - ISO Factor:0.25 |Y0 - ISO Factor:2.67 |Y1 - ISO Factor:3.98 |Y2 - ISO Factor:2.62 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0967 
5119997,22244KEJW507C08C4,e - ISO Factor:0.27 |Y0 - ISO Factor:2.51 |Y1 - ISO Factor:3.73 |Y2 - ISO Factor:2.45 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1057 
5119995,22244KEJW507C08C2,e - ISO Factor:0.27 |Y0 - ISO Factor:2.51 |Y1 - ISO Factor:3.73 |Y2 - ISO Factor:2.45 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1057 
5120001,24152EJW33W45AC3,e - ISO Factor:0.37 |Y0 - ISO Factor:1.82 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.78 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.115 
5120002,24152EJW33W45AC4,e - ISO Factor:0.37 |Y0 - ISO Factor:1.82 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.78 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.115 
5120004,23040EJW33C2,e - ISO Factor:0.23 |Y0 - ISO Factor:2.95 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0921 
5120000,24152EJW33W45AC2,e - ISO Factor:0.37 |Y0 - ISO Factor:1.82 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.78 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.115 
5119981,22238KEJW33C3,e - ISO Factor:0.25 |Y0 - ISO Factor:2.67 |Y1 - ISO Factor:3.98 |Y2 - ISO Factor:2.62 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0967 
5119990,23068EJW25W509C08,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5120020,23168KEJW507C08C4,e - ISO Factor:0.3 |Y0 - ISO Factor:2.22 |Y1 - ISO Factor:3.3 |Y2 - ISO Factor:2.17 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):630 |Cg - Geometry Factor:0.1383 
5120005,23040EJW33C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.95 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1800 |Cg - Geometry Factor:0.0921 
5120021,23168KEJW507C08C2,e - ISO Factor:0.3 |Y0 - ISO Factor:2.22 |Y1 - ISO Factor:3.3 |Y2 - ISO Factor:2.17 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):630 |Cg - Geometry Factor:0.1383 
5120019,23168KEJW507C08C3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.22 |Y1 - ISO Factor:3.3 |Y2 - ISO Factor:2.17 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):630 |Cg - Geometry Factor:0.1383 
5119978,22240KEJW33C4,e - ISO Factor:0.27 |Y0 - ISO Factor:2.5 |Y1 - ISO Factor:3.72 |Y2 - ISO Factor:2.44 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0992 
5120015,23168EJW507C08C3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.22 |Y1 - ISO Factor:3.3 |Y2 - ISO Factor:2.17 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):630 |Cg - Geometry Factor:0.1383 
5120016,23168EJW507C08C4,e - ISO Factor:0.3 |Y0 - ISO Factor:2.22 |Y1 - ISO Factor:3.3 |Y2 - ISO Factor:2.17 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):630 |Cg - Geometry Factor:0.1383 
5120013,23080EJW507C08C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.98 |Y1 - ISO Factor:4.44 |Y2 - ISO Factor:2.92 |Reference Thermal Speed Rating (Grease):660 |Reference Thermal Speed Rating (Oil):760 |Cg - Geometry Factor:0.1473 
5120024,23072EJW507C08C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120010,23260KEJW507C08C3,e - ISO Factor:0.34 |Y0 - ISO Factor:2 |Y1 - ISO Factor:2.98 |Y2 - ISO Factor:1.96 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.1297 
5120026,24056EJW33C2,e - ISO Factor:0.3 |Y0 - ISO Factor:2.25 |Y1 - ISO Factor:3.35 |Y2 - ISO Factor:2.2 |Reference Thermal Speed Rating (Grease):760 |Reference Thermal Speed Rating (Oil):860 |Cg - Geometry Factor:0.1173 
5120022,23168EJW507C08C2,e - ISO Factor:0.3 |Y0 - ISO Factor:2.22 |Y1 - ISO Factor:3.3 |Y2 - ISO Factor:2.17 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):630 |Cg - Geometry Factor:0.1383 
5120040,23238EJW33C3,e - ISO Factor:0.32 |Y0 - ISO Factor:2.1 |Y1 - ISO Factor:3.12 |Y2 - ISO Factor:2.05 |Reference Thermal Speed Rating (Grease):990 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.0968 
5120003,24152EJW33W45AC5,e - ISO Factor:0.37 |Y0 - ISO Factor:1.82 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.78 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.115 
5120038,23224EJW33C4,e - ISO Factor:0.32 |Y0 - ISO Factor:2.1 |Y1 - ISO Factor:3.13 |Y2 - ISO Factor:2.05 |Reference Thermal Speed Rating (Grease):1800 |Reference Thermal Speed Rating (Oil):2100 |Cg - Geometry Factor:0.078 
5119996,22244KEJW507C08C3,e - ISO Factor:0.27 |Y0 - ISO Factor:2.51 |Y1 - ISO Factor:3.73 |Y2 - ISO Factor:2.45 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1057 
5120037,23224EJW33C2,e - ISO Factor:0.32 |Y0 - ISO Factor:2.1 |Y1 - ISO Factor:3.13 |Y2 - ISO Factor:2.05 |Reference Thermal Speed Rating (Grease):1800 |Reference Thermal Speed Rating (Oil):2100 |Cg - Geometry Factor:0.078 
5120042,23238EJW33C4,e - ISO Factor:0.32 |Y0 - ISO Factor:2.1 |Y1 - ISO Factor:3.12 |Y2 - ISO Factor:2.05 |Reference Thermal Speed Rating (Grease):990 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.0968 
5120046,23240EJW33C4,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):920 |Reference Thermal Speed Rating (Oil):1000 |Cg - Geometry Factor:0.1003 
5120027,24056EJW33C3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.25 |Y1 - ISO Factor:3.35 |Y2 - ISO Factor:2.2 |Reference Thermal Speed Rating (Grease):760 |Reference Thermal Speed Rating (Oil):860 |Cg - Geometry Factor:0.1173 
5120041,23238EJW33C2,e - ISO Factor:0.32 |Y0 - ISO Factor:2.1 |Y1 - ISO Factor:3.12 |Y2 - ISO Factor:2.05 |Reference Thermal Speed Rating (Grease):990 |Reference Thermal Speed Rating (Oil):1100 |Cg - Geometry Factor:0.0968 
5120051,24056KEJW33C3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.25 |Y1 - ISO Factor:3.35 |Y2 - ISO Factor:2.2 |Reference Thermal Speed Rating (Grease):760 |Reference Thermal Speed Rating (Oil):860 |Cg - Geometry Factor:0.1173 
5120044,23240EJW33C3,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):920 |Reference Thermal Speed Rating (Oil):1000 |Cg - Geometry Factor:0.1003 
5120052,23232EJW33C3,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0941 
5120045,23240EJW33C2,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):920 |Reference Thermal Speed Rating (Oil):1000 |Cg - Geometry Factor:0.1003 
5120036,24056EJW33C4,e - ISO Factor:0.3 |Y0 - ISO Factor:2.25 |Y1 - ISO Factor:3.35 |Y2 - ISO Factor:2.2 |Reference Thermal Speed Rating (Grease):760 |Reference Thermal Speed Rating (Oil):860 |Cg - Geometry Factor:0.1173 
5120060,23080EJW509C08C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.98 |Y1 - ISO Factor:4.44 |Y2 - ISO Factor:2.92 |Reference Thermal Speed Rating (Grease):660 |Reference Thermal Speed Rating (Oil):760 |Cg - Geometry Factor:0.1473 
5120056,23080KEJW507C08C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.98 |Y1 - ISO Factor:4.44 |Y2 - ISO Factor:2.92 |Reference Thermal Speed Rating (Grease):660 |Reference Thermal Speed Rating (Oil):760 |Cg - Geometry Factor:0.1473 
5120068,23072KEJW507C08C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120069,23072KEJW507C08C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120072,23072KEJW906AC3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120078,23264KEJW507C08C4,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):490 |Reference Thermal Speed Rating (Oil):530 |Cg - Geometry Factor:0.1354 
5120077,24056KEJW33C4,e - ISO Factor:0.3 |Y0 - ISO Factor:2.25 |Y1 - ISO Factor:3.35 |Y2 - ISO Factor:2.2 |Reference Thermal Speed Rating (Grease):760 |Reference Thermal Speed Rating (Oil):860 |Cg - Geometry Factor:0.1173 
5120064,24060EJW33W45AC4,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.13 |Y2 - ISO Factor:2.06 |Reference Thermal Speed Rating (Grease):670 |Reference Thermal Speed Rating (Oil):750 |Cg - Geometry Factor:0.1233 
5120071,23072KEJW906AC2,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120054,23072EJW507C08C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120076,24056KEJW33C2,e - ISO Factor:0.3 |Y0 - ISO Factor:2.25 |Y1 - ISO Factor:3.35 |Y2 - ISO Factor:2.2 |Reference Thermal Speed Rating (Grease):760 |Reference Thermal Speed Rating (Oil):860 |Cg - Geometry Factor:0.1173 
5120058,23080KEJW906AC3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.98 |Y1 - ISO Factor:4.44 |Y2 - ISO Factor:2.92 |Reference Thermal Speed Rating (Grease):660 |Reference Thermal Speed Rating (Oil):760 |Cg - Geometry Factor:0.1473 
5120082,23076KEJW507C08C2,e - ISO Factor:0.22 |Y0 - ISO Factor:3.08 |Y1 - ISO Factor:4.58 |Y2 - ISO Factor:3.01 |Reference Thermal Speed Rating (Grease):710 |Reference Thermal Speed Rating (Oil):830 |Cg - Geometry Factor:0.1419 
5120067,23072KEJW507C08C2,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120079,23264KEJW507C08C2,e - ISO Factor:0.34 |Y0 - ISO Factor:1.98 |Y1 - ISO Factor:2.94 |Y2 - ISO Factor:1.93 |Reference Thermal Speed Rating (Grease):490 |Reference Thermal Speed Rating (Oil):530 |Cg - Geometry Factor:0.1354 
5120063,24060EJW33W45AC3,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.13 |Y2 - ISO Factor:2.06 |Reference Thermal Speed Rating (Grease):670 |Reference Thermal Speed Rating (Oil):750 |Cg - Geometry Factor:0.1233 
5120074,23072EJW509C08C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120083,22248KEJW33W45AC4,e - ISO Factor:0.27 |Y0 - ISO Factor:2.46 |Y1 - ISO Factor:3.67 |Y2 - ISO Factor:2.41 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1300 |Cg - Geometry Factor:0.1117 
5120081,23172KEJW507C08C4,e - ISO Factor:0.29 |Y0 - ISO Factor:2.29 |Y1 - ISO Factor:3.42 |Y2 - ISO Factor:2.24 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):590 |Cg - Geometry Factor:0.1427 
5120080,23260KEJW507C08C2,e - ISO Factor:0.34 |Y0 - ISO Factor:2 |Y1 - ISO Factor:2.98 |Y2 - ISO Factor:1.96 |Reference Thermal Speed Rating (Grease):530 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.1297 
5120084,23068KEJW507C08C2,e - ISO Factor:0.23 |Y0 - ISO Factor:2.96 |Y1 - ISO Factor:4.4 |Y2 - ISO Factor:2.89 |Reference Thermal Speed Rating (Grease):800 |Reference Thermal Speed Rating (Oil):930 |Cg - Geometry Factor:0.135 
5120075,23072EJW509C08C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120053,23072EJW507C08C2,e - ISO Factor:0.23 |Y0 - ISO Factor:2.94 |Y1 - ISO Factor:4.38 |Y2 - ISO Factor:2.88 |Reference Thermal Speed Rating (Grease):770 |Reference Thermal Speed Rating (Oil):900 |Cg - Geometry Factor:0.1391 
5120086,23232EJW33C2,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0941 
5120062,24060EJW33W45AC2,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.13 |Y2 - ISO Factor:2.06 |Reference Thermal Speed Rating (Grease):670 |Reference Thermal Speed Rating (Oil):750 |Cg - Geometry Factor:0.1233 
5120090,24152KEJW33W45AC6,e - ISO Factor:0.37 |Y0 - ISO Factor:1.82 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.78 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.115 
5120088,24152KEJW33W45AC3,e - ISO Factor:0.37 |Y0 - ISO Factor:1.82 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.78 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.115 
5120094,22338EJW33C3,e - ISO Factor:0.32 |Y0 - ISO Factor:2.12 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.1021 
5120091,23232EJW33C4,e - ISO Factor:0.33 |Y0 - ISO Factor:2.06 |Y1 - ISO Factor:3.06 |Y2 - ISO Factor:2.01 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0941 
5120095,22338EJW33C4,e - ISO Factor:0.32 |Y0 - ISO Factor:2.12 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.1021 
5120101,24072EJW33W45AC4,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):600 |Cg - Geometry Factor:0.1377 
5120089,24152KEJW33W45AC4,e - ISO Factor:0.37 |Y0 - ISO Factor:1.82 |Y1 - ISO Factor:2.7 |Y2 - ISO Factor:1.78 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):580 |Cg - Geometry Factor:0.115 
5120093,22338EJW33C2,e - ISO Factor:0.32 |Y0 - ISO Factor:2.12 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1100 |Reference Thermal Speed Rating (Oil):1200 |Cg - Geometry Factor:0.1021 
5120097,22334EJW33C4,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0955 
5120111,23048KEJW33C4,e - ISO Factor:0.23 |Y0 - ISO Factor:2.91 |Y1 - ISO Factor:4.34 |Y2 - ISO Factor:2.85 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1059 
5120114,23134EJW33C4,e - ISO Factor:0.28 |Y0 - ISO Factor:2.39 |Y1 - ISO Factor:3.55 |Y2 - ISO Factor:2.33 |Reference Thermal Speed Rating (Grease):1400 |Reference Thermal Speed Rating (Oil):1600 |Cg - Geometry Factor:0.0947 
5120096,22334EJW33C2,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.15 |Y2 - ISO Factor:2.07 |Reference Thermal Speed Rating (Grease):1200 |Reference Thermal Speed Rating (Oil):1400 |Cg - Geometry Factor:0.0955 
5120115,23228EJW33C2,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.13 |Y2 - ISO Factor:2.06 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0859 
5120108,24068EJW33W45AC2,e - ISO Factor:0.32 |Y0 - ISO Factor:2.14 |Y1 - ISO Factor:3.18 |Y2 - ISO Factor:2.09 |Reference Thermal Speed Rating (Grease):570 |Reference Thermal Speed Rating (Oil):640 |Cg - Geometry Factor:0.1335 
5120116,23228EJW33C4,e - ISO Factor:0.32 |Y0 - ISO Factor:2.11 |Y1 - ISO Factor:3.13 |Y2 - ISO Factor:2.06 |Reference Thermal Speed Rating (Grease):1500 |Reference Thermal Speed Rating (Oil):1700 |Cg - Geometry Factor:0.0859 
5120098,24072EJW33W45AC2,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.33 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):540 |Reference Thermal Speed Rating (Oil):600 |Cg - Geometry Factor:0.1377 
5120118,23048KEJW33C2,e - ISO Factor:0.23 |Y0 - ISO Factor:2.91 |Y1 - ISO Factor:4.34 |Y2 - ISO Factor:2.85 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1059 
5120113,23134EJW33C2,e - ISO Factor:0.28 |Y0 - ISO Factor:2.39 |Y1 - ISO Factor:3.55 |Y2 - ISO Factor:2.33 |Reference Thermal Speed Rating (Grease):1400 |Reference Thermal Speed Rating (Oil):1600 |Cg - Geometry Factor:0.0947 
5120128,24064EJW33W45AC3,e - ISO Factor:0.3 |Y0 - ISO Factor:2.24 |Y1 - ISO Factor:3.34 |Y2 - ISO Factor:2.19 |Reference Thermal Speed Rating (Grease):630 |Reference Thermal Speed Rating (Oil):710 |Cg - Geometry Factor:0.1277 
5120119,23048KEJW33C3,e - ISO Factor:0.23 |Y0 - ISO Factor:2.91 |Y1 - ISO Factor:4.34 |Y2 - ISO Factor:2.85 |Reference Thermal Speed Rating (Grease):1300 |Reference Thermal Speed Rating (Oil):1500 |Cg - Geometry Factor:0.1059 
