id,catalog_number,specifications
5059646,GYM1208KRRB,Bore Size d:2 1/2 in 63.5 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.200 in 5.08 mm|Series:Medium-Duty |Weight:0.5 lb 0.2 Kg|Sub Series:GYM..KRRB 
5059854,29464EM,UPC Code:87796163102 |Weight:164.0 Kg 361.5 lb
5059741,GYA107RRB,Bore Size d:1 7/16 in 36.5 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.145 in 3.68 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYA..RRB 
5059808,G1207KLLB,Bore Size d:2 7/16 in 61.9 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Labyrinth Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.202 in 5.13 mm|Dimension B1:3.063 in 77.8 mm|Dimension B2:0.874 in 22.2 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:G1…KLLB 
5059852,RA200RRB,Bore Size d:2 in 50.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Molded Shroud |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Dimension B1:1.906 in 48.4 mm|Dimension B2:0.811 in 20.6 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:RA..RRB 
5059866,GN107KLLB,Bore Size d:1 7/16 in 36.5 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Labyrinth Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.156 in 3.96 mm|Dimension B1:2.031 in 51.6 mm|Dimension B2:0.689 in 17.5 mm|Series:Medium-Duty |Weight:0.5 lb 0.2 Kg|Sub Series:GN..KLLB 
5059863,GRAE35RRB,Bore Size d:1.378 in 35 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Molded Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.145 in 3.68 mm|Dimension B1:1.531 in 38.9 mm|Dimension B2:0.673 in 17.1 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GRAE..RRB 
5059870,1102KRRB,Bore Size d:1 1/8 in 28.6 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Non-Relubricatable |O.D. Type:Spherical OD |Dimension B1:1.906 in 48.4 mm|Dimension B2:0.626 in 15.9 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:1..KRRB 
5059884,GRA012RRB,Bore Size d:3/4 in 19.1 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Molded Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.120 in 3.05 mm|Dimension B1:1.220 in 31 mm|Dimension B2:0.531 in 13.5 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GRA..RRB 
5059894,29476EM,UPC Code:87796163119 |Weight:241.7 Kg 564.4 lb
5059776,GYAE50RRB,Bore Size d:1.969 in 50 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.175 in 4.44 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYAE..RRB 
5060008,2MM9112WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.409 Kg 0.90 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060041,MM9108K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.18 Kg 0.4 lb|Precision Class:ISO P4S (ABEC 7/9) 
5060045,MM204K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.100 Kg 0.22 lb|Precision Class:ISO P4S (ABEC 7/9) 
5060044,MM203K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.062 Kg 0.14 lb|Precision Class:ISO P4S (ABEC 7/9) 
5059770,GYA106RRB,Bore Size d:1 3/8 in 34.9 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.145 in 3.68 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYA..RRB 
5060082,5212K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.388 Kg 3.06 lb|Design Units:METRIC 
5060080,5211W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.039 Kg 2.29 lb|Design Units:METRIC 
5060075,5210W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.753 Kg 1.66 lb|Design Units:METRIC 
5059726,GYM1100KRRB,Bore Size d:1 in 25.4 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.156 in 3.96 mm|Series:Medium-Duty |Weight:0.5 lb 0.2 Kg|Sub Series:GYM..KRRB 
5060022,2MM206WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.195 Kg 0.43 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060111,312W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:1.923 Kg 4.24 lb
5060114,313K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:2.168 Kg 4.78 lb
5060101,7321WN MBR,"Ball Type:Steel |Cage Type:Outer Ring Piloted, Machined Bronze Cage |Bearing Weight:9.498 Kg 20.92 lb|Design Units:METRIC "
5060506,2MM9118WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:1.170 Kg 2.580 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060490,2MM207WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.28 Kg 0.62 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060514,2MM9120WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:1.299 Kg 2.86 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060073,5210K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.753 Kg 1.66 lb|Design Units:METRIC 
5060318,5212W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.388 Kg 3.06 lb|Design Units:METRIC 
5059814,GYAE55RRB,Bore Size d:2.165 in 55 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.193 in 4.9 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYAE..RRB 
5060649,2MM9117WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.901 Kg 1.99 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060078,5211K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.039 Kg 2.29 lb|Design Units:METRIC 
5060611,MM9122K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:1.882 Kg 4.15 lb|Precision Class:ISO P4S (ABEC 7/9) 
5060744,2MM9100WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.018 Kg 0.04 lb|Design Units:METRIC 
5059881,GYM1300KRRB,Bore Size d:3 in 76.2 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.219 in 5.56 mm|Series:Medium-Duty |Weight:0.5 lb 0.2 Kg|Sub Series:GYM..KRRB 
5060588,2MM9107WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.151 Kg 0.33 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060747,2MM202WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.044 Kg 0.100 lb|Design Units:METRIC 
5059841,GYE17KRRB,Bore Size d:0.669 in 17 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Shroud Seal |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.107 in 2.72 mm|Series:Industrial |Weight:0.5 lb 0.2 Kg|Sub Series:GYE..KRRB 
5060832,2MM203WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.064 Kg 0.14 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5059818,GYA203RRB,Bore Size d:2 3/16 in 55.6 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.193 in 4.9 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYA..RRB 
5060795,2MM9109WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.24 Kg 0.53 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060862,2MM9124WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:2.180 Kg 4.81 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060837,2MM204WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.103 Kg 0.23 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060816,MM205K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.122 Kg 0.27 lb|Precision Class:ISO P4S (ABEC 7/9) 
5060948,2MM219WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:2.669 Kg 5.88 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5061084,MM208K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.337 Kg 0.74 lb|Precision Class:ISO P4S (ABEC 7/9) 
5060860,MM9124K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:2.019 Kg 4.45 lb|Precision Class:ISO P4S (ABEC 7/9) 
5060945,MM207K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.267 Kg 0.59 lb|Precision Class:ISO P4S (ABEC 7/9) 
5060890,3MM205WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.127 Kg 0.28 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5060886,2MM205WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.127 Kg 0.28 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5059885,GYA012RRB,Bore Size d:3/4 in 19.1 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.120 in 3.05 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYA..RRB 
5061130,2MM9316WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.390 Kg 0.85 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5059851,GYA200RRB,Bore Size d:2 in 50.8 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.193 in 4.9 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYA..RRB 
5061134,MM209K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.377 Kg 0.83 lb|Precision Class:ISO P4S (ABEC 7/9) 
5060817,MM206K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.185 Kg 0.41 lb|Precision Class:ISO P4S (ABEC 7/9) 
5061158,2MM208WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.352 Kg 0.780 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5059864,GYAE35RRB,Bore Size d:1.378 in 35 mm|Bore Type:Cylindrical bore |Bearing Type:Ball Bearing |Seal Type:Narrow Shroud |Material:Bearing Steel |Lubrication Type:Relubricatable |O.D. Type:Spherical OD |Dimension M:0.145 in 3.68 mm|Series:Standard |Weight:0.5 lb 0.2 Kg|Sub Series:GYAE..RRB 
5061149,7406W,Ball Type:Steel |Cage Type:Steel Cage |Bearing Weight:0.957 Kg 2.11 lb|Design Units:METRIC 
5061104,3MM306WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.328 Kg 0.72 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5061142,7310WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:1.139 Kg 2.51 lb|Design Units:METRIC "
5061071,MM9126K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:3.041 Kg 6.70 lb|Precision Class:ISO P4S (ABEC 7/9) 
5061174,MM212K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.727 Kg 1.60 lb|Precision Class:ISO P4S (ABEC 7/9) 
5061136,7408W,Ball Type:Steel |Cage Type:Steel Cage |Bearing Weight:1.311 Kg 2.89 lb|Design Units:METRIC 
5061183,7207WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.286 Kg 0.63 lb|Design Units:METRIC "
5061147,7405W,Ball Type:Steel |Cage Type:Steel Cage |Bearing Weight:0.925 Kg 2.04 lb|Design Units:METRIC 
5061199,7210WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.508 Kg 1.12 lb|Design Units:METRIC "
5061196,7209WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.435 Kg 0.96 lb|Design Units:METRIC "
5061223,5306W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.612 Kg 1.35 lb|Design Units:METRIC 
5061206,7212WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.835 Kg 1.84 lb|Design Units:METRIC "
5061192,7208WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.331 Kg 0.73 lb|Design Units:METRIC "
5061135,MM210K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.425 Kg 0.94 lb|Precision Class:ISO P4S (ABEC 7/9) 
5061230,5308K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.139 Kg 2.51 lb|Design Units:METRIC 
5061150,7407W,Ball Type:Steel |Cage Type:Steel Cage |Bearing Weight:1.002 Kg 2.210 lb|Design Units:METRIC 
5061217,5303K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.191 Kg 0.42 lb|Design Units:METRIC 
5061173,MM211K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.564 Kg 1.24 lb|Precision Class:ISO P4S (ABEC 7/9) 
5061219,5305K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.367 Kg 0.81 lb|Design Units:METRIC 
5061233,7206WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.209 Kg 0.46 lb|Design Units:METRIC "
5061203,7211WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.635 Kg 1.40 lb|Design Units:METRIC "
5061221,5306K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.612 Kg 1.35 lb|Design Units:METRIC 
5061246,2MM212WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:0.787 Kg 1.74 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5061226,5307K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.871 Kg 1.920 lb|Design Units:METRIC 
5061209,7205WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.132 Kg 0.29 lb|Design Units:METRIC "
5061239,7203W,Ball Type:Steel |Cage Type:Nylon Cage |Bearing Weight:0.068 Kg 0.15 lb|Design Units:METRIC 
5061272,5309K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.433 Kg 3.16 lb|Design Units:METRIC 
5061282,5405W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.902 Kg 1.988 lb|Design Units:METRIC 
5061218,5304K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.222 Kg 0.49 lb|Design Units:METRIC 
5061254,MM214K,Design Units:METRIC |Ball Type:Steel |Cage Type:CR - Phenolic Inner Land Riding Cage |Bearing Weight:0.994 Kg 2.19 lb|Precision Class:ISO P4S (ABEC 7/9) 
5061236,7202W,Ball Type:Steel |Cage Type:Nylon Cage |Bearing Weight:0.045 Kg 0.100 lb|Design Units:METRIC 
5061302,2MM214WI,Ball Type:Steel |Cage Type:CR - Phenolic Outer Land Riding Cage |Bearing Weight:1.074 Kg 2.37 lb|Design Units:METRIC |Precision Class:ISO P4S (ABEC 7/9) 
5061315,7307WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.408 Kg 0.90 lb|Design Units:METRIC "
5061280,5310W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:2.091 Kg 4.61 lb|Design Units:METRIC 
5061278,5310K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:2.091 Kg 4.61 lb|Design Units:METRIC 
5061312,7306WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.363 Kg 0.80 lb|Design Units:METRIC "
5061269,5308W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.139 Kg 2.51 lb|Design Units:METRIC 
5061307,7304WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.150 Kg 0.33 lb|Design Units:METRIC "
5061330,5311K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:2.722 Kg 6.00 lb|Design Units:METRIC 
5061274,5309W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.433 Kg 3.16 lb|Design Units:METRIC 
5061421,313W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:2.413 Kg 5.32 lb
5061318,7308WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.667 Kg 1.47 lb|Design Units:METRIC "
5061310,7305WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.241 Kg 0.53 lb|Design Units:METRIC "
5061434,9115K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.68 Kg 1.50 lb
5061321,7309WN,"Ball Type:Steel |Cage Type:Ball Piloted, Pressed Brass Cage |Bearing Weight:0.885 Kg 1.95 lb|Design Units:METRIC "
5061424,7330WN MBR,"Ball Type:Steel |Cage Type:Outer Ring Piloted, Machined Bronze Cage |Bearing Weight:24.907 Kg 54.86 lb|Design Units:METRIC "
5061466,209W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.463 Kg 1.02 lb
5061472,211W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.681 Kg 1.50 lb
5061486,314W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:2.885 Kg 6.36 lb
5061428,7411PW BR,Ball Type:Steel |Cage Type:Steel Cage |Bearing Weight:2.681 Kg 5.91 lb|Design Units:METRIC 
5061471,210W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.522 Kg 1.15 lb
5061228,5307W,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:0.871 Kg 1.920 lb|Design Units:METRIC 
5061488,315K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:3.175 Kg 7.000 lb
5061495,5213K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:1.923 Kg 4.24 lb|Design Units:METRIC 
5061481,314K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:2.617 Kg 5.77 lb
5061500,5215K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:2.336 Kg 5.15 lb|Design Units:METRIC 
5061503,5217,Ball Type:Steel |Cage Type:2 Pice Alternate Finger |Bearing Weight:3.629 Kg 8.00 lb|Design Units:METRIC 
5061497,5214K,Ball Type:Steel |Cage Type:Snap In |Bearing Weight:2.096 Kg 4.62 lb|Design Units:METRIC 
5061501,5216,Ball Type:Steel |Cage Type:2 Pice Alternate Finger |Bearing Weight:2.867 Kg 6.32 lb|Design Units:METRIC 
5061518,9126K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:3.400 Kg 7.40 lb
5061514,9121K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:1.600 Kg 3.60 lb
5061547,317K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:5.008 Kg 11.04 lb
5061478,212W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.885 Kg 1.95 lb
5061460,207W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.313 Kg 0.690 lb
5061490,9117K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:0.966 Kg 2.13 lb
5061519,9128K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:3.600 Kg 8.00 lb
5061538,315W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:3.497 Kg 7.71 lb
5061515,9124K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:2.200 Kg 4.90 lb
5061594,322W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:10.810 Kg 23.84 lb
5061582,320K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:7.085 Kg 15.62 lb
5061584,320W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:7.992 Kg 17.62 lb
5061579,318K,Design Units:METRIC |Ball Type:Steel |Bearing Weight:5.121 Kg 11.29 lb
5061544,316W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:4.154 Kg 9.15 lb
5061578,317W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:4.872 Kg 10.74 lb
5066718,23196KYMBW507C08,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:490.400 Kg 1078.90 lb|Cage Type:YMB |UPC Code:087796141018 |Cage Material:BRASS 
5061574,120W2,Design Units:METRIC |Ball Type:Steel |Bearing Weight:2.041 Kg 4.50 lb
5066729,239/670YMBW509C08C3,Design Unit:METRIC |Bearing Weight:306.700 Kg 674.70 lb|Cage Type:YMB |UPC Code:087796236479 |Cage Material:BRASS 
5064037,SDAF 23264,Bearing Number:23264 |Diameter S-2:14 in|Diameter S-3:12 1/4 in|A:14.0000 in|B:43.7500 in|C:17.7500 in|D:5.0000 in|E Max.:38.2500 in|E Min.:36.7500 in|F:10.75 in|H:27.8750 in|Oil Level K:5.1250 in|L:18.750 in|4 Base Bolts Req’d:2 in|Housing Only:SDAF3264 |Bolt Hole Length:2.75 in|Bolt Hole Width:2 in|Stabilizing Ring 1 Req’d:A8977 |Triple Seal 2 Req’d at S-2:ER876 |Triple Seal 2 Req’d at S-3:ER983 |Assembly Weight:2500.000 lb|Lock Washer:NO64 |Lock Plate:P64 |Tightening Bolt Size:1 3/4 
5061581,319W,Design Units:METRIC |Ball Type:Steel |Bearing Weight:6.514 Kg 14.36 lb
5061526,MS3064,t:5 mm|S:24.0 mm|L:15 mm|S:9 mm|i:21.0 mm|L:31.0 mm|Appropriate Locknut No.:HM3064 
5066728,239/670YMBW509C08,Design Unit:METRIC |Bearing Weight:306.700 Kg 674.70 lb|Cage Type:YMB |UPC Code:087796236462 |Cage Material:BRASS 
5061528,MS3084,t:5 mm|S:32.0 mm|L:15 mm|S:12 mm|i:24.0 mm|L:34.0 mm|Appropriate Locknut No.:HM3084 
5066745,230/850YMBW45W805C6,Design Unit:METRIC |Bearing Weight:1048.000 Kg 2305.60 lb|Cage Type:YMB |UPC Code:087796191723 |Cage Material:BRASS 
5066739,230/500KYMBW507C08,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:222.00 Kg 488.40 lb|Cage Type:YMB |UPC Code:087796312166 |Cage Material:BRASS 
5066703,HA2326,d1:4 7/16 in 112.71 mm|L:121.00 mm|C:23 mm|G:M130x2 |D:165 mm|Locknut:KM26 |Lockwasher and Lockplates:MB26 |Appropriate Hydraulic Nut:HMV26 
5066740,230/500KYMBW507C08C3,Design Unit:METRIC |Bore Taper:1/12 |Bearing Weight:222.00 Kg 488.40 lb|Cage Type:YMB |UPC Code:087796141209 |Cage Material:BRASS 
5066826,SDAF 22322,Bearing Number:22322 |Diameter S-2:4 7/8 in|Diameter S-3:4 3/16 in|A:6.00 in|B:18.3750 in|C:7.500 in|D:2.3750 in|E Max.:16.0000 in|E Min.:14.6250 in|F:4.50 in|H:11.8750 in|Oil Level K:2.5000 in|L:8.000 in|Y:2.4844 in|No. of Base Bolts Required:4 |Bolt Hole Length:1.6875 in|Bolt Hole Width:1.000 in|Size of Base Bolts Required:1 in|Locknut:AN22 |Lockwasher:W22 |Housing Only:SDAF322 |Stabilizing Ring 1 Req’d:SR-0-22 |Triple Seal 2 Req’d at S-2:LER121 |Triple Seal 2 Req’d at S-3:LER113 |Assembly Weight:145.000 lb
