id,catalog_number,basic_load_ratings
5117003,22317EMW33C3,C0 - Static Radial Rating:584000 N 131000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):543000 N 122000 lbf
5117021,22315KEMW33C3,C0 - Static Radial Rating:478000 N 107000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):450000 N 101000 lbf
5117018,22315EMW800C4,C0 - Static Radial Rating:478000 N 107000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):450000 N 101000 lbf
5117001,22317KEJW33C3,C0 - Static Radial Rating:584000 N 131000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):543000 N 122000 lbf
5117030,21312EJW33C3,C0 - Static Radial Rating:219000 N 49200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):225000 N 50500 lbf
5117027,21312KEJW33C3,C0 - Static Radial Rating:219000 N 49200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):225000 N 50500 lbf
5117051,NU1048MA,C0 - Static Radial Rating:832000 N 187000 lbf|C - Dynamic Radial Rating:595000 N 134000 lbf
5117119,22319EJW33C3,C0 - Static Radial Rating:774000 N 174000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):694000 N 156000 lbf
5117135,23122KEJW33C3,C0 - Static Radial Rating:686000 N 154000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):518000 N 116000 lbf
5117133,23122EJW33C4,C0 - Static Radial Rating:686000 N 154000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):518000 N 116000 lbf
5117112,22313EJW33C2,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117143,23026EJW33C3,C0 - Static Radial Rating:723000 N 162000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):518000 N 116000 lbf
5117152,23120EMW33W21A,C0 - Static Radial Rating:583000 N 131000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):446000 N 100000 lbf
5117142,23026KEJW33C3,C0 - Static Radial Rating:723000 N 162000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):518000 N 116000 lbf
5117159,22211KEMW33C3,C0 - Static Radial Rating:134000 N 30100 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):134000 N 30100 lbf
5117151,21315KEJW33C3,C0 - Static Radial Rating:321000 N 72200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):322000 N 72400 lbf
5117140,23026EJW33C4,C0 - Static Radial Rating:723000 N 162000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):518000 N 116000 lbf
5117121,22319KEJW33C3,C0 - Static Radial Rating:774000 N 174000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):694000 N 156000 lbf
5117162,24024EJW33W89C4,C0 - Static Radial Rating:762000 N 171000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):523000 N 117000 lbf
5117164,22217EJW33C2,C0 - Static Radial Rating:320000 N 71900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):297000 N 66900 lbf
5117172,22314EJW33C2,C0 - Static Radial Rating:414000 N 93100 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):395000 N 88800 lbf
5117166,23122EMW33C3,C0 - Static Radial Rating:686000 N 154000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):518000 N 116000 lbf
5117132,23122EJW33C3,C0 - Static Radial Rating:686000 N 154000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):518000 N 116000 lbf
5117173,24124EJW33C2,C0 - Static Radial Rating:1080000 N 242000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):778000 N 175000 lbf
5117178,22218EJW841C4,C0 - Static Radial Rating:388000 N 87200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):355000 N 79700 lbf
5117165,22319EMW33W800C4,C0 - Static Radial Rating:725000 N 163000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):663000 N 149000 lbf
5117176,23218KEJW841C3,C0 - Static Radial Rating:521000 N 117000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):436000 N 98000 lbf
5117179,22205EJW841C4,C0 - Static Radial Rating:43100 N 9690 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):50600 N 11400 lbf
5117149,21315EJW33C3,C0 - Static Radial Rating:321000 N 72200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):322000 N 72400 lbf
5117193,24024EJW841C4,C0 - Static Radial Rating:762000 N 171000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):523000 N 117000 lbf
5117189,21313EJW33C2,C0 - Static Radial Rating:254000 N 57100 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):259000 N 58200 lbf
5117171,22311EJW33C4,C0 - Static Radial Rating:265000 N 59500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):266000 N 59800 lbf
5117186,24024KEJW33C3,C0 - Static Radial Rating:762000 N 171000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):523000 N 117000 lbf
5117177,22212KEJW33C2,C0 - Static Radial Rating:174000 N 39000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):169000 N 38100 lbf
5117181,22313KEJW33C2,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117188,22313EJW841C4,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117174,22313KEMW33C3,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117192,24024EJW841C3,C0 - Static Radial Rating:762000 N 171000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):523000 N 117000 lbf
5117191,22222KEJW33C5,C0 - Static Radial Rating:653000 N 147000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):555000 N 125000 lbf
5117194,22224KEJW22C3,C0 - Static Radial Rating:772000 N 174000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):647000 N 145000 lbf
5117200,22224EJW33C4,C0 - Static Radial Rating:772000 N 174000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):647000 N 145000 lbf
5117175,22313KEMW33C4,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117187,22311EJW33W21A,C0 - Static Radial Rating:265000 N 59500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):266000 N 59800 lbf
5117182,22313KEJW33C3,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117218,23220EMW33C2,C0 - Static Radial Rating:678000 N 152000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):554000 N 124000 lbf
5117205,22309EJW33C4,C0 - Static Radial Rating:182000 N 40800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):190000 N 42700 lbf
5117207,22206EJW841C3,C0 - Static Radial Rating:60800 N 13700 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):67400 N 15200 lbf
5117216,24024EJW33W89C3,C0 - Static Radial Rating:762000 N 171000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):523000 N 117000 lbf
5117190,22312EJW33C2,C0 - Static Radial Rating:307000 N 69000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):306000 N 68800 lbf
5117228,22224EJW33W22C2,C0 - Static Radial Rating:772000 N 174000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):647000 N 145000 lbf
5117206,22309EJW33W21FC3,C0 - Static Radial Rating:182000 N 40800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):190000 N 42700 lbf
5117222,22319EMW33C2,C0 - Static Radial Rating:725000 N 163000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):663000 N 149000 lbf
5117224,24030EJW33C3,C0 - Static Radial Rating:1240000 N 278000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):808000 N 182000 lbf
5117225,24030EJW33C4,C0 - Static Radial Rating:1240000 N 278000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):808000 N 182000 lbf
5117214,24030EJW841C4,C0 - Static Radial Rating:1240000 N 278000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):808000 N 182000 lbf
5117220,24122EJW841C3,C0 - Static Radial Rating:811000 N 182000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):595000 N 134000 lbf
5117217,23220KEJW33C2,C0 - Static Radial Rating:678000 N 152000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):554000 N 124000 lbf
5117238,24130EJW33C4,C0 - Static Radial Rating:1680000 N 378000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1180000 N 264000 lbf
5117231,22224KEJW33C3,C0 - Static Radial Rating:772000 N 174000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):647000 N 145000 lbf
5117210,22314EMW33W800C2,C0 - Static Radial Rating:414000 N 93100 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):395000 N 88800 lbf
5117237,24130EJW33C3,C0 - Static Radial Rating:1680000 N 378000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1180000 N 264000 lbf
5117219,24122EJW33C2,C0 - Static Radial Rating:811000 N 182000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):595000 N 134000 lbf
5117241,24130EJW841C3,C0 - Static Radial Rating:1680000 N 378000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1180000 N 264000 lbf
5117213,24030EJW841C3,C0 - Static Radial Rating:1240000 N 278000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):808000 N 182000 lbf
5117249,23032EMW33C3,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5117239,24130KEJW33C3,C0 - Static Radial Rating:1680000 N 378000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1180000 N 264000 lbf
5117257,23130EMW33C5,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5117229,24030KEJW33C3,C0 - Static Radial Rating:1240000 N 278000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):808000 N 182000 lbf
5117244,23032KEMW33C4,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5117246,23228KEMW33C3,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1090000 N 246000 lbf
5117250,23032EMW33C4,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5117255,23130EMW33C3,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5117252,23228EMW33C4,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1090000 N 246000 lbf
5117262,23322EMW33W800C3,C0 - Static Radial Rating:1080000 N 243000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):979000 N 220000 lbf
5117243,23032KEMW33C3,C0 - Static Radial Rating:1040000 N 235000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):705000 N 159000 lbf
5117263,23322EMW33W800C4,C0 - Static Radial Rating:1080000 N 243000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):979000 N 220000 lbf
5117271,22214EJW33C4,C0 - Static Radial Rating:231000 N 52000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):213000 N 47800 lbf
5117266,23130KEMW33C4,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5117259,23130KEMW33C3,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5117273,23928EMW33C3,C0 - Static Radial Rating:477000 N 107000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):314000 N 70500 lbf
5117264,23322EMW33W800C6,C0 - Static Radial Rating:1080000 N 243000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):979000 N 220000 lbf
5117256,23130EMW33C4,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5117267,23130EMW33W25,C0 - Static Radial Rating:1390000 N 312000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1000000 N 225000 lbf
5117265,22214EMWSLBC3,C0 - Static Radial Rating:219000 N 49200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):205000 N 46000 lbf
5117275,23322EMW800C4,C0 - Static Radial Rating:1080000 N 243000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):979000 N 220000 lbf
5117272,23322EMW33W22C7,C0 - Static Radial Rating:1080000 N 243000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):979000 N 220000 lbf
5117278,22313EMW800C4,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117277,6320-2RS-C3,Cr - Dynamic Load Rating:173 kN|C0r - Static Load Rating:140.2 kN
5117279,23122KEMW33C3,C0 - Static Radial Rating:686000 N 154000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):518000 N 116000 lbf
5117274,23322EMW810C4,C0 - Static Radial Rating:1080000 N 243000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):979000 N 220000 lbf
5117270,22214EJW33C3,C0 - Static Radial Rating:231000 N 52000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):213000 N 47800 lbf
5117301,22217KEJW33C2,C0 - Static Radial Rating:320000 N 71900 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):297000 N 66900 lbf
5117299,22216EJW841C4,C0 - Static Radial Rating:278000 N 62500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):254000 N 57200 lbf
5117282,24038EJW33C3,C0 - Static Radial Rating:2100000 N 473000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1330000 N 300000 lbf
5117302,22222KEJW33C2,C0 - Static Radial Rating:653000 N 147000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):555000 N 125000 lbf
5117290,22319KEMW33W800C4,C0 - Static Radial Rating:725000 N 163000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):663000 N 149000 lbf
5117304,22212EJW33C2,C0 - Static Radial Rating:174000 N 39000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):169000 N 38100 lbf
5117316,22313EMW33C4,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117300,22218KEJW33C2,C0 - Static Radial Rating:388000 N 87200 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):355000 N 79700 lbf
5117306,22210EJW841C3,C0 - Static Radial Rating:118000 N 26600 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):117000 N 26300 lbf
5117308,22205EJW33C5,C0 - Static Radial Rating:43100 N 9690 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):50600 N 11400 lbf
5117319,22313KEMW33W800C4,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117313,22313EMW33W800C4,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117307,21307EJW33C4,C0 - Static Radial Rating:77800 N 17500 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):90200 N 20300 lbf
5117295,22319EMW47W22C3,C0 - Static Radial Rating:725000 N 163000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):663000 N 149000 lbf
5117325,24036EJW33C4,C0 - Static Radial Rating:2040000 N 460000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1320000 N 296000 lbf
5117330,24126EJW33C3,C0 - Static Radial Rating:1130000 N 255000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):798000 N 179000 lbf
5117311,23224EMW33C4,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5117332,23224EMW22C3,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5117305,22308EJW33C2,C0 - Static Radial Rating:147000 N 33100 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):155000 N 34900 lbf
5117315,22313EMW33C3,C0 - Static Radial Rating:346000 N 77800 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):344000 N 77400 lbf
5117303,22312EMW33C2,C0 - Static Radial Rating:307000 N 69000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):306000 N 68800 lbf
5117324,23224KEMW33C3,C0 - Static Radial Rating:1040000 N 234000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):824000 N 185000 lbf
5117347,23932EMW33C3,C0 - Static Radial Rating:654000 N 147000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):421000 N 94700 lbf
5117320,6032-C3,Cr - Dynamic Load Rating:136.6 kN|C0r - Static Load Rating:135.4 kN
5117361,24128EJW33C4,C0 - Static Radial Rating:1290000 N 289000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):894000 N 201000 lbf
5117351,6212-2RS-NR,Cr - Dynamic Load Rating:47.8 kN|C0r - Static Load Rating:32.9 kN
5117331,24126EJW33C4,C0 - Static Radial Rating:1130000 N 255000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):798000 N 179000 lbf
5117356,22226KEJW33C2,C0 - Static Radial Rating:945000 N 212000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):757000 N 170000 lbf
5117360,24128EJW33C3,C0 - Static Radial Rating:1290000 N 289000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):894000 N 201000 lbf
5117348,23932EMW33W94AC08,C0 - Static Radial Rating:654000 N 147000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):421000 N 94700 lbf
5117354,23136EJW33C3,C0 - Static Radial Rating:2000000 N 449000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1410000 N 317000 lbf
5117350,24028EJW33C3,C0 - Static Radial Rating:1060000 N 238000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):702000 N 158000 lbf
5117362,24028EJW33C4,C0 - Static Radial Rating:1060000 N 238000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):702000 N 158000 lbf
5117338,24036EJW33C3,C0 - Static Radial Rating:2040000 N 460000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1320000 N 296000 lbf
5117377,22322EJW33C3,C0 - Static Radial Rating:1050000 N 236000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):949000 N 213000 lbf
5117357,22226KEJW33C3,C0 - Static Radial Rating:945000 N 212000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):757000 N 170000 lbf
5117358,22226KEJW33C4,C0 - Static Radial Rating:945000 N 212000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):757000 N 170000 lbf
5117376,22322EJW33C2,C0 - Static Radial Rating:1050000 N 236000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):949000 N 213000 lbf
5117384,22236EJW33C4,C0 - Static Radial Rating:1700000 N 382000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1340000 N 301000 lbf
5117386,24040EJW33C4,C0 - Static Radial Rating:2460000 N 552000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1560000 N 351000 lbf
5117403,23028EJW33C4,C0 - Static Radial Rating:802000 N 180000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):551000 N 124000 lbf
5117415,24138EJW33C3,C0 - Static Radial Rating:2760000 N 619000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1870000 N 421000 lbf
5117413,22332EJW33C3,C0 - Static Radial Rating:2110000 N 475000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1800000 N 405000 lbf
5117404,23028EJW33C5,C0 - Static Radial Rating:802000 N 180000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):551000 N 124000 lbf
5117385,24040EJW33C3,C0 - Static Radial Rating:2460000 N 552000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1560000 N 351000 lbf
5117417,23128EMW33C2,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5117407,22222KEJW33C4,C0 - Static Radial Rating:653000 N 147000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):555000 N 125000 lbf
5117419,23128EMW33C4,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5117416,24138EJW33C4,C0 - Static Radial Rating:2760000 N 619000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1870000 N 421000 lbf
5117402,23028EJW33C3,C0 - Static Radial Rating:802000 N 180000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):551000 N 124000 lbf
5117418,23128EMW33C3,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5117389,24136EJW33C3,C0 - Static Radial Rating:2450000 N 550000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1650000 N 370000 lbf
5117390,24136EJW33C4,C0 - Static Radial Rating:2450000 N 550000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1650000 N 370000 lbf
5117420,22319EMW810C4,C0 - Static Radial Rating:725000 N 163000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):663000 N 149000 lbf
5117454,23128KEMW33C3,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5117456,22319EMW22C2,C0 - Static Radial Rating:725000 N 163000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):663000 N 149000 lbf
5117496,24032EJW33C3,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):914000 N 206000 lbf
5117506,22228KEJW33C4,C0 - Static Radial Rating:1060000 N 237000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):863000 N 194000 lbf
5117504,22228KEJW33C2,C0 - Static Radial Rating:1060000 N 237000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):863000 N 194000 lbf
5117495,24032EJW33C2,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):914000 N 206000 lbf
5117458,23128EMW33W25,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5117497,24032EJW33C4,C0 - Static Radial Rating:1410000 N 317000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):914000 N 206000 lbf
5117524,6210-2RS-C4,Cr - Dynamic Load Rating:35 kN|C0r - Static Load Rating:23.2 kN
5117525,6212-2RS-C4,Cr - Dynamic Load Rating:47.8 kN|C0r - Static Load Rating:32.9 kN
5117505,22228KEJW33C3,C0 - Static Radial Rating:1060000 N 237000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):863000 N 194000 lbf
5117521,6207-2RS-C4,Cr - Dynamic Load Rating:25.7 kN|C0r - Static Load Rating:15.3 kN
5117511,24132EJW33C4,C0 - Static Radial Rating:2000000 N 449000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1390000 N 313000 lbf
5117526,6310-2RS-C4,Cr - Dynamic Load Rating:57.5 kN|C0r - Static Load Rating:35.3 kN
5117528,22214EJW33S2C3,C0 - Static Radial Rating:231000 N 52000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):213000 N 47800 lbf
5117457,23128EMW841,C0 - Static Radial Rating:1070000 N 240000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):766000 N 172000 lbf
5117522,6208-2RS-C4,Cr - Dynamic Load Rating:29.5 kN|C0r - Static Load Rating:18.1 kN
5117527,6311-2RS-C4,Cr - Dynamic Load Rating:71.5 kN|C0r - Static Load Rating:44.6 kN
5117532,24048EMBW33W69C2,C0 - Static Radial Rating:2900000 N 652000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1790000 N 403000 lbf
5117523,6209-2RS-C4,Cr - Dynamic Load Rating:31.2 kN|C0r - Static Load Rating:20.3 kN
5117551,23938EMW33W89C3,C0 - Static Radial Rating:964000 N 217000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):589000 N 133000 lbf
5117554,23132EJW33C3,C0 - Static Radial Rating:1580000 N 354000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1160000 N 261000 lbf
5117531,24134EJW33C4,C0 - Static Radial Rating:2110000 N 475000 lbf|C1(2) - Dynamic Radial Rating (Two-Rows):1440000 N 324000 lbf
