id,catalog_number,abutment_and_fillet_dimensions
5116399,22207KEJW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:45.000 mm 1.800 in|Da - Outer Ring Backing Diameter:65.000 mm 2.600 in"
5118070,23038KEMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:214.000 mm 8.400 in|Da - Outer Ring Backing Diameter:270.000 mm 10.600 in"
5077057,23272YMBW33W45A,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:420.000 mm 16.500 in|Da - Outer Ring Backing Diameter:583.000 mm 22.900 in"
5119945,23068EJW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:381.000 mm 15.000 in|Da - Outer Ring Backing Diameter:481.000 mm 18.900 in"
5117894,22328KEMW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:182.000 mm 7.100 in|Da - Outer Ring Backing Diameter:270.000 mm 10.600 in"
5118217,23244EMBW33W45A,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:257.000 mm 10.100 in|Da - Outer Ring Backing Diameter:359.000 mm 14.100 in"
5120271,23136EMW507C08,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:208.000 mm 8.200 in|Da - Outer Ring Backing Diameter:275.000 mm 10.800 in"
5119227,23964EMBW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:349.000 mm 13.800 in|Da - Outer Ring Backing Diameter:414.000 mm 16.300 in"
5117530,24134EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:192.000 mm 7.500 in|Da - Outer Ring Backing Diameter:255.000 mm 10.100 in"
5119932,23076KEJW906A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:420.000 mm 16.500 in|Da - Outer Ring Backing Diameter:520.000 mm 20.500 in"
5116949,23124KEMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:138.000 mm 5.400 in|Da - Outer Ring Backing Diameter:182.000 mm 7.200 in"
5116444,22309KEJW33,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:58.000 mm 2.300 in|Da - Outer Ring Backing Diameter:90.000 mm 3.500 in"
5119209,23968EMBW509C08,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:369.000 mm 14.500 in|Da - Outer Ring Backing Diameter:435.000 mm 17.100 in"
5117355,22226KEJW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:155.000 mm 6.100 in|Da - Outer Ring Backing Diameter:210.000 mm 8.300 in"
5119189,23080KEMBW906A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:444.000 mm 17.500 in|Da - Outer Ring Backing Diameter:555.000 mm 21.900 in"
5118913,24164EMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:360.000 mm 14.200 in|Da - Outer Ring Backing Diameter:489.000 mm 19.300 in"
5082100,22308EMW33W800,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:53.000 mm 2.100 in|Da - Outer Ring Backing Diameter:81.000 mm 3.200 in"
5077028,23096YMBW525C08,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:532.000 mm 21.000 in|Da - Outer Ring Backing Diameter:651.000 mm 25.600 in"
5119985,23172EJW509C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:416.000 mm 16.400 in|Da - Outer Ring Backing Diameter:546.000 mm 21.500 in"
5117309,23224EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:142.000 mm 5.600 in|Da - Outer Ring Backing Diameter:197.000 mm 7.700 in"
5119398,22326KEJW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:169.000 mm 6.700 in|Da - Outer Ring Backing Diameter:252.000 mm 9.900 in"
5116612,22216EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:95.000 mm 3.700 in|Da - Outer Ring Backing Diameter:129.000 mm 5.100 in"
5117692,23328EMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:175.000 mm 6.900 in|Da - Outer Ring Backing Diameter:261.000 mm 10.300 in"
5067972,23184YMBW507C08,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:480.000 mm 18.900 in|Da - Outer Ring Backing Diameter:636.000 mm 25.100 in"
5120174,23236EJW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:211.000 mm 8.300 in|Da - Outer Ring Backing Diameter:292.000 mm 11.500 in"
5118677,23156KEJW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:318.000 mm 12.500 in|Da - Outer Ring Backing Diameter:419.000 mm 16.500 in"
5119204,23980EMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:436.000 mm 17.200 in|Da - Outer Ring Backing Diameter:511.000 mm 20.100 in"
5117269,22214EJW33,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:84.000 mm 3.300 in|Da - Outer Ring Backing Diameter:114.000 mm 4.500 in"
5118506,22332KEMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:207.000 mm 8.100 in|Da - Outer Ring Backing Diameter:306.000 mm 12.000 in"
5119521,23032EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:180.000 mm 7.100 in|Da - Outer Ring Backing Diameter:224.000 mm 8.800 in"
5119857,23064EJW509C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:355.000 mm 14.000 in|Da - Outer Ring Backing Diameter:444.000 mm 17.500 in"
5117661,24040KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:223.000 mm 8.800 in|Da - Outer Ring Backing Diameter:286.000 mm 11.200 in"
5120279,23052KEJW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:291.000 mm 11.500 in|Da - Outer Ring Backing Diameter:369.000 mm 14.500 in"
5118248,22330KEMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:194.000 mm 7.600 in|Da - Outer Ring Backing Diameter:288.000 mm 11.300 in"
5072964,23176YMBW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:431.000 mm 17.000 in|Da - Outer Ring Backing Diameter:566.000 mm 22.300 in"
5118925,24056EMBW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:388.000 mm 15.300 in"
5118822,23136KEMW507C08,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:208.000 mm 8.200 in|Da - Outer Ring Backing Diameter:275.000 mm 10.800 in"
5068126,210K,"R - Inner Ring ""To Clear"" Radius:1.100 mm 0.043 in|r - Outer Ring ""To Clear"" Radius:1.100 mm 0.043 in|da - Inner Ring Backing Diameter:54.100 mm 2.130 in|Da - Outer Ring Backing Diameter:83.100 mm 3.270 in"
5078387,23180YMBW509C08,"R - Inner Ring ""To Clear"" Radius:5.000 mm 0.200 in|r - Outer Ring ""To Clear"" Radius:5.000 mm 0.200 in|da - Inner Ring Backing Diameter:454.000 mm 17.900 in|Da - Outer Ring Backing Diameter:594.000 mm 23.400 in"
5119713,23252EJW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:307.000 mm 12.100 in|Da - Outer Ring Backing Diameter:430.000 mm 16.900 in"
5120274,23122EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:126.000 mm 5.000 in|Da - Outer Ring Backing Diameter:166.000 mm 6.500 in"
5116717,22316EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:103.000 mm 4.100 in|Da - Outer Ring Backing Diameter:153.000 mm 6.000 in"
5116943,23124KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:138.000 mm 5.400 in|Da - Outer Ring Backing Diameter:182.000 mm 7.200 in"
5116792,22213KEJW33,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:78.000 mm 3.100 in|Da - Outer Ring Backing Diameter:109.000 mm 4.300 in"
5118455,24038EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:210.000 mm 8.300 in|Da - Outer Ring Backing Diameter:268.000 mm 10.600 in"
5118752,23938EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:207.000 mm 8.200 in|Da - Outer Ring Backing Diameter:245.000 mm 9.600 in"
5118440,23948EMW509C08,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:260.000 mm 10.200 in|Da - Outer Ring Backing Diameter:304.000 mm 12.000 in"
5117120,22319KEJW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:122.000 mm 4.800 in|Da - Outer Ring Backing Diameter:180.000 mm 7.100 in"
5118711,23056EMBW507C08,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:309.000 mm 12.200 in|Da - Outer Ring Backing Diameter:389.000 mm 15.300 in"
5120043,23240EJW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:237.000 mm 9.300 in|Da - Outer Ring Backing Diameter:329.000 mm 12.900 in"
5116712,22216EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:95.000 mm 3.700 in|Da - Outer Ring Backing Diameter:129.000 mm 5.100 in"
5078303,24084KYMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:463.000 mm 18.200 in|Da - Outer Ring Backing Diameter:575.000 mm 22.700 in"
5118940,24064EMBW33W45A,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:351.000 mm 13.800 in|Da - Outer Ring Backing Diameter:444.000 mm 17.500 in"
5119411,22230KEJW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:179.000 mm 7.000 in|Da - Outer Ring Backing Diameter:246.000 mm 9.700 in"
5079746,9106K,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.039 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.039 in|da - Inner Ring Backing Diameter:34.000 mm 1.340 in|Da - Outer Ring Backing Diameter:49.000 mm 1.930 in"
5118429,22336EJW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:232.000 mm 9.200 in|Da - Outer Ring Backing Diameter:343.000 mm 13.500 in"
5116674,22216KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:95.000 mm 3.700 in|Da - Outer Ring Backing Diameter:129.000 mm 5.100 in"
5082093,22206EMW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:38.000 mm 1.500 in|Da - Outer Ring Backing Diameter:56.000 mm 2.200 in"
5117185,24024KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:132.000 mm 5.200 in|Da - Outer Ring Backing Diameter:167.000 mm 6.600 in"
5118872,24152EMBW33W45A,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:294.000 mm 11.600 in|Da - Outer Ring Backing Diameter:398.000 mm 15.700 in"
5116785,22217KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:101.000 mm 4.000 in|Da - Outer Ring Backing Diameter:139.000 mm 5.500 in"
5080579,NJ240EMA,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.100 in|da - Inner Ring Backing Diameter:217.000 mm 8.500 in|Da - Outer Ring Backing Diameter:343.000 mm 13.500 in"
5118088,23034EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:192.000 mm 7.600 in|Da - Outer Ring Backing Diameter:242.000 mm 9.500 in"
5119277,22348KEMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:297.000 mm 11.700 in|Da - Outer Ring Backing Diameter:439.000 mm 17.300 in"
5116460,22208EMW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:50.000 mm 2.000 in|Da - Outer Ring Backing Diameter:73.000 mm 2.900 in"
5118465,22224EMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:143.000 mm 5.600 in|Da - Outer Ring Backing Diameter:196.000 mm 7.700 in"
5119258,22260EMBW33W45A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:355.000 mm 14.000 in|Da - Outer Ring Backing Diameter:484.000 mm 19.100 in"
5118834,23164KEMBW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:364.000 mm 14.300 in|Da - Outer Ring Backing Diameter:490.000 mm 19.300 in"
5118697,23956EMBW33W40I,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:304.000 mm 12.000 in|Da - Outer Ring Backing Diameter:360.000 mm 14.200 in"
5117212,24030EJW841,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:165.000 mm 6.500 in|Da - Outer Ring Backing Diameter:209.000 mm 8.200 in"
5117258,23130KEMW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:173.000 mm 6.800 in|Da - Outer Ring Backing Diameter:229.000 mm 9.000 in"
5116373,22212KEJW33,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:72.000 mm 2.800 in|Da - Outer Ring Backing Diameter:100.000 mm 4.000 in"
5118255,22230EMW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:179.000 mm 7.000 in|Da - Outer Ring Backing Diameter:246.000 mm 9.700 in"
5116870,21314EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:93.000 mm 3.700 in|Da - Outer Ring Backing Diameter:135.000 mm 5.300 in"
5120247,23224KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:142.000 mm 5.600 in|Da - Outer Ring Backing Diameter:197.000 mm 7.700 in"
5116029,NJ2318EMA,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:107.000 mm 4.200 in|Da - Outer Ring Backing Diameter:0.000 mm 0.000 in"
5115154,NJ2324EMA,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:0.100 mm|da - Inner Ring Backing Diameter:146.000 mm 5.700 in|Da - Outer Ring Backing Diameter:0.000 mm 0.000 in"
5119246,23972EMBW507C08,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:389.000 mm 15.300 in|Da - Outer Ring Backing Diameter:455.000 mm 17.900 in"
5117126,23122EJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:126.000 mm 5.000 in|Da - Outer Ring Backing Diameter:166.000 mm 6.500 in"
5116512,21308KEJW33,"R - Inner Ring ""To Clear"" Radius:1.500 mm 0.060 in|r - Outer Ring ""To Clear"" Radius:1.500 mm 0.060 in|da - Inner Ring Backing Diameter:54.000 mm 2.100 in|Da - Outer Ring Backing Diameter:80.000 mm 3.200 in"
5117687,23126KEJW33,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.080 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.080 in|da - Inner Ring Backing Diameter:149.000 mm 5.900 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
5078372,23176KYMBW906A,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:431.000 mm 17.000 in|Da - Outer Ring Backing Diameter:566.000 mm 22.300 in"
5120295,23144KEJW33,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:252.000 mm 9.900 in|Da - Outer Ring Backing Diameter:336.000 mm 13.200 in"
5082094,22209EMW33,"R - Inner Ring ""To Clear"" Radius:1.000 mm 0.040 in|r - Outer Ring ""To Clear"" Radius:1.000 mm 0.040 in|da - Inner Ring Backing Diameter:55.000 mm 2.200 in|Da - Outer Ring Backing Diameter:77.000 mm 3.000 in"
5116076,NJ220EMA,"R - Inner Ring ""To Clear"" Radius:2.000 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.000 mm 0.100 in|da - Inner Ring Backing Diameter:115.000 mm 4.500 in|Da - Outer Ring Backing Diameter:0.000 mm 0.000 in"
5120410,23330EMBW33W800,"R - Inner Ring ""To Clear"" Radius:3.000 mm 0.120 in|r - Outer Ring ""To Clear"" Radius:3.000 mm 0.120 in|da - Inner Ring Backing Diameter:185.000 mm 7.300 in|Da - Outer Ring Backing Diameter:280.000 mm 11.000 in"
5119966,23068KEJW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:381.000 mm 15.000 in|Da - Outer Ring Backing Diameter:481.000 mm 18.900 in"
5118560,23048KEMW33,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:267.000 mm 10.500 in|Da - Outer Ring Backing Diameter:334.000 mm 13.100 in"
5119180,23080KEMBW507C08,"R - Inner Ring ""To Clear"" Radius:4.000 mm 0.160 in|r - Outer Ring ""To Clear"" Radius:4.000 mm 0.160 in|da - Inner Ring Backing Diameter:444.000 mm 17.500 in|Da - Outer Ring Backing Diameter:555.000 mm 21.900 in"
5119231,23968EMBW33W40I,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:369.000 mm 14.500 in|Da - Outer Ring Backing Diameter:435.000 mm 17.100 in"
5119520,22320EJW33C3,"R - Inner Ring ""To Clear"" Radius:2.500 mm 0.100 in|r - Outer Ring ""To Clear"" Radius:2.500 mm 0.100 in|da - Inner Ring Backing Diameter:131.000 mm 5.100 in|Da - Outer Ring Backing Diameter:193.000 mm 7.600 in"
