id,catalog_number,attributes
773339,S600533-1,"Part Number:S600533-1|Bracket Type:Four Way|Direction:Multi Position|Material:Chrome-plated|Spool Size:6""|UPC:699567006787|Specifications:For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels."
773363,S600533-1U,"Part Number:S600533-1U|Bracket Type:Four Way|Direction:Multi Position|Material:UHMW|Spool Size:6""|UPC:699567011873|Specifications:For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels."
2208359,S600533-5U,"Part Number:S600533-5U|Bracket Type:Four Way|Direction:Multi Position|Material:UHMW|Spool Size:28""|UPC:699567011910|Specifications:For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels."
773383,260429,"Part Number:260429|Drive Type:Air|Explosion Proof:No|Specification:4 HP, 1/2 in. NPT(F) inlet|UPC:699567004059"
773319,15-260043,Part Number:S15-260043|Hose Type:Oil |Weight (lbs):4.9 |Hose I.D. (in):3/8|Hose O.D. (in):0.710 |Hose Length (ft):20|Pressure (psi):2250|End Fitting:3/8 NPT(M) |End Fitting:3/8 NPT(M) |Max Temperature (F):210 
773287,S600533-3U,"Part Number:S600533-3U|Bracket Type:Four Way|Direction:Multi Position|Material:UHMW|Spool Size:18""|UPC:699567011897|Specifications:For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels."
773343,S600533-5,"Part Number:S600533-5|Bracket Type:Four Way|Direction:Multi Position|Material:Chrome-plated|Spool Size:28""|UPC:699567006824|Specifications:For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels."
773567,RT402-OHP,"Part Number:RT402-OHP |Series:RT |Weight (lbs):22|Hose I.D. (in):1/4""|Hose O.D. (in):.475|Hose Length (ft):25|Pressure (psi):5000|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567000686"
773443,S260626,"Part Number:S260626|Drive Type:24 V DC Motor|Explosion Proof:Yes|Specification:Reversible type, 2/3 HP|UPC:699567004097"
773271,601001-50,Part Number:S601001-50|Hose Type:Air/Water |Weight (lbs):5 |Hose I.D. (in):1/4|Hose O.D. (in):0.475 |Hose Length (ft):50|Pressure (psi):300|End Fitting:1/4 NPT(M) |End Fitting:1/4 NPT(M) |Max Temperature (F):150 
773299,S600693-5U,"Part Number:S600693-5U|Bracket Type:Four Way|Direction:Bottom Wind|Material:UHMW|Spool Size:28""|UPC:699567012016|Specifications:For all Series 30000 reels except bevel crank."
773251,21-260043,Part Number:S21-260043|Hose Type:Oil |Weight (lbs):8.4 |Hose I.D. (in):1/2|Hose O.D. (in):0.850 |Hose Length (ft):25|Pressure (psi):3250|End Fitting:1/2 NPT(M) |End Fitting:1/2 NPT(M) |Max Temperature (F):210 
773255,601022-35,Part Number:S601022-35|Hose Type:Air/Water |Weight (lbs):6.5 |Hose I.D. (in):1/2|Hose O.D. (in):0.750 |Hose Length (ft):35|Pressure (psi):300|End Fitting:1/2 NPT(M) |End Fitting:1/2 NPT(M) |Max Temperature (F):150 
773579,RT605-OMP,"Part Number:RT605-OMP |Series:RT |Weight (lbs):25|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):50|Pressure (psi):1000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567006480"
773591,RT803-OLB,"Part Number:RT803-OLB|Series:RT|Weight (lbs):23 |Hose I.D. (in):1/2""|Hose O.D. (in):.750 |Hose Length (ft):35|Pressure (psi):300|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in): |Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567006510"
773487,16-260043,Part Number:S16-260043|Hose Type:Oil |Weight (lbs):7.1 |Hose I.D. (in):3/8|Hose O.D. (in):0.710 |Hose Length (ft):30|Pressure (psi):2250|End Fitting:3/8 NPT(M) |End Fitting:3/8 NPT(M) |Max Temperature (F):210 
773639,AA33118L6A,"Part Number:AA33118 L6A |Series:30000|Weight (lbs):73|Hose I.D. (in):3/4""|Hose O.D. (in):1.075 |Hose Length (ft):175|Pressure (psi):1000|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):250 |Warehouse: |UPC:699567002963"
773627,4435OLP,"Part Number:4435 OLP|Series:4000 |Weight (lbs):19|Hose I.D. (in):1/4""|Hose O.D. (in):.475|Hose Length (ft):35|Pressure (psi):300|Hose End (in):1/4 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:IN, CA, CN|UPC:699567000129"
773467,9-260044,Part Number:S9-260044|Hose Type:Grease|Weight (lbs):12.7|Hose I.D. (in):1/4|Hose O.D. (in):0.580 |Hose Length (ft):50|Pressure (psi):5000|End Fitting:1/4 NPT(M) |End Fitting:3/8 NPT(M) |Max Temperature (F):210 
773603,RT625-OMP,"Part Number:RT625-OMP |Series:RT |Weight (lbs):27|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):25|Pressure (psi):1000|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse: |UPC:699567000495"
773531,TW7450OLP,"Part Number:TW7450 OLP|Series:TW |Weight (lbs):50|Hose I.D. (in):1/4""|Hose O.D. (in):.530|Hose Length (ft):50|Pressure (psi):200|Hose End (in):9/16 - 18(F)|Inlet (in):1/4 NPT(F)|Reel Outlet (in):9/16 - 18(M)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:IN, CA, CN|UPC:699567005384"
773715,A5825EMP,"Part Number:A5825 EMP |Series:5000 |Weight (lbs):42|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):25|Pressure (psi):3250|Hose End (in):1/2 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001041"
773475,601001-35,Part Number:S601001-35|Hose Type:Air/Water |Weight (lbs):3.2 |Hose I.D. (in):1/4|Hose O.D. (in):0.475 |Hose Length (ft):35|Pressure (psi):300|End Fitting:1/4 NPT(M) |End Fitting:1/4 NPT(M) |Max Temperature (F):150 
773667,EA33112M12D,"Part Number:EA33112 M12D|Series:30000|Weight (lbs):71|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):100|Pressure (psi):3000|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):250 |Warehouse: |UPC:699567003175"
773740,5435OHP,"Part Number:5435 OHP|Series:5005 |Weight (lbs):39|Hose I.D. (in):1/4""|Hose O.D. (in):.580|Hose Length (ft):35|Pressure (psi):5000|Hose End (in):1/4 NPT(M)|Inlet (in):1/4 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001157"
773707,4600OLP,"Part Number:4600 OLP|Series:4000 |Weight (lbs):17|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):25|Pressure (psi):500|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse:IN, CA, CN|UPC:699567000754"
773735,5600OLP,"Part Number:5600 OLP|Series:5000 |Weight (lbs):21|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):35|Pressure (psi):500|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse:CA|UPC:699567000785"
773355,S600693-2,"Part Number:S600693-2|Bracket Type:Four Way|Direction:Bottom Wind|Material:Chrome-plated|Spool Size:12""|UPC:699567006695|Specifications:For all Series 30000 reels except bevel crank."
773279,S600692-2U,"Part Number:S600692-2U|Bracket Type:Four Way|Direction:Top Wind|Material:UHMW|Spool Size:12""|UPC:699567011934|Specifications:For all Series 30000 reels except bevel crank."
773731,5400OHP,"Part Number:5400 OHP|Series:5000 |Weight (lbs):23|Hose I.D. (in):1/4""|Hose O.D. (in):.580|Hose Length (ft):30|Pressure (psi):5000|Hose End (in): |Inlet (in):1/4 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567000891"
773748,7600EHP,"Part Number:7600 EHP|Series:7000 |Weight (lbs):63|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):50|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001300"
773719,5630EMP,"Part Number:5630 EMP|Series:5000 |Weight (lbs):39|Hose I.D. (in):3/8""|Hose O.D. (in):.690|Hose Length (ft):30|Pressure (psi):2600|Hose End (in):3/8 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001034"
773777,D8650OMP,"Part Number:D8650 OMP |Series:8000 |Weight (lbs):47|Hose I.D. (in):3/8""|Hose O.D. (in):.690|Hose Length (ft):50|Pressure (psi):2600|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001423"
773781,D8850OMP,"Part Number:D8850 OMP |Series:8000 |Weight (lbs):57|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):50|Pressure (psi):3250|Hose End (in):1/2 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse:IN, CA|UPC:699567001447"
773793,E8800OMP,"Part Number:E8800 OMP |Series:8000 |Weight (lbs):43|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):50|Pressure (psi):3250|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC: "
773761,7650OMP,"Part Number:7650 OMP|Series:7000 |Weight (lbs):55|Hose I.D. (in):3/8""|Hose O.D. (in):.690|Hose Length (ft):50|Pressure (psi):2600|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001317"
773786,D8600OHP,"Part Number:D8600 OHP |Series:8000 |Weight (lbs):44|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):50|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001508"
773810,82000OLP,"Part Number:82000 OLP |Series:80000|Weight (lbs):82|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):100|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:IN, CA, CN|UPC:699567001645"
773756,7850ELP,"Part Number:7850 ELP|Series:7000 |Weight (lbs):64|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):50|Pressure (psi):300|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse: |UPC:699567001232"
773789,D8800OLP,"Part Number:D8800 OLP |Series:8000 |Weight (lbs):41|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001416"
773765,7925OLP,"Part Number:7925 OLP|Series:7000 |Weight (lbs):47|Hose I.D. (in):3/4""|Hose O.D. (in):1.075 |Hose Length (ft):25|Pressure (psi):250|Hose End (in):3/4 NPT(M)|Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:IN, CA|UPC:699567000259"
773752,7450EHP,"Part Number:7450 EHP|Series:7000 |Weight (lbs):72|Hose I.D. (in):1/4""|Hose O.D. (in):.580|Hose Length (ft):50|Pressure (psi):5000|Hose End (in):1/4 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001270"
773879,DP5800OMP,"Part Number:DP5800 OMP|Series:DP5000 |Weight (lbs):40|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):35|Pressure (psi):3250|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567007289"
773883,DP7450OLP,"Part Number:DP7450 OLP|Series:DP7000 |Weight (lbs):46|Hose I.D. (in):1/4""|Hose O.D. (in):.475|Hose Length (ft):50|Pressure (psi):300|Hose End (in):1/4 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse: |UPC:699567005964"
773797,81075OHP,"Part Number:81075 OHP |Series:80000|Weight (lbs):111 |Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):75|Pressure (psi):4800|Hose End (in):3/8 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001744"
773806,FD84000OLP,"Part Number:FD84000 OLP |Series:F80000 |Weight (lbs):84|Hose I.D. (in):1""|Hose O.D. (in):1.500 |Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:IN, CA, CN|UPC:699567003366"
773805,FD83000OLP,"Part Number:FD83000 OLP |Series:F80000 |Weight (lbs):82|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):75|Pressure (psi):500|Hose End (in): |Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567003359"
773895,DP7400OLP,"Part Number:DP7400 OLP|Series:DP7000 |Weight (lbs):44|Hose I.D. (in):1/4""|Hose O.D. (in):.475|Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567005964"
773903,H18000M,"Part Number:H18000 M|Series:H|Weight (lbs):34|Hose I.D. (in):1/2""|Hose O.D. (in):.850|Hose Length (ft):200|Pressure (psi):3000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567003748"
773951,5600OMS,"Part Number:5600 OMS|Series:5000 |Weight (lbs):24|Hose I.D. (in):3/8""|Hose O.D. (in):.710|Hose Length (ft):30|Pressure (psi):3000|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567002543"
773927,TH86000OMP,"Part Number:TH86000 OMP |Series:TH80000|Weight (lbs):88|Hose I.D. (in):3/8""|Hose O.D. (in):.710|Hose Length (ft):50|Pressure (psi):3000|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567003540"
773947,82000OMS,"Part Number:82000 OMS |Series:80000|Weight (lbs):81|Hose I.D. (in):1/2""|Hose O.D. (in):.850|Hose Length (ft):75|Pressure (psi):1500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567002666"
773891,DP7600OLP,"Part Number:DP7600 OLP|Series:DP7000 |Weight (lbs):44|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567005988"
773991,4420OLP,"Part Number:4420 OLP|Series:4000 |Weight (lbs):18|Hose I.D. (in):1/4""|Hose O.D. (in):.475|Hose Length (ft):20|Pressure (psi):300|Hose End (in):1/4 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:IN, CA|UPC:699567000112"
2208325,3-HS1004-3,"Part Number:3-HS1004-3|UPC:699567007678|For Reel Series:7000, 8000, D8000, 80000, GC7000, F7000, F80000 and DGM |Weight (lbs):0.32|Diameter A (in):1.06 - 1.38 |Diameter B-C-E:3""|Diameter D:1.25"" |Hose I.D. (in):3/4|AWG / Conductors:NA "
773887,DP7850OLP,"Part Number:DP7850 OLP|Series:DP7000 |Weight (lbs):53|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):50|Pressure (psi):300|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:IN, CA, CN|UPC:699567005902"
2793431,CB37128 L,"Part Number:CB37128 L |Series:37000|Weight (lbs): |Hose I.D. (in):1""|Hose O.D. (in):1.375 |Hose Length (ft):150|Pressure (psi):300|Hose End (in): |Inlet (in):1 NPT(F)|Reel Outlet (in):1 NPT(M)|Hose Included:No|Max Temperature (F):250 |Warehouse: |UPC:699567005346"
773568,RT402-OLP,"Part Number:RT402-OLP |Series:RT |Weight (lbs):19|Hose I.D. (in):1/4""|Hose O.D. (in):.475|Hose Length (ft):25|Pressure (psi):300|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:No|Max Temperature (F):150 |Warehouse: |UPC:699567000556"
773408,LD20301639,Part Number:LD2030 163 9|Series:LD |Weight (lbs):8 |Cord Ending:Triple Outlet|AWG:16|Cord/Cable Length (ft):30|Volts:125|Amps:10 |Conductors:3|Cord/Cable Included:Yes|Type:SJTW |Warehouse:IN|UPC:699567005766
773718,5625EHP,"Part Number:5625 EHP|Series:5000 |Weight (lbs):40|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):25|Pressure (psi):4800|Hose End (in):1/4 NPT(M)|Inlet (in):1/4 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001089"
773722,A5825OMP,"Part Number:A5825 OMP |Series:5000 |Weight (lbs):34|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):25|Pressure (psi):3250|Hose End (in):1/2 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567000815"
773751,7800EMP,"Part Number:7800 EMP|Series:7000 |Weight (lbs):60|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):50|Pressure (psi):3250|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001263"
773728,5635OLP,"Part Number:5635 OLP|Series:5000 |Weight (lbs):25|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):35|Pressure (psi):300|Hose End (in):1/4 NPT(M)|Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:IN, CA, CN|UPC:699567000150"
773755,7670ELP,"Part Number:7670 ELP|Series:7000 |Weight (lbs):64|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):70|Pressure (psi):300|Hose End (in):1/4 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse: |UPC:699567001225"
773759,7650OHP,"Part Number:7650 OHP|Series:7000 |Weight (lbs):60|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):50|Pressure (psi):4800|Hose End (in):1/4 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse:IN, CA|UPC:699567000242"
773780,D8850OLP,"Part Number:D8850 OLP |Series:8000 |Weight (lbs):47|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):50|Pressure (psi):300|Hose End (in):3/8 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:IN, CA|UPC:699567001393"
773768,7600OHP,"Part Number:7600 OHP|Series:7000 |Weight (lbs):46|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):50|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567001362"
773772,7800OMP,"Part Number:7800 OMP|Series:7000 |Weight (lbs):43|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):50|Pressure (psi):3250|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:IN, CA, CN|UPC:699567001331"
773919,TH5400OMP,"Part Number:TH5400 OMP|Series:TH5000|Weight (lbs):24|Hose I.D. (in):1/4""|Hose O.D. (in):.530|Hose Length (ft):25|Pressure (psi):3000|Hose End (in): |Inlet (in):1/4 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567003496"
773983,601031-100,Part Number:601031-100|Hose Type:Twin Welding|Weight (lbs):24.2|Hose I.D. (in):1/4|Hose O.D. (in): |Hose Length (ft):100|Pressure (psi):200|End Fitting:9/16-18(F) |End Fitting:9/16-18(F) |Max Temperature (F):200 
773955,5635ELSSW5,"Part Number:5635 ELSSW5|Series:5000 |Weight (lbs):38|Hose I.D. (in):3/8""|Hose O.D. (in):.640|Hose Length (ft):35|Pressure (psi):250|Hose End (in):Spray Valve|Inlet (in):3/8 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567002727"
773710,5400EHP,"Part Number:5400 EHP|Series:5000 |Weight (lbs):31|Hose I.D. (in):1/4""|Hose O.D. (in):.580|Hose Length (ft):30|Pressure (psi):5000|Hose End (in): |Inlet (in):1/4 NPT(F)|Reel Outlet (in):1/4 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001096"
773804,83050OMP,"Part Number:83050 OMP |Series:80000|Weight (lbs):98|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):50|Pressure (psi):1250|Hose End (in):3/4 NPT(M)|Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567001713"
773747,7400EHP,"Part Number:7400 EHP|Series:7000 |Weight (lbs):60|Hose I.D. (in):1/4""|Hose O.D. (in):.580|Hose Length (ft):50|Pressure (psi):5000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001294"
773808,81000OHP,"Part Number:81000 OHP |Series:80000|Weight (lbs):85|Hose I.D. (in):3/8""|Hose O.D. (in):.730|Hose Length (ft):100|Pressure (psi):5000|Hose End (in): |Inlet (in):3/8 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse:CA|UPC:699567001768"
773967,TBL23,Part Number:TBL 23|Series:TB|Weight (lbs):10|Cable Length:8|Min - Max Load:16 - 23|Ratchet Lock:Yes|Max Temperature (F):150 |Warehouse:IN|UPC:699567002383
2793531,S43-260043,Part Number:S43-260043|Hose Type:Oil |Weight (lbs):7.9 |Hose I.D. (in):1/4|Hose O.D. (in):0.530 |Hose Length (ft):50|Pressure (psi):2750|End Fitting:1/4 NPT(M) |End Fitting:1/4 NPT(M) |Max Temperature (F):210 
773792,E8800OLP,"Part Number:E8800 OLP |Series:8000 |Weight (lbs):41|Hose I.D. (in):1/2""|Hose O.D. (in):.750|Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC: "
2208332,600160-3,Part Number:S600160-3|Hose Type:Fuel|Weight (lbs):52.5|Hose I.D. (in):3/4|Hose O.D. (in):1.188 |Hose Length (ft):75|Pressure (psi):50|End Fitting:3/4 NPT(M) |End Fitting:3/4 NPT(M) |Max Temperature (F):150 
773788,D8600OMP,"Part Number:D8600 OMP |Series:8000 |Weight (lbs):43|Hose I.D. (in):3/8""|Hose O.D. (in):.690|Hose Length (ft):50|Pressure (psi):3000|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567001454"
2793495,S601017-70,Part Number:S601017-70|Hose Type:Air/Water |Weight (lbs):8.2 |Hose I.D. (in):3/8|Hose O.D. (in):0.600 |Hose Length (ft):70|Pressure (psi):300|End Fitting:1/2 NPT(M) |End Fitting:1/4 NPT(M) |Max Temperature (F):150 
773796,F83050OLP,"Part Number:F83050 OLP|Series:F80000 |Weight (lbs):89|Hose I.D. (in):3/4""|Hose O.D. (in):1.188 |Hose Length (ft):50|Pressure (psi):50|Hose End (in):3/4 NPT(M)|Inlet (in):3/4 NPT(F)|Reel Outlet (in):3/4 NPT(F)|Hose Included:Yes|Max Temperature (F):150 |Warehouse:CA|UPC:699567003311"
773869,DP5400OLP,"Part Number:DP5400 OLP|Series:DP5000 |Weight (lbs):29|Hose I.D. (in):1/4""|Hose O.D. (in):.475|Hose Length (ft):50|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):3/8 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567007265"
773873,DP5600OLP,"Part Number:DP5600 OLP|Series:DP5000 |Weight (lbs):37|Hose I.D. (in):3/8""|Hose O.D. (in):.600|Hose Length (ft):35|Pressure (psi):500|Hose End (in): |Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:No|Max Temperature (F):210 |Warehouse: |UPC:699567007258"
773881,DP5835OMP,"Part Number:DP5835 OMP|Series:DP5000 |Weight (lbs):54|Hose I.D. (in):1/2""|Hose O.D. (in):.820|Hose Length (ft):35|Pressure (psi):3250|Hose End (in):1/2 NPT(M)|Inlet (in):1/2 NPT(F)|Reel Outlet (in):1/2 NPT(F)|Hose Included:Yes|Max Temperature (F):210 |Warehouse: |UPC:699567007234"
