id,catalog_number,attributes
773776,D8650OLP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>D8650 OLP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>8000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>45</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.600</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001379</font></td></tr></table>"
773861,D84050OLP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>D84050 OLP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>80000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>103 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.375 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>3/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA, CN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001676</font></td></tr></table>"
773885,DP7650OLP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>DP7650 OLP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>DP7000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.600</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567005896</font></td></tr></table>"
773933,T-1116-08,"<table><tr><td><font><b>Part Number</b></font></td><td><font>T-1116-08 </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>Safe-T-Reel</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>22</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.844</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567004257</font></td></tr></table>"
773534,600801,"<table><tr><td><font><b>Part Number</b></font></td><td><font>600801</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Pivot Base</font></td></tr><tr><td><font><b>Rotation</b></font></td><td><font>340</font></td></tr><tr><td><font><b>For Reel Series</b></font></td><td><font>80000, 30006</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567004370</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>Use if hoses or cords are pulled at more than 45.</font></td></tr><tr><td><font><b>Dimension A</b></font></td><td><font>10.5""</font></td></tr><tr><td><font><b>Dimension B</b></font></td><td><font>12""</font></td></tr><tr><td><font><b>Dimension C</b></font></td><td><font>6.5""</font></td></tr><tr><td><font><b>Dimension D</b></font></td><td><font>6.5""</font></td></tr><tr><td><font><b>Dimension E</b></font></td><td><font>3.75""</font></td></tr></table>"
773897,HS19000M,"<table><tr><td><font><b>Part Number</b></font></td><td><font>HS19000 M </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>H</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>38</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.188 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>75</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567003588</font></td></tr></table>"
773738,A5835OMP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>A5835 OMP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>5005 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>42</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.750</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/2 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000198</font></td></tr></table>"
773784,E8850OMP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>E8850 OMP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>8000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>57</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.820</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/2 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font></font></td></tr></table>"
773893,DP7800OLP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>DP7800 OLP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>DP7000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>45</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.750</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>500</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567006008</font></td></tr></table>"
2208388,83000 OMS-S,"<table><tr><td><font><b>Part Number</b></font></td><td><font>83000 OMS-S </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>80000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>83</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.188 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>1250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567013174</font></td></tr></table>"
773272,L4545123X,<table><tr><td><font><b>Part Number</b></font></td><td><font>L 4545 123 X</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L4000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>22</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Flying Lead</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>12</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>45</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>20 </font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJEOOW </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567007401</font></td></tr></table>
773424,L4500,<table><tr><td><font><b>Part Number</b></font></td><td><font>L 4500</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L4000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>22</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Bare Reel</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>12</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>45</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>20 </font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJEOOW </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002222</font></td></tr></table>
773436,L5750103X,<table><tr><td><font><b>Part Number</b></font></td><td><font>L 5750 103 X</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L5700</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>55</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Flying Lead</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>10</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>30</font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SEOOW</font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567007203</font></td></tr></table>
773428,L40501631,"<table><tr><td><font><b>Part Number</b></font></td><td><font>L 4050 163 1</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L4000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>27</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Incandescent Light</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>16</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>10</font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>2</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJTOW</font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>CA, CN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000341</font></td></tr></table>"
773492,LG30501638,"<table><tr><td><font><b>Part Number</b></font></td><td><font>LG3050 163 8</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>LG </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>13</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Fluorescent Light</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>16</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>120</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>10 </font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJTW </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567005797</font></td></tr></table>"
773432,L55501233,"<table><tr><td><font><b>Part Number</b></font></td><td><font>L 5550 123 3</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L5500</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>44</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Single Receptacle</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>12</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>15 </font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJEOOW </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002857</font></td></tr></table>"
773552,4625OLPSW5,"<table><tr><td><font><b>Part Number</b></font></td><td><font>4625 OLPSW5</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>4000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>22</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.640</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>25</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002680</font></td></tr></table>"
773468,S600547-1,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S600547-1 </font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567004585</font></td></tr><tr><td><font><b>For Reel Series</b></font></td><td><font>FE9500, FF9500 and 4800 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>0.6 </font></td></tr><tr><td><font><b>Diameter A (in)</b></font></td><td><font>1.55 - 1.75 </font></td></tr><tr><td><font><b>Diameter B-C-E</b></font></td><td><font>3.75"" </font></td></tr><tr><td><font><b>Diameter D</b></font></td><td><font>2.875""</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1-1/4</font></td></tr><tr><td><font><b>AWG / Conductors</b></font></td><td><font>NA </font></td></tr></table>"
773576,RT603-OLP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>RT603-OLP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>RT </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>19</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.600</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000594</font></td></tr></table>"
773600,RT605-OHP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>RT605-OHP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>RT </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>25</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.600</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>5000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567005742</font></td></tr></table>"
773340,S600533-2,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S600533-2</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Four Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Multi Position</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>Chrome-plated</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>12""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567006794</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels.</font></td></tr></table>"
773596,RT435-OHP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>RT435-OHP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>RT </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>30</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.475</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>5000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000532</font></td></tr></table>"
773604,RT635-OHP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>RT635-OHP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>RT </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>34</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.600</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>4800</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>3/8 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000105</font></td></tr></table>"
773588,RT603-OLB,"<table><tr><td><font><b>Part Number</b></font></td><td><font>RT603-OLB</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>RT</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>19 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.600 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567006466</font></td></tr></table>"
773284,S602132-3U,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S602132-3U</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Three Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Bottom Wind</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>UHMW</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>18""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567012085</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For all Series 30000 reels except bevel crank.</font></td></tr></table>"
773592,RT805-OLB,"<table><tr><td><font><b>Part Number</b></font></td><td><font>RT805-OLB</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>RT</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>28 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.750 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567006527</font></td></tr></table>"
773296,S602133-4,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S602133-4</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Three Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Top Wind</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>Chrome-plated</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>22""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567007500</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For all Series 30000 reels except bevel crank.</font></td></tr></table>"
