id,catalog_number,attributes
773754,7650ELP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>7650 ELP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>7000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>60</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.600</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001218</font></td></tr></table>"
773783,E8850OLP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>E8850 OLP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>8000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>47</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.750</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>300</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>3/8 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font></font></td></tr></table>"
773860,D83075OLP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>D83075 OLP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>80000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>102 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.075 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>75</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>250</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>3/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001669</font></td></tr></table>"
773819,LP83000OLS,"<table><tr><td><font><b>Part Number</b></font></td><td><font>LP83000 OLS</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>80000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>74</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.188 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>350</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567006435</font></td></tr></table>"
773811,82000OMP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>82000 OMP </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>80000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>82</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.850</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>75</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567001720</font></td></tr></table>"
773904,H18005M,"<table><tr><td><font><b>Part Number</b></font></td><td><font>H18005 M</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>H</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>33</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.850</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>200</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567003731</font></td></tr></table>"
773920,TH5425OMP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>TH5425 OMP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>TH5000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>34</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.530</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>25</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567003472</font></td></tr></table>"
2208327,4-HS1005,"<table><tr><td><font><b>Part Number</b></font></td><td><font>4-HS1005</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567007708</font></td></tr><tr><td><font><b>For Reel Series</b></font></td><td><font>D80000, D8000, D9000, E9000, FD9000, FE9000, 3100, 4800 and SD</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>0.81</font></td></tr><tr><td><font><b>Diameter A (in)</b></font></td><td><font>1.39 - 1.55 </font></td></tr><tr><td><font><b>Diameter B-C-E</b></font></td><td><font>3.5""</font></td></tr><tr><td><font><b>Diameter D</b></font></td><td><font>2.875""</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1</font></td></tr><tr><td><font><b>AWG / Conductors</b></font></td><td><font>NA </font></td></tr></table>"
2208235,H26000 M,"<table><tr><td><font><b>Part Number</b></font></td><td><font>H26000 M</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>H</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>34</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.710</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>450</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567003724</font></td></tr></table>"
773924,TH7445OMP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>TH7445 OMP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>TH7000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>60</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.660</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>45</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567003489</font></td></tr></table>"
2208279,AA36112 L4A,"<table><tr><td><font><b>Part Number</b></font></td><td><font>AA36112 L4A </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>30000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>60</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>100</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>250 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567005322</font></td></tr></table>"
773896,HS18000M,"<table><tr><td><font><b>Part Number</b></font></td><td><font>HS18000 M </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>H</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>36</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.850</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>200</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>3000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567003564</font></td></tr></table>"
773884,DP7650OHP,"<table><tr><td><font><b>Part Number</b></font></td><td><font>DP7650 OHP</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>DP7000 </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>65</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.730</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>4800</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>1/4 NPT(M)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>3/8 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>CA</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567005940</font></td></tr></table>"
773411,L40351631,<table><tr><td><font><b>Part Number</b></font></td><td><font>L 4035 163 1</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L4000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>27</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Incandescent Light</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>16</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>35</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>10</font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SJTOW</font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000433</font></td></tr></table>
773451,TW5400OLPT,"<table><tr><td><font><b>Part Number</b></font></td><td><font>TW5400 OLPT </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>TW </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>22</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.530</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>25</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>200</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/4 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>9/16 - 18(M)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002413</font></td></tr></table>"
773455,TW84100OLPT,"<table><tr><td><font><b>Part Number</b></font></td><td><font>TW84100 OLPT</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>TW </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>101 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/4""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>.530</font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>100</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>200</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font>9/16 - 18(F)</font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>9/16 - 18(M)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>9/16 - 18(M)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>150 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN, CA, CN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000310</font></td></tr></table>"
773483,CA38106M,"<table><tr><td><font><b>Part Number</b></font></td><td><font>CA38106 M </font></td></tr><tr><td><font><b>Series</b></font></td><td><font>30000</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>41</font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>1/2""</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>1.188 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>100</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>5000</font></td></tr><tr><td><font><b>Hose End (in)</b></font></td><td><font></font></td></tr><tr><td><font><b>Inlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Reel Outlet (in)</b></font></td><td><font>1/2 NPT(F)</font></td></tr><tr><td><font><b>Hose Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>212 </font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font>IN</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567000990</font></td></tr></table>"
773439,L5700,<table><tr><td><font><b>Part Number</b></font></td><td><font>L 5700</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>L5700</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>37</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Bare Reel</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>10</font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font>125</font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>30 </font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Type</b></font></td><td><font>SEOOW</font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567002260</font></td></tr></table>
773547,T-1535-083-100,<table><tr><td><font><b>Part Number</b></font></td><td><font>T-1535-083-100</font></td></tr><tr><td><font><b>Series</b></font></td><td><font>Safe-T-Reel</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>50</font></td></tr><tr><td><font><b>Cord Ending</b></font></td><td><font>Flying Lead</font></td></tr><tr><td><font><b>AWG</b></font></td><td><font>8 </font></td></tr><tr><td><font><b>Cord/Cable Length (ft)</b></font></td><td><font>100</font></td></tr><tr><td><font><b>Volts</b></font></td><td><font></font></td></tr><tr><td><font><b>Amps</b></font></td><td><font>33</font></td></tr><tr><td><font><b>Conductors</b></font></td><td><font>3</font></td></tr><tr><td><font><b>Cord/Cable Included</b></font></td><td><font>Yes</font></td></tr><tr><td><font><b>Type</b></font></td><td><font></font></td></tr><tr><td><font><b>Warehouse</b></font></td><td><font></font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567004202</font></td></tr></table>
773291,S602132-4U,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S602132-4U</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Three Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Bottom Wind</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>UHMW</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>22""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567012092</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For all Series 30000 reels except bevel crank.</font></td></tr></table>"
773323,3-260044,<table><tr><td><font><b>Part Number</b></font></td><td><font>S3-260044</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Grease</font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>10.72 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.730 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>30</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>4800</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/4 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>
773327,4-260043,<table><tr><td><font><b>Part Number</b></font></td><td><font>S4-260043</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Oil </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>9.6 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.710 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>40</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>1/2 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>
773339,S600533-1,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S600533-1</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Four Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Multi Position</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>Chrome-plated</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>6""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567006787</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels.</font></td></tr></table>"
773363,S600533-1U,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S600533-1U</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Four Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Multi Position</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>UHMW</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>6""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567011873</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels.</font></td></tr></table>"
2208359,S600533-5U,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S600533-5U</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Four Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Multi Position</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>UHMW</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>28""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567011910</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels.</font></td></tr></table>"
773383,260429,"<table><tr><td><font><b>Part Number</b></font></td><td><font>260429</font></td></tr><tr><td><font><b>Drive Type</b></font></td><td><font>Air</font></td></tr><tr><td><font><b>Explosion Proof</b></font></td><td><font>No</font></td></tr><tr><td><font><b>Specification</b></font></td><td><font>4 HP, 1/2 in. NPT(F) inlet</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567004059</font></td></tr></table>"
773319,15-260043,<table><tr><td><font><b>Part Number</b></font></td><td><font>S15-260043</font></td></tr><tr><td><font><b>Hose Type</b></font></td><td><font>Oil </font></td></tr><tr><td><font><b>Weight (lbs)</b></font></td><td><font>4.9 </font></td></tr><tr><td><font><b>Hose I.D. (in)</b></font></td><td><font>3/8</font></td></tr><tr><td><font><b>Hose O.D. (in)</b></font></td><td><font>0.710 </font></td></tr><tr><td><font><b>Hose Length (ft)</b></font></td><td><font>20</font></td></tr><tr><td><font><b>Pressure (psi)</b></font></td><td><font>2250</font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>End Fitting</b></font></td><td><font>3/8 NPT(M) </font></td></tr><tr><td><font><b>Max Temperature (F)</b></font></td><td><font>210 </font></td></tr></table>
773287,S600533-3U,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S600533-3U</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Four Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Multi Position</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>UHMW</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>18""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567011897</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels.</font></td></tr></table>"
773343,S600533-5,"<table><tr><td><font><b>Part Number</b></font></td><td><font>S600533-5</font></td></tr><tr><td><font><b>Bracket Type</b></font></td><td><font>Four Way</font></td></tr><tr><td><font><b>Direction</b></font></td><td><font>Multi Position</font></td></tr><tr><td><font><b>Material</b></font></td><td><font>Chrome-plated</font></td></tr><tr><td><font><b>Spool Size</b></font></td><td><font>28""</font></td></tr><tr><td><font><b>UPC</b></font></td><td><font>699567006824</font></td></tr><tr><td><font><b>Specifications</b></font></td><td><font>For Series 30000 reels. May not be used on models with a chain guard or Series 37000 reels.</font></td></tr></table>"
