id,catalog_number,description,main_image,additional_description,attributes,Brand
2073620,38906,REMCO 38906 Vikan Scrub Brush Hand Scrub Brush- Stiff- Yellow (re,product_images/20/73620/38906_1.jpg,"<p><br>This fully color-coded hand scrub brush has stiff angled bristles to scrub tables, conveyor, belts, cutting boards, buckets, and many other types of equipment. At one end of the brush, you have harder bristles, which help remove stubborn dirt. </p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>8</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>3</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.5</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073628,41826,REMCO 41826 Vikan Scrub Brush Long Handle Brush- Soft- Yellow (re,product_images/20/73628/41826_1.jpg,"<p><br>The long handled wash brush allows you to reach into parts of equipment that are hard to access. The angled bristles are medium, creating a washing action.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>2.75</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>15.75</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.5</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073636,41904,REMCO 41904 Vikan Scrub Brush Short Handle Brush- Soft- Red (repl,product_images/20/73636/41904_1.jpg,"<p><br>This fully color-coded, short-handled, wash brush has a comfortable grip allowing you to work for long periods of time without hand fatigue. The medium strength bristles are great for washing all types of equipment, tables and walls. You can use the brush holding both the handle and the brush head to give you better control.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>2.75</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>10</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.5</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073652,10172,"REMCO 10172 Vikan Wall Bracket 9.5"" Wall Bracket- Green",product_images/20/73652/10172_1.jpg,"<p><br>Proper storage of cleaning equipment enhances food safety and extends the shelf life of your equipment. These wall brackets can adjust to any color-coded program, and you can extend the length of the bracket system by mounting multiple brackets together adjacently.  The wall bracket comes with one rubber clip and two side hooks.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>3.15</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>6.15</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>2.35</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.3</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073656,10184,"REMCO 10184 Vikan Wall Bracket 18.5"" Wall Bracket- Red",product_images/20/73656/10184_1.jpg,"<p><br>Proper storage of cleaning equipment enhances food safety and extends the shelf life of your equipment. These wall brackets can adjust to any color-coded program, and you can extend the length of the bracket system by mounting multiple brackets together adjacently.  The wall bracket comes with four rubber clips and two side hooks. </p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>3.15</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>15.5</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>2.35</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.75</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073660,10188,"REMCO 10188 Vikan Wall Bracket 18.5"" Wall Bracket- Purple",product_images/20/73660/10188_1.jpg,"<p><br>Proper storage of cleaning equipment enhances food safety and extends the shelf life of your equipment. These wall brackets can adjust to any color-coded program, and you can extend the length of the bracket system by mounting multiple brackets together adjacently.  The wall bracket comes with four rubber clips and two side hooks. </p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>3.15</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>15.5</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>2.35</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.75</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073668,10192,REMCO 10192 Vikan Wall Bracket Replacement Clips for Wall Bracket-,product_images/20/73668/10192_1.jpg,"<p><br>This kit contains 4 4 rubber clips and 8 pins for use with wall brackets 1017 and 1018. Allows total customization of the wall bracket system to fit any color-coded program.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>1.25</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>3.125</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Rubber and Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.12</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073672,10196,REMCO 10196 Vikan Wall Bracket Replacement Clips for Wall Bracket-,product_images/20/73672/10196_1.jpg,"<p><br>This kit contains 4 4 rubber clips and 8 pins for use with wall brackets 1017 and 1018. Allows total customization of the wall bracket system to fit any color-coded program.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>1.25</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>3.125</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Rubber and Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.12</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073684,45895,REMCO 45895 Vikan Sweep Brush Bakers Brush- Medium- White,product_images/20/73684/45895_1.jpg,"<p><br>This is a dusting brush with a smooth, ergonomically designed handle. The medium strength bristles remove moist or medium sized particles, such as sugar, chocolate, pastry, vegetable peelings. It is also used as a dustpan brush on floors.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>1.6</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>14</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>2.6</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Length (inches):</th>\n                              <td>2</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Type:</th>\n                              <td>Medium</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.4</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2073700,71602,"REMCO 71602 Vikan Ultra Squeegee Ultra Squeegee- 24""- Green (replace",product_images/20/73700/71602_1.jpg,"<p><br>Vikan's one-piece, single-blade squeegee has an ultra-hygienic design that minimizes areas for water and food soils to collect.This seamless, one-piece construction is especially effective in areas requiring the highest level of hygiene.The soft and flexible rubber  blade is ideal for removing water or food debris from floors and food contact surfaces.  Hygiene squeegees are a good foundation for any HACCP or food safety program.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>3.54</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>23.62</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>3.54</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Polypropylene, Rubber</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Blade Material:</th>\n                              <td>Rubber</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.79</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Autoclavable:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Country of Origin:</th>\n                              <td>Denmark</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072756,65006,REMCO 65006 Remco Scoop Large Scoop- Yellow,product_images/20/72756/65006_1.jpg,"<p><br>This fully color-coded large scoop is great for handling bulk materials. Its solid construction makes it extremely durable. It has no seams or cracks to help prevent bacterial growth.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>15</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.8</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072788,77164,REMCO 77164 Vikan Ceiling Squeegee 16 inch rd ceiling squeegee with gr,product_images/20/72788/77164_1.jpg,"<p><br>Squeegee with drain holes for effective removal of condensation from ceilings and pipes. Collection of condensation prevents moisture from dripping into food product or on costly machinery.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>15.75</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Blade Material:</th>\n                              <td>SEBS Polymer</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.7</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072792,29598,"REMCO 29598 Vikan Aluminum Handle KLEEN Aluminum Handle- 59""- Purple",product_images/20/72792/29598_1.jpg,"<p><br>This standard broom handle can be used with all brooms, squeegees and scrapers. The handle with the attached item should reach to the chin of the user to prevent occupational back injuries.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>57.48</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Handle Diameter (inches):</th>\n                              <td>0.98</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Aluminum</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Other Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.57</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072820,10181,"REMCO 10181 Vikan Wall Bracket 18.5"" Wall Bracket- Pink",product_images/20/72820/10181_1.jpg,"<p><br>Proper storage of cleaning equipment enhances food safety and extends the shelf life of your equipment. These wall brackets can adjust to any color-coded program, and you can extend the length of the bracket system by mounting multiple brackets together adjacently. The wall bracket comes with four rubber clips and two side hooks.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>3.15</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>15.5</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>2.35</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.75</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072824,29371,"REMCO 29371 Vikan Aluminum Handle Handle- Alloy- 60""- Pink",product_images/20/72824/29371_1.jpg,"<p><br>This standard broom handle can be used with all brooms, squeegees and scrapers. The handle with the attached item should reach to the chin of the user to prevent occupational back injuries.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>58.75</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Aluminum</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Other Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>1.2</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072836,77141,"REMCO 77141 Vikan Dbl Ultra Squeegee Dbl Blade Ultra Squeegee- 24""- Pink",product_images/20/72836/77141_1.jpg,"<p><br>The double-blade non-porous rubber design of this squeegee is effective in removing water from all types of floors; tiles, epoxy, cement. It is very efficient in large food production facilities on walk ways and expansive areas. The cartridge system blades can be removed for easy cleaning and replaced when worn out, making the model a very economical hygienic option. Replacement Squeegee Blade: Series 7734.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>23.5</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Blade Material:</th>\n                              <td>Rubber</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.8</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072852,56894,REMCO 56894 Vikan Pail Pail Lid- Red,product_images/20/72852/56894_1.jpg,"<p><br>This pail lid is useful for preventing spillage of materials. It has a clip system for securing the lid tightly.  Corresponds with part number 5688.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>9.96</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>11.61</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>0.59</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.26</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072856,56898,REMCO 56898 Vikan Pail Pail Lid- Purple,product_images/20/72856/56898_1.jpg,"<p><br>This pail lid is useful for preventing spillage of materials. It has a clip system for securing the lid tightly.  Corresponds with part number 5688.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Width (inches):</th>\n                              <td>9.96</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>11.61</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Height (inches):</th>\n                              <td>0.59</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>0.26</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072860,53914,REMCO 53914 Vikan Tube/Valve Brush 3.5in Tube Brush f/Flex Hdl- Red,product_images/20/72860/default_2072860.jpg,nan,nan,Remco Products
2072872,6158,REMCO 06158 Vikan Wall Bracket Wall Bracket- Purple,product_images/20/72872/default_2072872.jpg,nan,nan,Remco Products
2072876,31798,REMCO 31798 Vikan Sweep Broom Broom- Medium- Purple- 2x16,product_images/20/72876/31798_1.jpg,"<p><br>This fully color-coded medium-bristled floor broom is great for sweeping fine particles, such as flour, in dry areas. </p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>16.5</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>1.2</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072884,5380-50-2,"REMCO 5380-50-2 Vikan Tube/Valve Brush Tube Brush- 2""- Green (53902)",product_images/20/72884/5380-50-2_1.jpg,"<p><br>This tube brush has bristles along the sides as well as in the front. It is used in areas where a wider tube cleaning action is required or where the equipment has an end point that cannot be reached with a hand brush. Requires a European-thread handle. (This part number replaces 53902)</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>5.75</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.2</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072888,5380-63-2,"REMCO 5380-63-2 Vikan Tube/Valve Brush Tube Brush- 2 1/2""- Green (53912)",product_images/20/72888/5380-63-2_1.jpg,"<p><br>This tube brush has bristles along the sides as well as in the front. It is used in areas where a wider tube cleaning action is required or where the equipment has an end point that cannot be reached with a hand brush. Requires a European-thread handle. (This part number replaces 53912)</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>6</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.3</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072892,5380-63-6,"REMCO 5380-63-6 Vikan Tube/Valve Brush Tube Brush- 2 1/2""- Yellow (53916)",product_images/20/72892/5380-63-6_1.jpg,"<p><br>This tube brush has bristles along the sides as well as in the front. It is used in areas where a wider tube cleaning action is required or where the equipment has an end point that cannot be reached with a hand brush. Requires a European-thread handle. (This part number replaces 53916)</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>6</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.3</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072900,5380-90-6,"REMCO 5380-90-6 Vikan Tube/Valve Brush Tube Brush- 3 1/2""- Yellow (53936)",product_images/20/72900/5380-90-6_1.jpg,"<p><br>This tube brush has bristles along the sides as well as in the front. It is used in areas where a wider tube cleaning action is required or where the equipment has an end point that cannot be reached with a hand brush. Works well as a drain brush, particularly in black. Requires a European-thread handle. (This part number replaces 53936)</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>6.25</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.9</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072904,5380-50-6,"REMCO 5380-50-6 Vikan Tube/Valve Brush Tube Brush- 2""- Yellow (53906)",product_images/20/72904/5380-50-6_1.jpg,"<p><br>This tube brush has bristles along the sides as well as in the front. It is used in areas where a wider tube cleaning action is required or where the equipment has an end point that cannot be reached with a hand brush. Requires a European-thread handle. (This part number replaces 53906)</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>5.75</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.2</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072916,77348,"REMCO 77348 Vikan Dbl Ultra Squeegee 24"" Dbl Blade Ultra Purple REFILL",product_images/20/72916/77348_1.jpg,nan,nan,Remco Products
2072928,29757,REMCO 29757 Vikan Telescopic Handle Telesc. Handle- Alum- Orange,product_images/20/72928/29757_1.jpg,"<p><br>This extendable handle is often used with the pad holder and deck scrubs for reaching high walls and tanks. Also used with CIP brushes for cleaning on top of overhead pipes.</p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>108.5</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Material:</th>\n                              <td>Aluminum</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Other Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>2.2</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072956,41674,REMCO 41674 Vikan Scrub Brush Ergon Hand Brush- Flagged- Red,product_images/20/72956/41674_1.jpg,"<p><br>This ergonomic hand brush is fully color-coded and has split fiber bristles that retain water for a good washing effect. </p><h5>Specifications</h5><table class=""description-table"">\n                        \n															<tr>\n																\n                              <th>Length (inches):</th>\n                              <td>13.5</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>FDA Compliant Raw Material:</th>\n                              <td>Yes</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Block Material:</th>\n                              <td>Polypropylene</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Bristle Material:</th>\n                              <td>Polyester</td>\n																\n															</tr>\n                        \n															<tr>\n																\n                              <th>Unit Weight (lbs.):</th>\n                              <td>.6</td>\n																\n															</tr>\n                        \n														</table>",nan,Remco Products
2072960,77715,"REMCO 77715 Vikan Foam Squeegee 10"" White 7751 or 7761 REFILL",product_images/20/72960/default_2072960.jpg,nan,nan,Remco Products
2072972,6923,REMCO 6923 Remco Tub HDPE Pallet,product_images/20/72972/default_2072972.jpg,nan,nan,Remco Products
