catalog_number,industry_crossover_numbers,id
91008,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02469-1008</td>
    </tr>

        <tr>
        <td>169PMTNS-10-8</td>
    </tr>

        <tr>
        <td>1869x10</td>
    </tr>

        <tr>
        <td>269PC-10x8</td>
    </tr>

        <tr>
        <td>269PC10X8</td>
    </tr>

        <tr>
        <td>269PPDOT-10D</td>
    </tr>

        <tr>
        <td>969-10PXDOT</td>
    </tr>

        <tr>
        <td>DQ69-108</td>
    </tr>

        <tr>
        <td>PC1469-10D</td>
    </tr>

        <tr>
        <td>PP69H-DOT</td>
    </tr>

    </table>",2535821
95322,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02469-5302</td>
    </tr>

        <tr>
        <td>169PMNS-5/32-2</td>
    </tr>

        <tr>
        <td>1869x2.5</td>
    </tr>

        <tr>
        <td>269PC-5/32x2</td>
    </tr>

        <tr>
        <td>31090411DOT</td>
    </tr>

        <tr>
        <td>969-2.5-2PXDOT</td>
    </tr>

        <tr>
        <td>DQ69-5322</td>
    </tr>

        <tr>
        <td>PC1469-5/32A</td>
    </tr>

        <tr>
        <td>PP69AA-DOT</td>
    </tr>

    </table>",2538461
95302,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>269PC5/32X2</td>
    </tr>

    </table>",2538441
80606,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02468-0606</td>
    </tr>

        <tr>
        <td>1868x6x6</td>
    </tr>

        <tr>
        <td>2468x6x6</td>
    </tr>

        <tr>
        <td>268PC-6x6</td>
    </tr>

        <tr>
        <td>268PC6X6</td>
    </tr>

        <tr>
        <td>268PPDOT-6C</td>
    </tr>

        <tr>
        <td>68PMT-6-6</td>
    </tr>

        <tr>
        <td>968-6-6PXDOT</td>
    </tr>

        <tr>
        <td>AQ68DOT6X6</td>
    </tr>

        <tr>
        <td>DOT68-6-6</td>
    </tr>

        <tr>
        <td>DQ68-66</td>
    </tr>

        <tr>
        <td>PC1468-6C</td>
    </tr>

        <tr>
        <td>PP68EEE-DOT</td>
    </tr>

    </table>",2539090
80602,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02468-0602</td>
    </tr>

        <tr>
        <td>1868x6x2</td>
    </tr>

        <tr>
        <td>268PC-6x2</td>
    </tr>

        <tr>
        <td>268PC6X2</td>
    </tr>

        <tr>
        <td>268PPDOT-6A</td>
    </tr>

        <tr>
        <td>31156011DOT</td>
    </tr>

        <tr>
        <td>68PMT-6-2</td>
    </tr>

        <tr>
        <td>968-6-2PXDOT</td>
    </tr>

        <tr>
        <td>DQ68-62</td>
    </tr>

        <tr>
        <td>PC1468-6A</td>
    </tr>

        <tr>
        <td>PP68E-DOT</td>
    </tr>

    </table>",2539086
80604,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02468-0604</td>
    </tr>

        <tr>
        <td>1868x6</td>
    </tr>

        <tr>
        <td>2468x6</td>
    </tr>

        <tr>
        <td>268PC-6x4</td>
    </tr>

        <tr>
        <td>268PC6X4</td>
    </tr>

        <tr>
        <td>268PPDOT-6B</td>
    </tr>

        <tr>
        <td>68PMT-6-4</td>
    </tr>

        <tr>
        <td>968-6PXDOT</td>
    </tr>

        <tr>
        <td>AQ68DOT6X4</td>
    </tr>

        <tr>
        <td>DOT68-6-4</td>
    </tr>

        <tr>
        <td>DQ68-64</td>
    </tr>

        <tr>
        <td>PC1468-6B</td>
    </tr>

        <tr>
        <td>PP68EE-DOT</td>
    </tr>

    </table>",2539088
80302,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>31155511DOT</td>
    </tr>

    </table>",2539054
20600,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>02482-06</td>
    </tr>

        <tr>
        <td>1874x6x6</td>
    </tr>

        <tr>
        <td>2474x6</td>
    </tr>

        <tr>
        <td>262BHPPDOT-6</td>
    </tr>

        <tr>
        <td>274PC-6</td>
    </tr>

        <tr>
        <td>274PC-6</td>
    </tr>

        <tr>
        <td>31166000DOT</td>
    </tr>

        <tr>
        <td>62PMTBH-6</td>
    </tr>

        <tr>
        <td>982-6PXDOT</td>
    </tr>

        <tr>
        <td>DOT82-6</td>
    </tr>

        <tr>
        <td>DQ82-6</td>
    </tr>

        <tr>
        <td>PC1477-6</td>
    </tr>

    </table>",2530992
620128,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS128</td>
    </tr>

    </table>",2538023
620104,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS104</td>
    </tr>

    </table>",2538021
620096,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS96</td>
    </tr>

    </table>",2538020
620088,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS88</td>
    </tr>

    </table>",2538019
620116,blank value,2538022
620080,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS80</td>
    </tr>

    </table>",2538018
620064,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS64</td>
    </tr>

    </table>",2538014
620072,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>HSS72</td>
    </tr>

    </table>",2538016
64261,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT400G</td>
    </tr>

    </table>",2534762
64262,blank value,2534763
64260,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT300G</td>
    </tr>

    </table>",2534761
64259,blank value,2534760
64255,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT100G</td>
    </tr>

    </table>",2534756
64253,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT50G</td>
    </tr>

    </table>",2534754
64258,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT200G</td>
    </tr>

    </table>",2534759
64256,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT120G</td>
    </tr>

    </table>",2534757
64257,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT150G</td>
    </tr>

    </table>",2534758
64252,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT38G</td>
    </tr>

    </table>",2534753
64254,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT75G</td>
    </tr>

    </table>",2534755
64251,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>FT25G</td>
    </tr>

    </table>",2534752
32742,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BN33RU62</td>
    </tr>

    </table>",2528862
32741,blank value,2528861
32727,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BN22RU50</td>
    </tr>

    </table>",2528859
32728,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BN22RU56</td>
    </tr>

    </table>",2528860
32725,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BN32RU75</td>
    </tr>

    </table>",2528857
32726,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>BN22RU62</td>
    </tr>

    </table>",2528858
10291,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04049-0504</td>
    </tr>

        <tr>
        <td>104-0369</td>
    </tr>

        <tr>
        <td>149F-5-4 / 249F-5-4</td>
    </tr>

        <tr>
        <td>149x5x4 / 249x5x4</td>
    </tr>

        <tr>
        <td>249X5X4</td>
    </tr>

        <tr>
        <td>49 5/16 x 1/4</td>
    </tr>

        <tr>
        <td>49-5-4 / 149-5-4</td>
    </tr>

        <tr>
        <td>49-54</td>
    </tr>

        <tr>
        <td>49-5B</td>
    </tr>

        <tr>
        <td>49DD</td>
    </tr>

        <tr>
        <td>49F-54</td>
    </tr>

        <tr>
        <td>49x5x4</td>
    </tr>

        <tr>
        <td>649-F-05x04</td>
    </tr>

        <tr>
        <td>649F05X04</td>
    </tr>

        <tr>
        <td>E1-5B</td>
    </tr>

        <tr>
        <td>E1F-5B</td>
    </tr>

        <tr>
        <td>FF249-5-4</td>
    </tr>

        <tr>
        <td>RE1-54</td>
    </tr>

        <tr>
        <td>S49-5-4 / S149-5-4</td>
    </tr>

    </table>",2529570
10290,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04049-0502</td>
    </tr>

        <tr>
        <td>149F-5-2 / 249F-5-2</td>
    </tr>

        <tr>
        <td>149x5 / 249x5</td>
    </tr>

        <tr>
        <td>249X5</td>
    </tr>

        <tr>
        <td>49 5/16 x 1/8</td>
    </tr>

        <tr>
        <td>49-5-2 / 149-5-2</td>
    </tr>

        <tr>
        <td>49-52</td>
    </tr>

        <tr>
        <td>49-5A</td>
    </tr>

        <tr>
        <td>49D</td>
    </tr>

        <tr>
        <td>49F-52</td>
    </tr>

        <tr>
        <td>49x5</td>
    </tr>

        <tr>
        <td>649-F-05x02</td>
    </tr>

        <tr>
        <td>649F05X02</td>
    </tr>

        <tr>
        <td>E1-5A</td>
    </tr>

        <tr>
        <td>E1F-5A</td>
    </tr>

        <tr>
        <td>FF249-5-2</td>
    </tr>

        <tr>
        <td>RE1-52</td>
    </tr>

        <tr>
        <td>S49-5-2 / S149-5-2</td>
    </tr>

    </table>",2529568
10288,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04049-0406</td>
    </tr>

        <tr>
        <td>104-0360</td>
    </tr>

        <tr>
        <td>149F-4-6</td>
    </tr>

        <tr>
        <td>149F-4-6 / 249F-4-6</td>
    </tr>

        <tr>
        <td>249X4X6</td>
    </tr>

        <tr>
        <td>249x4x6</td>
    </tr>

        <tr>
        <td>49 1/4 x 3/8</td>
    </tr>

        <tr>
        <td>49-4-6 / 149-4-6</td>
    </tr>

        <tr>
        <td>49-46</td>
    </tr>

        <tr>
        <td>49-4C</td>
    </tr>

        <tr>
        <td>49CE</td>
    </tr>

        <tr>
        <td>49F-46</td>
    </tr>

        <tr>
        <td>49x4x6</td>
    </tr>

        <tr>
        <td>649-F-04x06</td>
    </tr>

        <tr>
        <td>649F04X06</td>
    </tr>

        <tr>
        <td>A  04812</td>
    </tr>

        <tr>
        <td>E1-4C</td>
    </tr>

        <tr>
        <td>E1F-4C</td>
    </tr>

        <tr>
        <td>FF249-4-6</td>
    </tr>

        <tr>
        <td>LE1-46</td>
    </tr>

        <tr>
        <td>S49-4-6 / S149-4-6</td>
    </tr>

    </table>",2529566
10290B,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>49X5</td>
    </tr>

        <tr>
        <td>E1-5A</td>
    </tr>

        <tr>
        <td>RE1-5A</td>
    </tr>

    </table>",2529569
10289,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04049-0408</td>
    </tr>

        <tr>
        <td>149-4-8</td>
    </tr>

        <tr>
        <td>149F-4-8</td>
    </tr>

        <tr>
        <td>249x4x8</td>
    </tr>

        <tr>
        <td>49 1/4 x 1/2</td>
    </tr>

        <tr>
        <td>49-48</td>
    </tr>

        <tr>
        <td>49-4D</td>
    </tr>

        <tr>
        <td>49CF</td>
    </tr>

        <tr>
        <td>49F-48</td>
    </tr>

        <tr>
        <td>E1-4D</td>
    </tr>

        <tr>
        <td>LE1-48</td>
    </tr>

        <tr>
        <td>S49-4-8 / S149-4-8</td>
    </tr>

    </table>",2529567
10287B,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>249F-4-4</td>
    </tr>

        <tr>
        <td>49X4X4</td>
    </tr>

        <tr>
        <td>E1-4B</td>
    </tr>

        <tr>
        <td>RE1-4B</td>
    </tr>

    </table>",2529565
10287,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04049-0404</td>
    </tr>

        <tr>
        <td>104-0357</td>
    </tr>

        <tr>
        <td>149F-4-4</td>
    </tr>

        <tr>
        <td>149F-4-4 / 249F-4-4</td>
    </tr>

        <tr>
        <td>149x4x4 / 249x4x4</td>
    </tr>

        <tr>
        <td>249X4X4</td>
    </tr>

        <tr>
        <td>49 1/4 x 1/4</td>
    </tr>

        <tr>
        <td>49-4-4</td>
    </tr>

        <tr>
        <td>49-4-4 / 149-4-4</td>
    </tr>

        <tr>
        <td>49-44</td>
    </tr>

        <tr>
        <td>49-4B</td>
    </tr>

        <tr>
        <td>49CC</td>
    </tr>

        <tr>
        <td>49F-44</td>
    </tr>

        <tr>
        <td>49x4x4</td>
    </tr>

        <tr>
        <td>649-F-04x04</td>
    </tr>

        <tr>
        <td>649F04X04</td>
    </tr>

        <tr>
        <td>A  04890</td>
    </tr>

        <tr>
        <td>E1-4B</td>
    </tr>

        <tr>
        <td>E1F-4B</td>
    </tr>

        <tr>
        <td>FF249-4-4</td>
    </tr>

        <tr>
        <td>LE1-44</td>
    </tr>

        <tr>
        <td>S49-4-4 / S149-4-4</td>
    </tr>

    </table>",2529564
10286B,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>249F-4-2</td>
    </tr>

        <tr>
        <td>49X4</td>
    </tr>

        <tr>
        <td>E1-4A</td>
    </tr>

        <tr>
        <td>RE1-4A</td>
    </tr>

    </table>",2529563
10309,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04049-1616</td>
    </tr>

        <tr>
        <td>49 1 x 1</td>
    </tr>

        <tr>
        <td>49-16H</td>
    </tr>

        <tr>
        <td>49F-1616</td>
    </tr>

        <tr>
        <td>49NN</td>
    </tr>

        <tr>
        <td>E1-1616</td>
    </tr>

        <tr>
        <td>E1-16F</td>
    </tr>

    </table>",2529598
10308,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04049-1612</td>
    </tr>

        <tr>
        <td>49-16E</td>
    </tr>

        <tr>
        <td>49F-1612</td>
    </tr>

        <tr>
        <td>49NJ</td>
    </tr>

        <tr>
        <td>49x16</td>
    </tr>

        <tr>
        <td>E1-1612</td>
    </tr>

        <tr>
        <td>E1-16E</td>
    </tr>

    </table>",2529597
10307,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>04049-1412</td>
    </tr>

        <tr>
        <td>149F-14-12</td>
    </tr>

        <tr>
        <td>49 7/8  x 3/4</td>
    </tr>

        <tr>
        <td>49-1412</td>
    </tr>

        <tr>
        <td>49-14E</td>
    </tr>

        <tr>
        <td>49F-1412</td>
    </tr>

        <tr>
        <td>49MJ</td>
    </tr>

        <tr>
        <td>49x14</td>
    </tr>

        <tr>
        <td>E1-1412</td>
    </tr>

        <tr>
        <td>E1-14E</td>
    </tr>

    </table>",2529596
10306B,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>49X12X12</td>
    </tr>

        <tr>
        <td>E1-12E</td>
    </tr>

    </table>",2529595
10303B,"<table class=""standard-table shop"">
    <tr>
        <th>Industry Crossover Numbers</th>
    </tr>

    <tr>
        <td>249F-10-8</td>
    </tr>

        <tr>
        <td>49X10</td>
    </tr>

        <tr>
        <td>E1-10D</td>
    </tr>

        <tr>
        <td>RE1-10D</td>
    </tr>

    </table>",2529591
