id,catalog_number,attributes
268099,59,nan
268151,6576,nan
268155,6581,nan
268215,74,nan
268291,8576,nan
268473,97,nan
267698,151,nan
673433,ML090-12MM,nan
268152,6577,nan
268156,6582,nan
266738,B53,nan
2971972,80B80 KWY 2 15/16,"""SS""=>""2"", ""Kwy""=>""3/4 x 3/8"", ""Bore""=>""2 15/16"", ""SS Size""=>""5/8 - 11 x 5/8"""
266832,C44,nan
266891,HH107FG,nan
266895,HH418,nan
266900,HH49,nan
266904,HH63,nan
266247,Q815BS21 1 1/4,nan
266251,Q815BS21P 1 1/4,nan
266255,Q815BS23 1 1/4,nan
266259,Q815BS23P 1 1/4,nan
266263,Q815BS25 1 1/4,nan
266267,Q815BS25P 1 1/4,nan
266271,Q815BS27 1 1/4,nan
266275,Q815BS27P 1 1/4,nan
266279,Q820BS21 1 1/4,nan
266283,Q820BS21P 1 1/4,nan
266287,Q820BS23 1 1/4,nan
266291,Q820BS23P 1 1/4,nan
266295,Q820BS25 1 1/4,nan
266299,Q820BS25P 1,nan
266303,Q820BS27 1,nan
266307,Q820BS27 1 7/16,nan
266311,Q820BS27P 1 7/16,nan
266315,S815C15S,nan
266319,S815C19S,nan
266323,S815C23S,nan
266327,S815C27S,nan
266331,S815C31S,nan
841801,2 5V 490 TB,nan
841822,4,nan
268200,700,nan
268216,75,nan
268292,8577,nan
267059,PWO10,nan
267111,P15,nan
267302,SOE5KSM,nan
266731,B20A,nan
266833,C46,nan
266853,C75,nan
266892,HH108FG,nan
266896,HH42A18,nan
266905,HH6810,nan
267044,PANEL,nan
267060,PWO14,nan
267092,PW48,nan
267108,P12,nan
267226,SDE6,nan
267232,SDP6,nan
842171,1058HP,nan
841770,10 5V 1870 TB,nan
842172,1059HP,nan
267382,S53,nan
267394,T1214-6K,nan
267611,120,nan
267363,S00,nan
267383,S53RD,nan
267395,T1620K,nan
2059818,CMD24038H40L3H,nan
2059654,CMD20038H40L3H,nan
669431,ML075-14MM,nan
268153,6578,nan
268157,6583,nan
626287,ML110-38MM,nan
670404,12SA605,nan
671809,TS640,nan
268154,6580,nan
268158,6584,nan
268198,70,nan
268273,8039A,nan
268293,8578,nan
2059227,CMD12044X35L3H,nan
268210,71,nan
268214,72,nan
268290,84576,nan
268294,8580,nan
837448,12SF412-R-SS,nan
841710,CHB2206MSB,nan
841799,2 5V 440 TB,nan
2060510,CMW12051X40,nan
842119,MXT-STL302 11/16,nan
842169,1024HP,nan
842173,1060HP,nan
841804,2 5V 590 TB,nan
841825,4 5V 1130 TB,nan
2059508,CMD18038H40L3H,nan
842170,1036HP,nan
2061170,CMW24051X45,nan
2059796,CMD24032H40L3H,nan
2061790,CSD12032H30L3H,nan
2061826,CSD12044H30L3H,nan
2061890,CSD14026H30L3H,nan
2061639,CSD08044X30,nan
2061616,CSD08020X20,nan
2061808,CSD12038H30L3H,nan
2061888,CSD14026H25L3H,nan
2061908,CSD14032H30L3H,nan
2061573,CSD06020X20,nan
2063546,CSW16032H30,nan
2061941,CSD14044H30L3H,nan
2064215,MXT-STL1009,nan
2064227,MXT-STL201 1/4,nan
2064231,MXT-STL201 7/16,nan
2064235,MXT-STL251 11/16,nan
2064247,MXT-STL301 7/16,nan
2064251,MXT-STL302 3/16,nan
2064255,MXT-STL352 1/2,nan
2064263,MXT-STL402 15/16,nan
2064267,MXT-STL403 15/16,nan
2064271,MXT-STL453 7/16,nan
2064279,MXT-STL605 7/16,nan
2064283,MXT-STL706 7/16,nan
2064287,MXT-STL807 1/4,nan
2064335,MXT30 2 3/4,nan
2064839,213B,nan
2064843,25B32SS,nan
2065129,41B10STL,nan
2065433,60A15SS,nan
2065437,60A19SS,nan
2064212,MXT-STL10010,nan
2064216,MXT-STL1009 1/2,nan
2064220,MXT-STL151,nan
2064224,MXT-STL151 3/16,nan
2064228,MXT-STL201 11/16,nan
2064232,MXT-STL251,nan
2064236,MXT-STL251 15/16,nan
2064240,MXT-STL252,nan
2064244,MXT-STL301 1/2,nan
2064248,MXT-STL302,nan
2064256,MXT-STL352 11/16,nan
2064264,MXT-STL402 3/16,nan
2064272,MXT-STL454 7/16,nan
2064284,MXT-STL707,nan
2064288,MXT-STL807 15/16,nan
2064296,MXT100 9 7/16,nan
2064840,213R,nan
2064892,3 C 200 R,nan
2065125,40A22SS,nan
2065130,41B15STL,nan
2065434,60A16SS,nan
2063404,CSW12051X35,nan
1448136,12CHT12,nan
247353,E 2 15/16,"""Keyway""=>""3/4\"" x 1/8\"""", ""Bore Size""=>""2-15/16\"""""
2064225,MXT-STL151 7/16,nan
2064229,MXT-STL201 15/16,nan
2064237,MXT-STL251 3/16,nan
2064241,MXT-STL252 1/2,nan
2064245,MXT-STL301 11/16,nan
2064249,MXT-STL302 1/2,nan
2064253,MXT-STL303,nan
2064261,MXT-STL353 1/2,nan
2064265,MXT-STL402 7/16,nan
2064269,MXT-STL452 15/16,nan
2064273,MXT-STL503 7/16,nan
2064277,MXT-STL604 15/16,nan
2064281,MXT-STL706 1/2,nan
2064285,MXT-STL807,nan
2064289,MXT-STL807 7/16,nan
2064365,MXT60 5 1/2,nan
2064719,16658,nan
2064727,17654,nan
2064747,2 B 66 P,nan
2064837,208R,nan
2064841,238T,nan
2065126,40A24SS,nan
2065131,41B16STL,nan
2065431,60A13SS,nan
2065435,60A17SS,nan
2065439,60A32SS,nan
248669,SDS 1 5/8,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-5/8\"""""
249353,12S 3 3/8,nan
259737,1.60E+16,nan
249545,2012 15/16,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""15/16\"""""
249661,3020 1 3/16,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-3/16\"""""
249665,3020 1 5/8,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-5/8\"""""
250221,9S 1 7/8,nan
260920,35BS23HT 5/8,"""Bore""=>""5/8\"""", ""Pitch""=>""35"", ""Teeth""=>""23"""
261677,40BS38 7/8,"""Bore""=>""7/8\"""", ""Pitch""=>""40"", ""Teeth""=>""38"""
261729,40BS45 1 1/4,"""Bore""=>""1-1/4\"""", ""Pitch""=>""40"", ""Teeth""=>""45"""
262630,50BS15HT 1 3/8,"""Bore""=>""1-3/8\"""", ""Pitch""=>""50"", ""Teeth""=>""15"""
262774,50BS22HT 1 3/8,"""Bore""=>""1-3/8\"""", ""Pitch""=>""50"", ""Teeth""=>""22"""
262790,50BS23HT 1 3/16,"""Bore""=>""1-3/16\"""", ""Pitch""=>""50"", ""Teeth""=>""23"""
263054,50BS48 1 3/16,"""Bore""=>""1-3/16\"""", ""Pitch""=>""50"", ""Teeth""=>""48"""
263775,60BS18HT 1 1/2,"""Bore""=>""1-1/2\"""", ""Pitch""=>""60"", ""Teeth""=>""18"""
263927,60BS31 1 1/4,"""Bore""=>""1-1/4\"""", ""Pitch""=>""60"", ""Teeth""=>""31"""
264269,60BS60 1 3/4,"""Bore""=>""1-3/4\"""", ""Pitch""=>""60"", ""Teeth""=>""60"""
265159,80BS28 1 3/4,"""Bore""=>""1-3/4\"""", ""Pitch""=>""80"", ""Teeth""=>""28"""
2064214,MXT-STL1008 1/2,nan
247322,#40KIT,nan
247354,E 2 3/16,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2-3/16\"""""
247458,F 2 3/16,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2-3/16\"""""
248626,SD 1 15/16,"""Keyway""=>""1/2\"" x 1/16\"""", ""Bore Size""=>""1-15/16\"""""
248634,SD 1 7/8,"""Keyway""=>""1/2\"" x 1/16\"""", ""Bore Size""=>""1-7/8\"""""
248774,SH 1/2,"""Keyway""=>""1/8\"" x 1/16\"""", ""Bore Size""=>""1/2\"""""
249570,2517 1 1/4,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-1/4\"""""
260933,35BS25HT 3/4,"""Bore""=>""3/4\"""", ""Pitch""=>""35"", ""Teeth""=>""25"""
260961,35BS28HT 5/8,"""Bore""=>""5/8\"""", ""Pitch""=>""35"", ""Teeth""=>""28"""
261029,35BS60 1 1/4,"""Bore""=>""1-1/4\"""", ""Pitch""=>""35"", ""Teeth""=>""60"""
262779,50BS23 1 1/4,"""Bore""=>""1-1/4\"""", ""Pitch""=>""50"", ""Teeth""=>""23"""
5027789,C5-F-30-09-1,nan
263736,60BS16HT 1 15/16,"""Bore""=>""1-15/16\"""", ""Pitch""=>""60"", ""Teeth""=>""16"""
5049384,CSD12020H30L3H,nan
842002,35BS14 5/8,"""Bore""=>""5/8\"""", ""Pitch""=>""35"", ""Teeth""=>""14"""
2063598,CSW16063X35,nan
2064218,MXT-STL15 5/8,nan
2064222,MXT-STL151 1/4,nan
2064226,MXT-STL201,nan
2064230,MXT-STL201 3/16,nan
2064234,MXT-STL251 1/4,nan
2064238,MXT-STL251 3/4,nan
2064246,MXT-STL301 15/16,nan
2064250,MXT-STL302 15/16,nan
2064254,MXT-STL351 15/16,nan
2064258,MXT-STL352 3/16,nan
2064266,MXT-STL403 1/2,nan
2064270,MXT-STL453 15/16,nan
2064274,MXT-STL504 15/16,nan
2064278,MXT-STL605 15/16,nan
2064282,MXT-STL706 15/16,nan
2064286,MXT-STL807 1/2,nan
2064290,MXT-STL808,nan
2064330,MXT30 2,nan
2064728,1812A,nan
2064736,2 B 300 Q,nan
2064838,212T,nan
2065132,41B8STL,nan
2065432,60A14SS,nan
2065436,60A18SS,nan
2065440,60A36SS,nan
257092,E16C60,nan
247337,E 1 3/8,"""Keyway""=>""5/16\"" x 5/32\"""", ""Bore Size""=>""1-3/8\"""""
247345,E 2,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2\"""""
247361,E 3,"""Keyway""=>""3/4\"" x 1/8\"""", ""Bore Size""=>""3\"""""
247369,E 3 7/16,"""Keyway""=>""7/8\"" x 7/16\"""", ""Bore Size""=>""3-7/16\"""""
247449,F 2,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2\"""""
247461,F 2 5/16,"""Keyway""=>""5/8\"" x 5/16\"""", ""Bore Size""=>""2-5/16\"""""
247493,F-BOLTS,nan
247585,HB1,nan
247589,HCQ1,nan
247597,HS1,nan
247601,HU2,nan
247605,J 1 11/16,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-11/16\"""""
247629,J 2 5/8,"""Keyway""=>""5/8\"" x 5/16\"""", ""Bore Size""=>""2-5/8\"""""
247641,J 3 3/4,"""Keyway""=>""7/8\"" x 7/16\"""", ""Bore Size""=>""3-3/4\"""""
247645,J 3 5/8,"""Keyway""=>""7/8\"" x 7/16\"""", ""Bore Size""=>""3-5/8\"""""
247669,J-BOLTS,nan
247713,JA 1/2,"""Keyway""=>""1/8\"" x 1/16\"""", ""Bore Size""=>""1/2\"""""
247717,JA 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
247749,M 3 1/2,"""Keyway""=>""7/8\"" x 7/16\"""", ""Bore Size""=>""3-1/2\"""""
247761,M 3 7/8,"""Keyway""=>""1\"" x 1/2\"""", ""Bore Size""=>""3-7/8\"""""
247769,M 4 15/16,"""Keyway""=>""1-1/4\"" x 1/4\"""", ""Bore Size""=>""4-15/16\"""""
247350,E 2 1/8,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2-1/8\"""""
247358,E 2 5/8,"""Keyway""=>""5/8\"" x 5/16\"""", ""Bore Size""=>""2-5/8\"""""
247366,E 3 3/16,"""Keyway""=>""3/4\"" x 1/8\"""", ""Bore Size""=>""3-3/16\"""""
247470,F 3 11/16,"""Keyway""=>""7/8\"" x 3/16\"""", ""Bore Size""=>""3-11/16\"""""
247478,F 3 7/16,"""Keyway""=>""7/8\"" x 3/16\"""", ""Bore Size""=>""3-7/16\"""""
247534,FS-A,nan
247598,HS2,nan
247602,HW1,nan
247630,J 2 7/16,"""Keyway""=>""5/8\"" x 5/16\"""", ""Bore Size""=>""2-7/16\"""""
247642,J 3 3/8,"""Keyway""=>""7/8\"" x 7/16\"""", ""Bore Size""=>""3-3/8\"""""
247754,M 3 15/16,"""Keyway""=>""1\"" x 1/2\"""", ""Bore Size""=>""3-15/16\"""""
247786,M 5 7/16,"""Keyway""=>""1-1/4\"" x 1/4\"""", ""Bore Size""=>""5-7/16\"""""
248049,MS070 7/16,nan
258666,100BTB13H,nan
248034,MS-A,nan
258758,1.00E+20,nan
258770,1.00E+26,nan
248326,P-BOLTS,nan
1259932,18CH2267-SS,nan
247635,J 3 1/4,"""Keyway""=>""3/4\"" x 3/8\"""", ""Bore Size""=>""3-1/4\"""""
248623,SD 1 1/8,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-1/8\"""""
249591,2517 2 1/2,"""Keyway""=>""5/8\"" x 3/16\"""", ""Bore Size""=>""2-1/2\"""""
250219,9S 1 5/8,nan
250775,C1672,nan
261471,40BS22HT 1 1/2,"""Bore""=>""1-1/2\"""", ""Pitch""=>""40"", ""Teeth""=>""22"""
261623,40BS32 7/8,"""Bore""=>""7/8\"""", ""Pitch""=>""40"", ""Teeth""=>""32"""
263785,60BS19 1,"""Bore""=>""1\"""", ""Pitch""=>""60"", ""Teeth""=>""19"""
263865,60BS25 1,"""Bore""=>""1\"""", ""Pitch""=>""60"", ""Teeth""=>""25"""
258853,100TTA24-70,nan
2919926,12CHT10,"""Length""=>""5"", ""Trough Thickness""=>""10"", ""Conveyor Diameter""=>""12"""
265137,80BS26 1 3/4,"""Bore""=>""1-3/4\"""", ""Pitch""=>""80"", ""Teeth""=>""26"""
5053787,TS1620BS  5/8,nan
248257,N-BOLTS,nan
248325,P-A,nan
248617,S-A,nan
2486197,DS40A15 *FINISH BOARD*,nan
248698,SF 1 13/16,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""1-13/16\"""""
248702,SF 1 3/4 1/2K,nan
248710,SF 1 9/16,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-9/16\"""""
248718,SF 2 1/4,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2-1/4\"""""
248730,SF 2 7/8,"""Keyway""=>""3/4\"" x 1/16\"""", ""Bore Size""=>""2-7/8\"""""
248734,SF 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
248746,SF 7/8,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""7/8\"""""
248818,SK 1 9/16,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-9/16\"""""
248838,SK 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
248846,SK 5/8,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""5/8\"""""
248942,S20-8,nan
259422,1.40E+16,nan
259434,1.40E+22,nan
249090,WA100,nan
249094,WA30,nan
249098,WA50,nan
248664,SDS 1 3/16,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-3/16\"""""
248732,SF 25MM,nan
248832,SK 2 5/8,"""Keyway""=>""No Keyway"", ""Bore Size""=>""2-5/8\"""""
249328,1108 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
249348,12S 2 3/4,nan
249372,1210 1/2,"""Keyway""=>""1/8\"" x 1/16\"""", ""Bore Size""=>""1/2\"""""
249388,1210 5/8,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""5/8\"""""
249412,1215 7/8,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""7/8\"""""
249788,3535 3,"""Keyway""=>""3/4\"" x 3/8\"""", ""Bore Size""=>""3\"""""
260919,35BS23HT 3/4,"""Bore""=>""3/4\"""", ""Pitch""=>""35"", ""Teeth""=>""23"""
260979,35BS35 1,"""Bore""=>""1\"""", ""Pitch""=>""35"", ""Teeth""=>""35"""
5027788,C5-RRD-24-1,nan
263774,60BS18HT 1,"""Bore""=>""1\"""", ""Pitch""=>""60"", ""Teeth""=>""18"""
264054,60BS42 1 1/2,"""Bore""=>""1-1/2\"""", ""Pitch""=>""60"", ""Teeth""=>""42"""
2924777,MSPD5-SD,"""Style""=>""Super Pack Seal"", ""Material""=>""Cast Iron"", ""Packaging""=>""Unboxed"", ""Thickness""=>""1.750 in."", ""Shaft Diameter""=>""2.438 in."", ""Number of Bolts""=>""4"", ""Brg Flange Width""=>""7.375 in"", ""Brg Flange Length""=>""7.375 in"", ""Storage Dimension Width""=>""10.500 in"", ""Storage Dimension Height""=>""1.750 in"", ""Storage Dimension Length""=>""9.750 in"""
2924919,C4-F-20-09,nan
264982,80BS17 1,"""Bore""=>""1\"""", ""Pitch""=>""80"", ""Teeth""=>""17"""
265110,80BS24 1 1/4,"""Bore""=>""1-1/4\"""", ""Pitch""=>""80"", ""Teeth""=>""24"""
248653,SD 9/16,"""Keyway""=>""1/8\"" x 1/16\"""", ""Bore Size""=>""9/16\"""""
248661,SDS 1 11/16,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-11/16\"""""
248673,SDS 1/2,"""Keyway""=>""1/8\"" x 1/16\"""", ""Bore Size""=>""1/2\"""""
259149,1.20E+19,nan
259161,1.20E+25,nan
248697,SF 1 11/16,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-11/16\"""""
248705,SF 1 5/16,"""Keyway""=>""5/16\"" x 5/32\"""", ""Bore Size""=>""1-5/16\"""""
248721,SF 2 11/16,"""Keyway""=>""5/8\"" x 1/16\"""", ""Bore Size""=>""2-11/16\"""""
248729,SF 2 7/16,"""Keyway""=>""5/8\"" x 3/16\"""", ""Bore Size""=>""2-7/16\"""""
248769,SH 1 3/8 3/8K,nan
248801,SK 1,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1\"""""
248805,SK 1 1/8,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-1/8\"""""
248809,SK 1 3/16,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-3/16\"""""
248813,SK 1 3/8 3/8K,nan
248829,SK 2 3/16,"""Keyway""=>""1/2\"" x 1/8\"""", ""Bore Size""=>""2-3/16\"""""
248833,SK 2 7/16,"""Keyway""=>""5/8\"" x 1/16\"""", ""Bore Size""=>""2-7/16\"""""
248849,SK 7/8,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""7/8\"""""
248909,S16-6,nan
248941,S20-6,nan
248945,S25-6,nan
248949,S35,nan
249093,WA25,nan
249097,WA45,nan
249101,WA80,nan
249233,10S 1 7/8,nan
249270,1008 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
249298,11S 2,nan
249350,12S 2 5/8,nan
249394,1215 1 1/8,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-1/8\"""""
249434,1310 1 1/8,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-1/8\"""""
249442,1310 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
249486,1610 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
249502,1615 1 5/8,"""Keyway""=>""3/8\"" x 1/8\"""", ""Bore Size""=>""1-5/8\"""""
249518,1615 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
249638,2525 2 1/8,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2-1/8\"""""
249642,2525 2 7/16,"""Keyway""=>""5/8\"" x 3/16\"""", ""Bore Size""=>""2-7/16\"""""
249658,3020 1 11/16,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-11/16\"""""
249670,3020 2,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2\"""""
249710,3030 1 3/4,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-3/4\"""""
249730,3030 2 7/16,"""Keyway""=>""5/8\"" x 5/16\"""", ""Bore Size""=>""2-7/16\"""""
249778,3535 2 11/16,"""Keyway""=>""5/8\"" x 5/16\"""", ""Bore Size""=>""2-11/16\"""""
249858,4040 3 3/8,"""Keyway""=>""7/8\"" x 7/16\"""", ""Bore Size""=>""3-3/8\"""""
249305,11S 2 7/8,nan
249321,1108 15/16,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""15/16\"""""
249349,12S 2 3/8,nan
249369,1210 1 1/4,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-1/4\"""""
249409,1215 3/4,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""3/4\"""""
249429,13S 3 3/8,nan
249473,1610 1/2,"""Keyway""=>""1/8\"" x 1/16\"""", ""Bore Size""=>""1/2\"""""
249505,1615 1/2,"""Keyway""=>""1/8\"" x 1/16\"""", ""Bore Size""=>""1/2\"""""
249565,2012 7/8,"""Keyway""=>""3/16\"" x 3/32\"""", ""Bore Size""=>""7/8\"""""
249573,2517 1 13/16,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""1-13/16\"""""
249581,2517 1 7/8,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""1-7/8\"""""
249597,2517 2 7/16,"""Keyway""=>""5/8\"" x 3/16\"""", ""Bore Size""=>""2-7/16\"""""
249629,2525 1 7/16,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-7/16\"""""
249653,3020 1,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1\"""""
249657,3020 1 1/8,"""Keyway""=>""1/4\"" x 1/8\"""", ""Bore Size""=>""1-1/8\"""""
249773,3535 2,"""Keyway""=>""1/2\"" x 1/4\"""", ""Bore Size""=>""2\"""""
249861,4040 3 7/16,"""Keyway""=>""7/8\"" x 7/16\"""", ""Bore Size""=>""3-7/16\"""""
250214,9S 1 1/8,nan
250230,9S 2 3/8,nan
250258,S-8C,nan
250266,SPA-20,nan
250286,SPBD-27-28,nan
250302,SPC-17,nan
250306,SPC-21,nan
250326,SPH-20 1 3/4,nan
250330,SPH-22 S/B,nan
250338,SPH-25 2 15/16,nan
250342,SPH-27 S/B,nan
250350,SPH-31 S/B,nan
250354,SPP-21,nan
250358,SPP-26,nan
250362,SPP-31,nan
250366,100-80-48,nan
250386,109,nan
250394,300-25-19,nan
250466,550-64-48,nan
250534,750-72-48,nan
250578,TT25BS 7/8,nan
250590,TT35BS 7/8,nan
250602,TT50BS 1 1/4,nan
250618,TT70BS 1 1/2,nan
250622,TT70BS 2,nan
250718,C10144,nan
260230,2060B19,nan
257123,E20C60,nan
257426,P1128M85-SF,nan
250229,9S 2 3/16,nan
250233,9S 32MM,nan
250245,S-2,nan
250249,S-4,nan
250257,S-8,nan
250269,SPA-23,nan
250273,SPA-27,nan
250277,SPA-31,nan
250281,SPBD-21,nan
250285,SPBD-26,nan
250289,SPBD-31,nan
250293,SPBP-21,nan
250309,SPC-24,nan
250317,SPH-17 S/B,nan
250321,SPH-18 1 3/16,nan
250337,SPH-25 S/B,nan
250341,SPH-26 3 7/16,nan
250345,SPH-28 4 7/16,nan
250353,SPP-20,nan
250357,SPP-25,nan
250361,SPP-30,nan
250369,102S,nan
250381,106S,nan
250401,325-30-23,nan
250497,625-80-32,nan
250585,TT25SB,nan
250589,TT35BS 3/4,nan
250593,TT35BU 3/8,nan
250597,TT35SB,nan
250601,TT50BS 1 1/2,nan
250605,TT50BS 1 3/8,nan
250609,TT50BU 1/8,nan
250621,TT70BS 1 7/16,nan
250625,TT70BU 1/4,nan
250753,C1240,nan
250781,C20120,nan
250797,C2096,nan
250877,C648,nan
250897,C830,nan
257207,E40Q76,nan
257243,E50B60,nan
257287,E50SK48,nan
257303,E60B26,nan
257351,E80B18H,nan
257359,E80B26,nan
257395,E80S36,nan
257419,P1125M25-SDS,nan
257423,P1128M50-SF,nan
257447,P1448M85-E,nan
257459,P16820M115-N,nan
257471,P19214M85-F,nan
257487,P21614M115-M,nan
257491,P21614M55-F,nan
257503,P248M20-JA,nan
257507,P268M20-JA,nan
257539,P308M20-H,nan
257543,P308M50-MPB,nan
257555,P325M15-MPB,nan
257559,P328M30-H,nan
257579,P348M20-1610,nan
257595,P3614M85-SF,nan
257599,P365M15-MPB,nan
257603,P368M30-SH,nan
257607,P368M85-MPB,nan
257627,P388M30-SH,nan
257631,P388M85-MPB,nan
257647,P405M15-JA,nan
257651,P408M30-SH,nan
257663,P4414M40-E,nan
257683,P4814M115-E,nan
257699,P488M20-SDS,nan
257723,P525M15-JA,nan
257735,P5620M115-J,nan
257747,P568M50-2517,nan
257751,P6014M115-F,nan
257759,P6014M85-F,nan
257787,P648M30-SK,nan
257791,P648M85-SF,nan
257803,P6814M85-3535,nan
257819,P7214M85-F,nan
257831,P728M30-2517,nan
257835,P728M85-SF,nan
257867,P9014M40-E,nan
257883,P908M30-2517,nan
257888,P908M85-3020,nan
257892,QRS815A23P,nan
257896,QRS815A27P,nan
257658,P4414M115-E,nan
257662,P4414M170-3535,nan
257674,P448M20-SDS,nan
257694,P4820M115-J,nan
257698,P485M25-JA,nan
257714,P5214M55-E,nan
257734,P5614M85-3535,nan
257742,P568M20-SDS,nan
257746,P568M50-SK,nan
257750,P568M85-2517,nan
257758,P6014M55-3020,nan
257774,P6414M55-F,nan
257790,P648M50-2517,nan
257794,P6814M115-J,nan
257850,P8020M290-N,nan
257854,P808M20-SDS,nan
257858,P808M50-SF,nan
257874,P9020M170-M,nan
257878,P905M15-SDS,nan
257882,P908M30-SK,nan
257895,QRS815A27,nan
257899,QRS820A23,nan
257959,W288M12-H,nan
257983,W328M22-H,nan
257999,W3614M65-3030,nan
258003,W368M35-SH,nan
258027,W408M60-2012,nan
258079,W6814M90-F,nan
258095,W808M22-SK,nan
258115,06A22,nan
258123,06A30,nan
258131,06A48,nan
258135,06A70,nan
258167,06B11,nan
258171,06B14,nan
258179,06B22,nan
258183,06B26,nan
258187,06B30,nan
258195,06B48,nan
258199,06B70,nan
258211,08A14,nan
258227,08A30,nan
258243,08A60,nan
258251,08A96,nan
258263,08BTB24H,nan
247343,E 1 9/16,"""Keyway""=>""3/8\"" x 3/16\"""", ""Bore Size""=>""1-9/16\"""""
247347,E 2 1/2,"""Keyway""=>""5/8\"" x 5/16\"""", ""Bore Size""=>""2-1/2\"""""
258295,08B16,nan
247359,E 2 7/16,"""Keyway""=>""5/8\"" x 5/16\"""", ""Bore Size""=>""2-7/16\"""""
247367,E 3 3/8,"""Keyway""=>""7/8\"" x 1/16\"""", ""Bore Size""=>""3-3/8\"""""
247371,E 38MM,nan
247375,E 48MM,nan
258307,08B28,nan
247379,E 65MM,nan
247387,E-STL 1 1/2,nan
258319,08B40,nan
247395,E-STL 1 3/8,nan
258331,08B84,nan
247415,E-STL 2 7/8,nan
258335,10A112,nan
247423,ES-A,nan
250925,HMK525,nan
260343,2082B28,nan
250937,HM1020A,nan
260347,238A10,nan
250941,HM1025A,nan
250945,HM1215B,nan
260355,238C12,nan
250949,HM1221,nan
250953,HM1414,nan
250957,HM2424,nan
250961,HM525,nan
250969,HM824A,nan
250977,M1020B,nan
250981,M1025B,nan
250997,M1612,nan
260395,24A76,nan
251005,M424A,nan
251013,M627A,nan
251017,M828,nan
251025,RA12X4,nan
251033,RA5X2,nan
251037,RA6X4,nan
251041,RA8X6,nan
251045,R12X2,nan
251049,R16X4,nan
260419,24B11,nan
251057,R2012X2,nan
260423,24B15,nan
251069,R205X2,nan
251077,R208X6,nan
