id,catalog_number,attributes
2850011,LP20025,"Catalog Number:LP5016, LP6216, LP7520, LP10020, LP12521, LP15023, LP20025, LP25027, LP30030, LP35032"
2850009,LP17517,"Catalog Number:LP5011, LP6211, LP7512, LP10013, LP12514, LP15015, LP17517, LP20018, LP25018"
2850012,LP25018,"Catalog Number:LP5011, LP6211, LP7512, LP10013, LP12514, LP15015, LP17517, LP20018, LP25018"
2850010,LP20018,"Catalog Number:LP5011, LP6211, LP7512, LP10013, LP12514, LP15015, LP17517, LP20018, LP25018"
2850006,LP12521,"Catalog Number:LP5016, LP6216, LP7520, LP10020, LP12521, LP15023, LP20025, LP25027, LP30030, LP35032"
2850007,LP15015,"Catalog Number:LP5011, LP6211, LP7512, LP10013, LP12514, LP15015, LP17517, LP20018, LP25018"
2850003,LP10013,"Catalog Number:LP5011, LP6211, LP7512, LP10013, LP12514, LP15015, LP17517, LP20018, LP25018"
2850008,LP15023,"Catalog Number:LP5016, LP6216, LP7520, LP10020, LP12521, LP15023, LP20025, LP25027, LP30030, LP35032"
2850005,LP12514,"Catalog Number:LP5011, LP6211, LP7512, LP10013, LP12514, LP15015, LP17517, LP20018, LP25018"
2850004,LP10020,"Catalog Number:LP5016, LP6216, LP7520, LP10020, LP12521, LP15023, LP20025, LP25027, LP30030, LP35032"
2849990,L830RWBK,"Catalog Number: Single L830RW (Yellow) L830RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 480V NEMA L8-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849985,L830CY,"Catalog Number:Plugs L830PY (Yellow & Black) Connectors L830CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 480V NEMA L8-30|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849989,L830RW,"Catalog Number: Single L830RW (Yellow) L830RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 480V NEMA L8-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849988,L830PY,"Catalog Number:Plugs L830PY (Yellow & Black) Connectors L830CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 480V NEMA L8-30|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849981,L820RW,"Catalog Number:Single L820RW (Yellow) L820RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 480V NEMA L8-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849980,L820PY,"Catalog Number:Plugs L820PY (Yellow & Black) Connectors L820CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 480V NEMA L8-20|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849982,L820RWBK,"Catalog Number:Single L820RW (Yellow) L820RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 480V NEMA L8-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849978,L820PW,"Catalog Number:Plugs L820PW (Yellow) L820PWBK (Black) Connectors L820CW (Yellow) L820CWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 480V NEMA L8-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849979,L820PWBK,"Catalog Number:Plugs L820PW (Yellow) L820PWBK (Black) Connectors L820CW (Yellow) L820CWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 480V NEMA L8-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849974,L730RWBK,"Catalog Number:Single L730RW (Yellow) L730RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 277V NEMA L7-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849976,L820CWBK,"Catalog Number:Plugs L820PW (Yellow) L820PWBK (Black) Connectors L820CW (Yellow) L820CWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 480V NEMA L8-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849969,L730CY,"Catalog Number:Plugs L730PY (Yellow & Black) Connectors L730CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 277V NEMA L7-30|Terminal Accommodation:#16 - #12 AWG|Material:Nylon"
2849977,L820CY,"Catalog Number:Plugs L820PY (Yellow & Black) Connectors L820CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 480V NEMA L8-20|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849975,L820CW,"Catalog Number:Plugs L820PW (Yellow) L820PWBK (Black) Connectors L820CW (Yellow) L820CWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 480V NEMA L8-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849971,L730PWBK,"Catalog Number:Plugs L730PW (Yellow) L730PWBK (Black) Connectors L730CW (Yellow) L730CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 277V NEMA L7-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849968,L730CWBK,"Catalog Number:Plugs L730PW (Yellow) L730PWBK (Black) Connectors L730CW (Yellow) L730CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 277V NEMA L7-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849972,L730PY,"Catalog Number:Plugs L730PY (Yellow & Black) Connectors L730CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 277V NEMA L7-30|Terminal Accommodation:#16 - #12 AWG|Material:Nylon"
2849973,L730RW,"Catalog Number:Single L730RW (Yellow) L730RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 277V NEMA L7-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849967,L730CW,"Catalog Number:Plugs L730PW (Yellow) L730PWBK (Black) Connectors L730CW (Yellow) L730CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 277V NEMA L7-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849970,L730PW,"Catalog Number:Plugs L730PW (Yellow) L730PWBK (Black) Connectors L730CW (Yellow) L730CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 277V NEMA L7-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849965,L720RW,"Catalog Number:Single L720RW (Yellow) L720RWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 277V NEMA L7-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849966,L720RWBK,"Catalog Number:Single L720RW (Yellow) L720RWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 277V NEMA L7-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849963,L720PWBK,"Catalog Number:Plugs L720PW (Yellow) L720PWBK (Black) Connectors L720CW (Yellow) L720CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 277V NEMA L7-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849960,L720CWBK,"Catalog Number:Plugs L720PW (Yellow) L720PWBK (Black) Connectors L720CW (Yellow) L720CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 277V NEMA L7-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849956,L630R,"Catalog Number:Single L630RW (Yellow) L630RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849958,L630RWBK,"Catalog Number:Single L630RW (Yellow) L630RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849962,L720PW,"Catalog Number:Plugs L720PW (Yellow) L720PWBK (Black) Connectors L720CW (Yellow) L720CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 277V NEMA L7-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849957,L630RW,"Catalog Number:Single L630RW (Yellow) L630RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849964,L720PY,"Catalog Number:Plugs L720PY (Yellow & Black) Connectors L720CY (Yellow & Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 277V NEMA L7-20|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849953,L630PW,"Catalog Number:Plugs L630PW (Yellow) L630PWBK (Black) Connectors L630CW (Yellow) L630CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849961,L720CY,"Catalog Number:Plugs L720PY (Yellow & Black) Connectors L720CY (Yellow & Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 277V NEMA L7-20|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849955,L630PY,"Catalog Number:Plugs L630PY (Yellow & Black) Connectors L630CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849948,L630C,"Catalog Number:Plugs L630PW (Yellow) L630PWBK (Black) Connectors L630CW (Yellow) L630CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849954,L630PWBK,"Catalog Number:Plugs L630PW (Yellow) L630PWBK (Black) Connectors L630CW (Yellow) L630CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849959,L720CW,"Catalog Number:Plugs L720PW (Yellow) L720PWBK (Black) Connectors L720CW (Yellow) L720CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 277V NEMA L7-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849946,L620RW,"Catalog Number:Single L620RW (Yellow) L620RWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849951,L630CY,"Catalog Number:Plugs L630PY (Yellow & Black) Connectors L630CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849950,L630CWBK,"Catalog Number:Plugs L630PW (Yellow) L630PWBK (Black) Connectors L630CW (Yellow) L630CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849944,L620PY,"Catalog Number:Plugs L620PY (Yellow & Black) Connectors L620CY (Yellow & Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849947,L620RWBK,"Catalog Number:Single L620RW (Yellow) L620RWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849942,L620PW,"Catalog Number:Plugs L620PW (Yellow) L620PWBK (Black) Connectors L620CW (Yellow) L620CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849945,L620R,"Catalog Number:Single L620RW (Yellow) L620RWBK (Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849943,L620PWBK,"Catalog Number:Plugs L620PW (Yellow) L620PWBK (Black) Connectors L620CW (Yellow) L620CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849949,L630CW,"Catalog Number:Plugs L630PW (Yellow) L630PWBK (Black) Connectors L630CW (Yellow) L630CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849952,L630P,"Catalog Number:Plugs L630PW (Yellow) L630PWBK (Black) Connectors L630CW (Yellow) L630CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 250V NEMA L6-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849939,L620CWBK,"Catalog Number:Plugs L620PW (Yellow) L620PWBK (Black) Connectors L620CW (Yellow) L620CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849940,L620CY,"Catalog Number:Plugs L620PY (Yellow & Black) Connectors L620CY (Yellow & Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849938,L620CW,"Catalog Number:Plugs L620PW (Yellow) L620PWBK (Black) Connectors L620CW (Yellow) L620CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849936,L530RWBK,"Catalog Number:Single L530RW (Yellow) L530RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849941,L620P,"Catalog Number:Plugs L620PW (Yellow) L620PWBK (Black) Connectors L620CW (Yellow) L620CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849935,L530RW,"Catalog Number:Single L530RW (Yellow) L530RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849930,L530P,"Catalog Number:Plugs L530PW (Yellow) L530PWBK (Black) Connectors L530CW (Yellow) L530CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849937,L620C,"Catalog Number:Plugs L620PW (Yellow) L620PWBK (Black) Connectors L620CW (Yellow) L620CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 250V NEMA L6-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849933,L530PY,"Catalog Number:Plugs L530PY (Yellow & Black) Connectors L530CY (Yellow & Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849931,L530PW,"Catalog Number:Plugs L530PW (Yellow) L530PWBK (Black) Connectors L530CW (Yellow) L530CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849932,L530PWBK,"Catalog Number:Plugs L530PW (Yellow) L530PWBK (Black) Connectors L530CW (Yellow) L530CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849929,L530CY,"Catalog Number:Plugs L530PY (Yellow & Black) Connectors L530CY (Yellow & Black) |Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849928,L530CWBK,"Catalog Number:Plugs L530PW (Yellow) L530PWBK (Black) Connectors L530CW (Yellow) L530CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849934,L530R,"Catalog Number:Single L530RW (Yellow) L530RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849924,L520RW,"Catalog Number:Single L520RW (Yellow) L520RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849927,L530CW,"Catalog Number:Plugs L530PW (Yellow) L530PWBK (Black) Connectors L530CW (Yellow) L530CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849920,L520PW,"Catalog Number: Plugs L520PW (Yellow) L520PWBK (Black) Connectors L520CW (Yellow) L520CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849921,L520PWBK,"Catalog Number: Plugs L520PW (Yellow) L520PWBK (Black) Connectors L520CW (Yellow) L520CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849926,L530C,"Catalog Number:Plugs L530PW (Yellow) L530PWBK (Black) Connectors L530CW (Yellow) L530CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:30A 125V NEMA L5-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849922,L520PY,"Catalog Number: Plugs L520PY (Yellow & Black) Connectors L520CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849919,L520P,"Catalog Number: Plugs L520PW (Yellow) L520PWBK (Black) Connectors L520CW (Yellow) L520CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849925,L520RWBK,"Catalog Number:Single L520RW (Yellow) L520RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849923,L520R,"Catalog Number:Single L520RW (Yellow) L520RWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849917,L520CWBK,"Catalog Number: Plugs L520PW (Yellow) L520PWBK (Black) Connectors L520CW (Yellow) L520CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849918,L520CY,"Catalog Number: Plugs L520PY (Yellow & Black) Connectors L520CY (Yellow & Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849916,L520CW,"Catalog Number: Plugs L520PW (Yellow) L520PWBK (Black) Connectors L520CW (Yellow) L520CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849915,L520C,"Catalog Number: Plugs L520PW (Yellow) L520PWBK (Black) Connectors L520CW (Yellow) L520CWBK (Black)|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 125V NEMA L5-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849914,L2420R,"Catalog Number:Receptacles L2420R|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 347V NEMA L24-20|Terminal Accommodation:#16 - #12 AWG|Material:Nylon"
2849908,L2330PW,"Catalog Number:Plugs L2330PW (Yellow) L2330PWBK (Black) Connectors L2330CW (Yellow) L2330CWBK (Black)|Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:30A 3ØY 347/600V NEMA L23-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849907,L2330CY,"Catalog Number:Plugs L2330PY (Yellow & Black) Connectors L2330CY (Yellow & Black)|Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:30A 3ØY 347/600V NEMA L23-30|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849912,L2330RWBK,"Catalog Number:Single L2330RW (Yellow) L2330RWBK (Black) |Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:30A 3ØY 347/600V NEMA L23-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849905,L2330CW,"Catalog Number:Plugs L2330PW (Yellow) L2330PWBK (Black) Connectors L2330CW (Yellow) L2330CWBK (Black)|Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:30A 3ØY 347/600V NEMA L23-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849910,L2330PY,"Catalog Number:Plugs L2330PY (Yellow & Black) Connectors L2330CY (Yellow & Black)|Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:30A 3ØY 347/600V NEMA L23-30|Terminal Accommodation:#18 - #10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849906,L2330CWBK,"Catalog Number:Plugs L2330PW (Yellow) L2330PWBK (Black) Connectors L2330CW (Yellow) L2330CWBK (Black)|Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:30A 3ØY 347/600V NEMA L23-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849911,L2330RW,"Catalog Number:Single L2330RW (Yellow) L2330RWBK (Black) |Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:30A 3ØY 347/600V NEMA L23-30|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849913,L2420P,"Catalog Number:Plugs L2420P|Configuration:2-Pole, 3-Wire Grounding|Wiring Method:Back Wire|Rating:20A 347V NEMA L24-20|Terminal Accommodation:#16 - #12 AWG|Material:Nylon"
2849904,L2320RWBK,"Catalog Number:Single L2320RW (Yellow) L2320RWBK (Black) |Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:20A 3ØY 347/600V NEMA L23-20|Terminal Accommodation:#14 - #8 AWG|Material:Thermoplastic, glass-filled nylon"
2849909,L2330PWBK,"Catalog Number:Plugs L2330PW (Yellow) L2330PWBK (Black) Connectors L2330CW (Yellow) L2330CWBK (Black)|Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:30A 3ØY 347/600V NEMA L23-30|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849901,L2320PWBK,"Catalog Number:Plugs L2320PW (Yellow) L2320PWBK (Black) Connectors L2320CW (Yellow) L2320CWBK (Black) |Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:20A 3ØY 347/600V NEMA L23-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
2849898,L2320CWBK,"Catalog Number:Plugs L2320PW (Yellow) L2320PWBK (Black) Connectors L2320CW (Yellow) L2320CWBK (Black) |Configuration:4-Pole, 5-Wire Grounding|Wiring Method:Back Wire|Rating:20A 3ØY 347/600V NEMA L23-20|Terminal Accommodation:#18 - 10 AWG|Material:Santoprene thermoplastic elastomeric over polypropylene"
