id,catalog_number,add_descr,attributes
2887742,HDCP246078-4S95,12 Gauge Extra Heavy Duty Shelf Cabinet with PegBoard Doors. ,"Model:HDCP246078-4S95|Weight:705 lbs. - 320 kgs.|Shelves:4|Capacity:1650 lbs. - 749 kgs|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Colors:Durable, textured, gray powder coat paint"
2887674,HDC36-60-2S6D1795,,"Model:HDC36-60-2S6D1795|Weight:518 lbs. / 235 lbs.|Shelves:(2) -Adjustable   (6) -Door Shelves|Capacity:1900 lbs. - Adjustable  25 lbs. - Door Shelves|Dimensions Overall:in: 36 x 24 x 78  mm: 915 x 610 x 1982|Bins:in:  (48) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887758,HDCV244878-4S95,12 Gauge ventilated cabinets ,"Model:HDCV244878-4S95|Weight:548 lbs. / 249 kgs.|Shelves:4 Adjustable|Capacity:1200 lbs. per shelf / 544 kgs.|Dimensions Overall:in: 48 x 24 x 78  mm: 1219 x 610 x 1981|Colors:Durable, textured, gray powder coat paint"
2887738,HDCO244878-4S95,12 Gauge Cabinet with 4 Shelves. (for outdoor use) ,"Model:HDCO244878-4S95|Weight:623 lbs. / 283 kgs.|Shelves:(4) 1200 lbs. / 544 kgs.  Capacity|Dimensions Overall:in: 48 x 24 x 78  mm: 1219 x 610 x 1981|Material:12 Gauge Steel|Colors:Durable, textured, gray powder coat finish "
2887762,HDCV36-12B-2S95,12 Gauge Cabinets,"Model:HDCV36-12B-2S95|Weight:470 lbs. / 213 kgs. |Shelves:2|Capacity:Shelf Capacity 1900 lbs. / 862 kgs.|Dimensions Overall:in: 36 x 24 x 78  mm: 864 x 610 x 1981|Dimensions Bins:in: 36 x 24 x 78  |Colors:Durable, textured, gray powder coat finish"
2887754,HDC-SH-2448-95,,"Model:HDC-SH-2448-95|Shelves:1|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 45-15/16 x 20-37/32 x 1-3/8 mm: 1167 x 523 x 35|Colors:Durable gray powder coat finish|Fits Models:48"" Wide"
2887766,HDCV36-6B-3S1795,12 Gauge Cabinets,"Model:HDCV36-6B-3S1795|Weight:470 lbs. / 213 kgs.|Shelves:3|Capacity:470 lbs. / 213 kgs.|Dimensions Overall:in: 36 x 24 x 78  mm: 864 x 610 x 1981|Dimensions Bins:in: (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887694,HDC60-156-3S5295,,"Model:HDC60-156-3S5295|Weight:786 lbs / 356 kgs.|Shelves:3- Adjustable|Capacity:1625 lbs. - Adjustable|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1982|Bins:in:  (72) 4-3/16 x 5-7/16 x 3  (72) 4-3/16 x 7-7/16 x 3  (12) 8-1/4 x 14-5/8 x 7|Colors:Durable, textured, gray powder coat finish"
2887734,HDCM48-42-5295,Mobile Cabinet with Hook-On Bins,"Model:HDCM48-42-5295|Weight:547 lbs. / 248 kgs.|Dimensions Overall:in: 48 x 24 x 80  mm: 1219 x 610 x 2032|Material:12 Gauge Mobile Cabinet Bins|Colors:Durable, textured, gray powder coat finish|No of Bins:in:   (24) 6 x 11 x 5   (12) 8 x 15 x 7   (6) 16 x 15 x 7"
2887782,HDCV60-54B-5295,12 Gauge Cabinets,"Model:HDCV60-54B-5295|Weight:666 lbs. / 302 kgs.|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Dimensions Bins:in:  (36) 6 x 11 x 5   (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887770,HDCV48-18B-3S5295,12 Gauge Cabinets,"Model:HDCV48-18B-3S5295|Weight:548 lbs. / 249 kgs.|Shelves:3|Capacity:Shelf Capacity 1200 lbs. / 544 kgs.|Dimensions Overall:in: 48 x 24 x 78  mm: 1219 x 610 x 1981|Dimensions Bins:in:   (12) 8 x 15 x 7   (6) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887730,HDCM48-18-2S1795,Mobile Cabinet with Hook-On Bins and Shelves,"Model:HDCM48-18-2S1795|Weight:573 lbs. / 260 kgs.|Shelves:2|Capacity:Overall Capacity of 3,600 lbs. / 1633 kgs  Shelf Capacity of 900 lbs. / 408 kgs|Dimensions Overall:in: 48 x 24 x 80  mm: 1219 x 610 x 2032|Material:12 Gauge All Welded Steel|Colors:Durable, textured, gray powder coat finish|No of Bins:in:  (12) 8 x 15 x 7  (6) 16 x 15 x 7"
2887778,HDCV60-12B-3S1795,12 Gauge Cabinets,"Model:HDCV60-12B-3S1795|Weight:666 lbs. / 302 kgs.|Shelves:3|Capacity:Shelf Capacity 1625 lbs. / 737 kgs.|Dimensions Overall:in: 60 x 24 x 78  mm: 1524 x 610 x 1981|Dimensions Bins:in: (12) 16 x 15 x 7|Colors:Durable, textured, gray powder coat finish"
2887806,HDWB-3048-95,,Model:HDWB-3048-95|Weight:232 lbs. / 92 kgs.|Drawers:Optional  Model #177-DRAWER-95  in: 14-5/16 x 19-13/16 x   6-3/16 |Capacity:12000 lbs. / 5443 kgs.|Dimensions Overall:in: 48 x 30 x 34  mm: 1219 x 762 x 864
2887802,HDS-2460-95,,"Model:HDS-2460-95|Weight:44 lbs. / 21 kgs.|Dimensions Overall:in: 24 x 60   mm: 610 x 1524|Carton Pk:1|Material:Durable, textured, gray powder coated finish is rust and acid resistant"
2887790,HDDS247266-6S95,,Model:HDDS247266-6S95|Weight:713 lbs. / 324 kgs.|Shelves:6|Capacity:1300 lbs. per shelf |Dimensions Overall:in: 72 x 24 x 66  mm: 1829 x 610 x 1677|Colors:Durable textured gray powder coat paint 
2887794,HDJC243678-60-4S95,,"Model:HDJC243678-60-4S95|Weight:516 lbs. / 234 kgs.|Shelves:4|Capacity:1900 lbs. / 862 kgs. per shelf|Dimensions Overall:in: 36 x 24 x 78   mm: 915 x 610 x 1981|Colors:Durable, textured, gray powder coat finish"
2887798,HDJC244878-4S95,,"Model:HDJC244878-4S95|Weight:590 lbs. / 268 kgs.|Shelves:4|Capacity:1375 lbs. / 624 kgs. per shelf|Dimensions Overall:in: 48 x 24 x 78   mm: 1219 x 610 x 1981|Colors:Durable, textured, gray powder coat finish"
2887826,HET-3060-2-5K-95,,"Model:HET-3060-2-5K-95|Weight:260 lbs. / 118 kgs.|Shelves:2 Shelves|Dimensions Overall:in: 30 x 60 x 39-1/2   mm: 762 x 1524 x 1003  *handle adds 6"" to length  |Colors:Durable, gray, textured powder coat finish"
2887786,HDDS244866-6S95,,Model:HDDS244866-6S95|Weight:547 lbs. / 248 kgs.|Shelves:6|Capacity:1275 lbs.(578.33 kgs) per shelf|Dimensions Overall:in: 48 x 24 x 66  mm: 1219 x 610 x 1677|Colors:Durable textured gray powder coat paint 
2887834,HMT-1836-3-95,,"Model:HMT-1836-3-95|Weight:96 lbs. / 44 kgs.|Shelves:3 Shelves|Dimensions Overall:in: 36 x 18 x 30-1/4  mm: 915 x 457 x 768|Colors:Durable, gray, textured powder coat finish"
2887830,HET-3672-2-5K-95,,"Model:HET-3672-2-5K-95|Weight:297 lbs. / 135 kgs.|Shelves:2 Shelves|Dimensions Overall:in: 36 x 72 x 39-1/2   mm: 915 x 1219 x 1003  *handle adds 6"" to length|Colors:Durable, gray, textured powder coat finish"
2887822,HET-2448-3-5K-95,,"Model:HET-2448-3-5K-95|Weight:232 lbs. / 105 kgs.|Shelves:3 Shelves|Dimensions Overall:in: 24 x 48 x 39-1/2  mm: 610 x 1219 x 1003  *handle adds 6"" to length|Colors:Durable, gray, textured powder coat finish"
2887858,HWB-3648-95,Super Heavy Duty Workbench,"Model:HWB-3648-95|Weight:288 lbs. / 131 kgs.|Drawers:Optional  #177-DRAWER-95  in: 14-5/16 x 19-13/16 x   6-3/16 |Capacity:14000 lbs. / 6350 kgs.|Dimensions Overall:in: 48 x 36 x 34  mm: 1219 x 915 x 864|Colors:Durable, textured, gray powder coat finish"
2887838,HMT-2448-3-95,,"Model:HMT-2448-3-95|Weight:148 lbs. / 67 kgs.|Shelves:3 Shelves|Dimensions Overall:in: 24 x 48 x 30-1/4  mm: 610 x 1219 x 768|Colors:Durable, gray, textured powder coat finish"
2887866,HWBMT-366024-95,Extra Heavy Duty Machine Tables - Top shelf Only,"Model:HWBMT-366024-95|Weight:338 lbs. / 153 kgs.|Shelves:1|Capacity:14000 lbs. / 6350 kgs.|Dimensions Overall:in: 60 x 36 x 24  mm: 1524 x 915 x 610|Colors:Durable, textured, gray powder coat finish"
2887818,HET-2436-2-95,,"Model:HET-2436-2-95|Weight:142 lbs. / 65 kgs.|Shelves:2 Shelves|Dimensions Overall:in: 24 x 36 x 37-1/2   mm: 610 x 915 x 953  *handle adds 6"" to length|Colors:Durable, gray, textured powder coat finish"
2887862,HWB-3672-95,Super Heavy Duty Workbench,"Model:HWB-3672-95|Weight:400 lbs. / 182 kgs.|Drawers:Optional  #177-DRAWER-95  in: 14-5/16 x 19-13/16 x   6-3/16 |Capacity:14000 lbs. / 6350 kgs.|Dimensions Overall:in: 72 x 36 x 34  mm: 1829 x 915 x 864|Colors:Durable, textured, gray powder coat finish"
2887878,JC-482478-3S-95,,"Model:JC-482478-3S-95|Weight:416 lbs. / 189 kgs.|Shelves:(3) Adjustable Shelf  Shelf Capacity: 700 lbs. / 318 kgs.|Dimensions Overall:in: 48 x 24 x 72  mm: 1219 x 610 x 1981|Colors:Durable, textured, gray powder coat finish"
2887882,JCBDLP694RDR-1795,,Model:JCBDLP694RDR-1795|Weight:450 lbs. / 204 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Dimensions Overall:in: 48 x 24 x 72   mm: 1219 x 610 x 1829|Bins:69|Dimensions Bins:in:   (56) 4 x 5 x 3  (11) 8 x 15 x 7  (2) 16 x 15 x 7|Drawer Dimensions:in:  (2)   40-13/16 x 14 11/16 x 3  (1)  40-13/16 x 14 11/16 x 5  (1)  40-13/16 x 14 11/16 x 6
2887886,JCBDLP724RDR-5295,,Model:JCBDLP724RDR-5295|Weight:462 lbs. / 210 kgs.|Drawers:4|Shelves:2 - Shelves (1 Adjustable)  12 - Door Shelves|Dimensions Overall:in: 48 x 24 x 78   mm: 1219 x 610 x 1981|Bins:72|Dimensions Bins:in:   (56) 4 x 5 x 3   (8) 6 x 11 x 5   (6) 8 x 15 x 7   (2) 16 x 15 x 7|Drawer Dimensions:in:  (2)   40-13/16 x 14 11/16 x 3  (1)  40-13/16 x 14 11/16 x 5  (1)  40-13/16 x 14 11/16 x 6
2887842,HMT-3060-3-95,,"Model:HMT-3060-3-95|Weight:204 lbs. / 93 kgs.|Shelves:3 Shelves|Dimensions Overall:in: 30 x 60 x 30-1/4  mm: 762 x 1524 x 768|Colors:Durable, gray, textured powder coat finish"
2887898,LDO-3048-2-2K-95,Low Deck Service Truck,"Model:LDO-3048-2-2K-95|Weight:127 lbs. / 58 kgs.|Shelves:2|Capacity:2,000 lbs|Dimensions Overall:in: 51 x 30-1/4 x 38-3/4  mm: 1296 x 768 x 984|Colors:Durable, textured, gray powder coat finish "
2887894,LDO-2448-2-2K-95,Low Deck Service Truck,"Model:LDO-2448-2-2K-95|Weight:118 lbs. / 54 kgs.|Shelves:2|Capacity:2,000 lbs|Dimensions Overall:in: 51 x 24-1/4 x 38-3/4  mm: 1296 x 616 x 984|Colors:Durable, textured, gray powder coat finish "
2887890,LDO-2436-2-2K-95,Low Deck Service Truck,"Model:LDO-2436-2-2K-95|Weight:118 lbs. / 54 kgs.|Shelves:2|Capacity:2,000 lbs|Dimensions Overall:in: 39 x 24-1/4 x 38-3/4  mm: 991 x 616 x 984|Colors:Durable, textured, gray powder coat finish "
2887906,LIC-2448-2-95,Low Profile Instrument Cart,Model:LIC-2448-2-95|Weight:142 lbs. / 65 kgs. |Capacity:1200 lbs / 544 kgs.|Dimensions Overall:in: 51 x 24-1/4 x 41  mm: 1296 x 616 x 1042
2887914,LPRSS-34.5X12-95,Free Standing Louvered Panel Rack,"Model:LPRSS-34.5X12-95|Weight:30 lbs. / 14 kgs.|Capacity:150 lbs. / 68 kgs.|Dimensions Overall:in: 34-1/2 x 12  mm: 876 x 305|Bins:Hook-On Bins� sold separately and only sold in full carton quantities.  (use suffix -21 for yellow bins, -17 for red bins & -52 for blue bins)|No of Bins:*Quantity to fit Louvered Panel  (24) PB30210  (24) PB30220  (12) PB30230  (4) PB30240  (2) PB30250"
2887902,LDO-3060-2-95, Low Deck Service Truck,"Model:LDO-3060-2-95|Weight:142 lbs. / 65 kgs.|Shelves:2|Capacity:1,200 lbs.|Dimensions Overall:in: 63 x 30-1/4 x 37-1/2  mm: 1600 x 768 x 953|Colors:Durable, textured, gray powder coat finish "
2887918,LPW-17.25X64-95,Wall Mountable Louvered Panel,"Model:LPW-17.25X64-95|Weight:24 lbs. / 11 kgs.|Capacity:500 lbs. / 227 kgs.|Dimensions Overall:in: 17-1/4 x 64  mm: 438 x 1626|Bins:Hook-On Bins� sold separately and only sold in full carton quantities.  (use suffix -21 for yellow bins, -17 for red bins & -52 for blue bins)|No of Bins:*Quantity to fit Louvered Panel  (64) PB30210  (64) PB30220  (30) PB30230  (16) PB30240  (8) PB30250"
2887874,JC-137-3S-95,,Model:JC-137-3S-95|Weight:570 lbs. / 259 kgs.|Shelves:(3) Adjustable|Dimensions Overall:in: 48 x 24 x 78   mm: 1219 x 610 x 1981|Bins:137|Dimensions Bins:(64)   in: 4 x 5 x 3   (64)   in: 4 x 7 x 3   (3)   in: 8 x 15 x 7   (6)   in: 16 x 15 x 7 
2887922,LPW-46X20-95,Wall Mountable Louvered Panel (include 2 panels),"Model:LPW-46X20-95|Weight:20 lbs. / 9 kgs.|Capacity:113 lbs. / 51 kgs.|Dimensions Overall:in: 46 x 20  mm: 1169 x 508|Bins:Hook-On Bins� sold separately and only sold in full carton quantities.  (use suffix -21 for yellow bins, -17 for red bins & -52 for blue bins)|No of Bins:*Quantity to fit Louvered Panel  (40) PB30210  (40) PB30220  (24) PB30230  (12) PB30240  (4) PB30250"
2887962,MTD182418-2K195,Medium Duty Machine Tables With Drawer and Top Shelf Only,"Model:MTD182418-2K195|Weight:98 lbs. / 45 kgs.|Drawers:1|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 24 x 18 x 18  mm: 610 x 457 x 457|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in: 12-1/2 x 18-1/2 x 4-3/4"
2887814,HDWC244878-7M95,,"Model:HDWC244878-7M95|Weight:839 lbs. / 381 kgs.|Shelves:3|Capacity:1900 lbs. / 862 kgs.   per Shelf   400 lbs. / 182 kgs   per Drawer|Dimensions Overall:in: 48 x 24 x 78  mm: 1219 x 610 x 1981|Colors:Durable, textured, gray powder coat finish|No of Drawers:7|Drawer Dimensions:in: 20-1/8 x 23-1/4 x 4  mm: 511 x 591 x 102"
2887950,MT243642-2K195,Medium Duty Machine Tables - Top Shelf Only,"Model:MT243642-2K195|Weight:96 lbs. / 44 kgs.|Drawers:NA -   (provisions for optional drawer Model # 177-DRAWER-95)|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 36 x 24 x 42  mm: 915 x 610 x 1069|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:NA"
2887938,MT182424-2K195,Medium Duty Machine Tables - Top Shelf Only,"Model:MT182424-2K195|Weight:76 lbs. / 35 kgs.|Drawers:NA -   (provisions for optional drawer Model # 177-DRAWER-95)|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 24 x 18 x 24  mm: 610 x 457 x 610|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:NA"
2887774,HDCV48-24B-2S95,12 Gauge Cabinets,"Model:HDCV48-24B-2S95|Weight:548 lbs. / 249 kgs.|Shelves:2|Capacity:Shelf Capacity 1200 lbs. / 544 kgs.|Dimensions Overall:in: 48 x 24 x 78  mm: 1219 x 610 x 1981|Dimensions Bins:in: (24) 8 x 15 x 7    |Colors:Durable, textured, gray powder coat finish"
2887970,MTD243636-2K195,Medium Duty Machine Tables With Drawer and Top Shelf Only,"Model:MTD243636-2K195|Weight:118 lbs. / 54 kgs.|Drawers:1|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 36 x 24 x 36  mm: 915 x 610 x 915|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in: 12-1/2 x 18-1/2 x 4-3/4"
2887982,MTDM243618-2K195,Mobile Medium Duty Machine Tables with Drawer & Top Shelf Only,"Model:MTDM243618-2K195|Weight:104 lbs. / 47 kgs.|Drawers:(1)   in:12-1/2 x 18-1/2 x 4-3/4|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: 24 x 36 x 18  mm: 610 x 915 x 457|Colors:Durable, textured, gray powder coat finish"
2887986,MTDM243642-2K195,Mobile Medium Duty Machine Tables with Drawer & Top Shelf Only,"Model:MTDM243642-2K195|Weight:113 lbs. / 51 kgs.|Drawers:(1)   in: 12-1/2 x 18-1/2 x 4-3/4|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: 24 x 36 x 42  mm: 610 x 915 x 1067|Colors:Durable, textured, gray powder coat finish"
2887974,MTD244830-2K195,Medium Duty Machine Tables With Drawer and Top Shelf Only,"Model:MTD244830-2K195|Weight:125 lbs. / 57 kgs.|Drawers:1|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 48 x 24 x 30  mm: 1219 x 610 x 762|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in: 12-1/2 x 18-1/2 x 4-3/4"
2887978,MTDM182424-2K195,Mobile Medium Duty Machine Tables with Drawer & Top Shelf Only,"Model:MTDM182424-2K195|Weight:93 lbs. / 42 kgs.|Drawers:(1)   in: 12-1/2 x 18-1/2 x 4-3/4|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: 18 x 24 x 24  mm: 457 x 610 x 610|Colors:Durable, textured, gray powder coat finish"
2887990,MTDM244836-2K195,Mobile Medium Duty Machine Tables with Drawer & Top Shelf Only,"Model:MTDM244836-2K195|Weight:120 lbs. / 55 kgs.|Drawers:(1)   in: 12-1/2 x 18-1/2 x 4-3/4|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:24 x 48 x 36|Colors:Durable, textured, gray powder coat finish"
2887966,MTD182442-2K195,Medium Duty Machine Tables With Drawer and Top Shelf Only,"Model:MTD182442-2K195|Weight:107 lbs. / 49 kgs.|Drawers:1|Shelves:1|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 24 x 18 x 42  mm: 610 x 457 x 1069|Colors:Durable, textured, gray powder coat finish|Drawer Dimensions:in: 12-1/2 x 18-1/2 x 4-3/4"
2887994,MTM182430-2K195,Mobile Medium Duty Machine Tables - Top Shelf Only,"Model:MTM182430-2K195|Weight:103 lbs. / 47 kgs.|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: 18 x 24 x 30  mm: 457 x 610 x 762|Colors:Durable, textured, gray powder coat finish"
2888006,MTM244818-2K195,Mobile Medium Duty Machine Tables - Top Shelf Only,"Model:MTM244818-2K195|Weight:120 lbs. / 55 kgs.|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: 24 x 48 x 18  mm: 610 x 1219 x 457|Colors:Durable, textured, gray powder coat finish"
2888010,MTM244836-2K195,Mobile Medium Duty Machine Tables - Top Shelf Only,"Model:MTM244836-2K195|Weight:127 lbs. / 58 kgs.|Shelves:1|Capacity:2,000 lbs. / 907 kgs.|Dimensions Overall:in: 24 x 48 x 36  mm: 610 x 1219 x 915|Colors:Durable, textured, gray powder coat finish"
2888018,OPC-1836-2-95,"2 Shelf Order Picking Cart with writing surface & 1-1/2"" (38mm) lip to retain paper and pens ","Model:OPC-1836-2-95|Weight:78 lbs. / 35 kgs.|Capacity:1200 lbs/ 544.31 kgs|Dimensions Overall:in: 18 x 36 x 41   mm: 457 x 914 x 1042|Colors:Durable, textured, gray  powder coat finish"
2888002,MTM243630-2K295,Mobile Medium Duty Machine Tables - 2 Shelves,"Model:MTM243630-2K295|Weight:107 lbs. / 49 kgs.|Shelves:2|Capacity:2000 lbs. / 908 kgs.|Dimensions Overall:in: 24 x 36 x 30  mm: 610 x 915 x 762|Colors:Durable, textured, gray powder coat finish"
2888038,PM-2831-CR-95,Panel Movers ,"Model:PM-2831-CR-95|Weight:92 lbs. / 42 kgs.|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 28 x 28 x 34   mm: 711 x 711 x 864|Colors:Durable, texture, gray powder coat finish"
2887934,MSB6-2036-95,6 Opening Mobile Storage Bin,"Model:MSB6-2036-95|Weight:222 lbs. / 101 kgs.|Dimensions Overall:in: 36 x 24 x 49-1/4  mm: 915 x 610 x 1251|Colors:Durable. textured, gray powder coat finish|No of Bins:6"
2888074,RIC-3048-2-95,2 Shelf Rolling Instrument Cart ,"Model:RIC-3048-2-95|Weight:155 lbs. / 70 kgs.|Drawers:N/A|Shelves:2|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 30 x 48 x 33-1/2  mm: 762 x 1219 x 1407|Colors:Durable, textured gray powder coat finish|Drawer Dimensions:N/A"
2887998,MTM183630-2K395,Mobile Medium Duty Machine Tables - 3 Shelves,"Model:MTM183630-2K395|Weight:120 lbs. / 55 kgs.|Shelves:3|Capacity:2,000 lbs. / 908 kgs.|Dimensions Overall:in: 18 x 36 x 30  mm: 457 x 915 x 762|Colors:Durable, textured, gray powder coat finish"
2888034,PAT-24-4-14-95,"Pan & Tray Truck with 4""(102mm) spacing between trays",Model:PAT-24-4-14-95|Weight:148 lbs. / 67 kgs.|Dimensions Overall:in: 33-1/2 x 24 x 67  mm: 851 x 610 x 1702|Trays:14 tray capacity
2888070,RIC-243650-3-95,3 Shelf Rolling Instrument Cart,"Model:RIC-243650-3-95|Shelves:3|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 24 x 36 x 55-3/8  mm: 610 x 915 x 1407|Colors:Durable, textured, gray powder coat finish"
2888086,RSC-1836-3-95,3 Shelf Stock Carts,"Model:RSC-1836-3-95|Weight:114 lbs. / 52 kgs.|Shelves:3|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 36 x 18 x 35  mm: 915 x 457 x 889|Colors:Durable, textured, gray powder coat finish"
2888078,RSC12-1830-2-95,2 Shelf Stock Carts with 12 Lips Up,"Model:RSC12-1830-2-95|Weight:107 lbs. / 49 kgs.|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 18 x 30 x 37-5/8  mm: 457 x 762 x 956|Colors:Durable, textured, gray powder coat finish"
2888098,RSC-2436-3-3K-95,3 Shelf Stock Carts,"Model:RSC-2436-3-3K-95|Weight:154 lbs. / 70 kgs.|Shelves:3|Capacity:3000 lbs. / 1361 kgs.|Dimensions Overall:in: 36 x 24 x 39-1/4  mm: 915 x 610 x 997|Colors:Durable, textured, gray powder coat finish"
2888102,RSC-2436-5-3K-95,5 Shelf Stock Cart,"Model:RSC-2436-5-3K-95|Weight:199 lbs. / 90 kgs.|Capacity:3000 lbs. / 1361 kgs.|Dimensions Overall:in: 36 x 24 x 56  mm: 915 x 610 x 1423|Colors:Durable, textured, gray powder coat finish"
2888118,RSC-3036-2-PB-2DR-95,,"Model:RSC-3036-2-PB-2DR-95|Weight:188 lbs. / 85 kgs.|Drawers:in: (2) 14-25/32 x 19-19/32 x 6-11/32|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 36 x 30 x 65  mm: 915 x 762 x 1651|Colors:Durable, textured, gray powder coat finish|No of Bins:N/A"
2888082,RSC-1830-3-95,3 Shelf Stock Carts,"Model:RSC-1830-3-95|Weight:106 lbs. / 59 kgs.|Shelves:3|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 30 x 18 x 35  mm: 762 x 457 x 889|Colors:Durable, textured, gray powder coat finish"
2888110,RSC-2448-3-3K-95,3 Shelf Stock Carts,"Model:RSC-2448-3-3K-95|Weight:163 lbs. / 74 kgs.|Shelves:3|Capacity:3000 lbs. / 1361 kgs.|Dimensions Overall:in: 48 x 24 x 39-1/4  mm:1219 x 610 x 997|Colors:Durable, textured, gray powder coat finish"
2888106,RSC-2436-BLP-64-220-95,Heavy Duty Bin Service Carts,"Model:RSC-2436-BLP-64-220-95|Weight:185 lbs. / 84 kgs.|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:24""W x 36""D x 37-5/8""H = 610mm x 914mm x 949mm|Dimensions Bins:(64) 4""W x 7""D x 3""H = 102mm x 178mm x 76mm|Colors:Durable, textured, gray powder coat finish"
2888090,RSC-1848-3-95,3 Shelf Stock Carts,"Model:RSC-1848-3-95|Weight:129 lbs. / 59 kgs.|Shelves:3|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 48 x 18 x 35  mm: 1219 x 457 x 889|Colors:Durable, textured, gray powder coat finish"
2888114,RSC-2448-4-LD-95,4 Shelf Stock Cart with lips down ,"Model:RSC-2448-4-LD-95|Weight:149 lbs.|Shelves:4|Capacity:1,200 lbs.|Dimensions Overall:24 x 48 x 54-1/8|Colors:Durable, textured, gray powder coat finish"
2888142,RSC6-1836-2-95,2 Shelf Stock Carts with 3 Lips Up,"Model:RSC6-1836-2-95|Weight:112 lbs. / 51 kgs.|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 18 x 36 x 37-5/8  mm: 457 x 915 x 956|Colors:Durable, textured, gray powder coat finish"
2888134,RSC3-1830-2-95,2 Shelf Stock Carts with 3 Lips Up ,"Model:RSC3-1830-2-95|Weight:90 lbs. / 41 kgs.|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 18 x 30 x 37-5/8  mm: 457 x 762 x 956|Colors:Durable, textured, gray powder coat finish"
2888126,RSC-3060-2-95,2 Shelf Stock Cart,"Model:RSC-3060-2-95|Weight:152 lbs. / 69 kgs.|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 60 x 30 x 37-5/8  mm: 1524 x 762 x 956|Colors:Durable, textured, gray powder coat finish"
2888170,RSCE-3048-2-TLD-95,Rolling Stock Cart with Ergonomic Handle-,"Model:RSCE-3048-2-TLD-95|Weight:139 lbs. / 63 kgs.|Shelves:2|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 30 x 48 x 43-3/4  mm: 762 x 1219 x 1111|Colors:Durable, textured, gray powder coat finish"
2888154,RSCE-1836-2-95,Rolling Stock Cart with Ergonomic Handle,"Model:RSCE-1836-2-95|Weight:100 lbs. / 45 kgs.|Shelves:2|Capacity:1200 lbs. / 544 kgs.|Dimensions Overall:in: 18 x 36 x 43-3/4  mm: 457 x 915 x 1111|Colors:Durable, textured, gray powder coat finish"
